Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2071.0,-4.2,+10
2,Baylor,1962.0,-0.6,+9
3,Kansas,1946.0,-0.0,+18
4,Arizona,1945.0,-0.7,+9
5,Houston,1928.0,-0.1,+13
6,Purdue,1925.0,-0.1,+9
7,Kentucky,1923.0,-0.1,+14
8,Duke,1920.0,-0.5,+14
9,Texas Tech,1908.0,-0.1,+30
10,Auburn,1906.0,-0.1,-11
11,Villanova,1904.0,-0.9,-10
12,Arkansas,1882.0,-0.3,+30
13,Tennessee,1874.0,-0.2,-5
14,Iowa,1870.0,-0.3,+61
15,Illinois,1863.0,-0.2,-4
16,Wisconsin,1857.0,-0.0,+21
17,USC,1856.0,-0.1,+4
18,Ohio State,1854.0,-0.0,-12
19,UCLA,1854.0,-0.5,-12
20,Texas,1840.0,-0.2,-13
21,UConn,1836.0,-0.5,+21
22,Alabama,1822.0,-0.0,-3
23,Michigan,1821.0,-0.7,-5
24,Providence,1804.0,-0.3,+14
25,Saint Mary's,1797.0,-0.1,+15
26,San Diego State,1794.0,-0.1,+13
27,Memphis,1791.0,-0.5,-21
28,Boise State,1778.0,-0.1,+17
29,Marquette,1776.0,-0.1,-7
30,Rutgers,1773.0,-0.2,-22
31,Dayton,1769.0,-0.0,+14
32,Loyola (IL),1768.0,-0.1,-29
33,Creighton,1765.0,-0.0,+23
34,Davidson,1765.0,-0.0,+25
35,Notre Dame,1764.0,-0.0,-0
36,North Texas,1764.0,-0.2,+2
37,SMU,1758.0,-0.2,+33
38,Michigan State,1753.0,-0.1,-33
39,Murray State,1751.0,-0.0,+28
40,LSU,1750.0,-0.1,-19
41,Oklahoma State,1747.0,-0.0,+0
42,Miami (FL),1746.0,-0.0,+3
43,Virginia,1745.0,-0.3,+6
44,UNC,1737.0,-0.1,+33
45,VCU,1735.0,-0.1,+5
46,Colorado State,1733.0,-0.1,-32
47,St. John's (NY),1730.0,-0.1,-16
48,BYU,1728.0,-0.0,-3
49,San Francisco,1728.0,-0.2,+2
50,Virginia Tech,1723.0,,-17
