Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2032.0,-2.2,-30
2,Baylor,1976.0,-1.4,+20
3,Duke,1939.0,-0.1,+28
4,Houston,1936.0,-0.2,+16
5,Kansas,1932.0,-0.7,-8
6,Kentucky,1914.0,-0.2,-4
7,Purdue,1909.0,-0.2,-16
8,Villanova,1904.0,-0.4,-11
9,Auburn,1894.0,-0.0,-9
10,Arizona,1894.0,-0.1,-44
11,Arkansas,1891.0,-0.1,+22
12,Texas Tech,1889.0,-0.1,-9
13,Tennessee,1886.0,-0.1,+24
14,Illinois,1884.0,-0.5,+3
15,Wisconsin,1871.0,-0.0,+18
16,Iowa,1870.0,-0.3,+22
17,USC,1862.0,-0.0,+8
18,UCLA,1861.0,-0.6,-11
19,Texas,1846.0,-0.3,+12
20,UConn,1838.0,-0.1,+13
21,Saint Mary's,1836.0,-0.2,+46
22,Alabama,1831.0,-0.3,+15
23,Providence,1823.0,-0.4,+28
24,Ohio State,1814.0,-0.4,-13
25,Memphis,1803.0,-0.2,+20
26,Michigan,1799.0,-0.1,-9
27,Boise State,1797.0,-0.1,+26
28,San Diego State,1794.0,-0.5,-5
29,Marquette,1782.0,-0.2,+5
30,Notre Dame,1776.0,-0.2,+24
31,North Texas,1772.0,-0.1,+8
32,Michigan State,1769.0,-0.0,-2
33,Davidson,1769.0,-0.4,+11
34,LSU,1759.0,-0.0,+4
35,Rutgers,1759.0,-0.1,-27
36,Seton Hall,1756.0,-0.0,+42
37,Colorado State,1756.0,-0.1,+33
38,Murray State,1753.0,-0.1,+29
39,UNC,1751.0,-0.0,+20
40,Loyola (IL),1751.0,-0.0,-8
41,SMU,1750.0,-0.1,-3
42,VCU,1747.0,-0.0,+17
43,Creighton,1746.0,-0.2,-4
44,Dayton,1742.0,-0.2,-21
45,San Francisco,1738.0,-0.1,+11
46,Virginia Tech,1735.0,-0.0,+23
47,Oklahoma State,1735.0,-0.1,-17
48,Miami (FL),1733.0,-0.1,+6
49,BYU,1730.0,-0.1,+7
50,Wake Forest,1728.0,,-18
