Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2321.0,-4.5,+12
2,Baylor,2205.0,-1.7,+12
3,Illinois,2161.0,-0.5,+0
4,Michigan,2148.0,-0.8,+40
5,Houston,2127.0,-1.5,+20
6,Alabama,2089.0,-0.7,-20
7,USC,2070.0,-0.2,+100
8,Iowa,2064.0,-0.3,-48
9,Arkansas,2057.0,-0.4,+2
10,Loyola (IL),2047.0,-0.1,-28
11,Texas,2045.0,-0.0,+0
12,Florida State,2045.0,-0.2,+1
13,Oklahoma State,2041.0,-0.5,+0
14,Ohio State,2027.0,-0.0,+0
15,Villanova,2027.0,-0.0,-12
16,Virginia,2027.0,-0.1,+0
17,Kansas,2024.0,-0.6,-76
18,Memphis,2008.0,-0.1,+49
19,UCLA,2006.0,-0.1,+62
20,LSU,2003.0,-0.0,-14
21,West Virginia,2003.0,-0.0,+0
22,San Diego State,2003.0,-0.2,+0
23,Creighton,1998.0,-0.2,+7
24,Georgia Tech,1994.0,-0.1,+0
25,Texas Tech,1991.0,,+0
