Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2187.0,-4.4,+31
2,Purdue,2077.0,-1.5,-9
3,Iowa State,2041.0,-0.4,+0
4,Houston,2030.0,-1.6,+0
5,Illinois,1991.0,-0.7,+0
6,Auburn,1974.0,-1.0,+0
7,UNC,1950.0,-0.4,+0
8,Tennessee,1941.0,-0.2,+0
9,Duke,1935.0,-0.1,+0
10,Creighton,1932.0,-0.3,+0
11,Marquette,1924.0,-0.0,+0
12,Gonzaga,1923.0,-0.5,+0
13,Alabama,1910.0,-0.0,-9
14,NC State,1909.0,-0.7,-13
15,Arizona,1891.0,-0.5,+0
16,Texas,1879.0,-0.0,+0
17,St. John's (NY),1879.0,-0.3,+0
18,Baylor,1872.0,-0.3,+0
19,Florida,1865.0,-0.0,+0
20,San Diego State,1864.0,-0.2,+0
21,Kentucky,1860.0,-0.0,+0
22,Texas A&M,1860.0,-0.2,+0
23,Texas Tech,1854.0,-0.2,+0
24,Seton Hall,1850.0,-0.1,+28
25,Saint Mary's,1848.0,-0.1,+0
26,Michigan State,1845.0,-0.0,+0
27,Colorado,1845.0,-0.2,+0
28,Nebraska,1840.0,-0.0,+0
29,Pitt,1839.0,-0.1,+0
30,BYU,1836.0,-0.2,+0
31,Northwestern,1831.0,-0.0,+0
32,Ohio State,1830.0,-0.0,+0
33,Nevada,1830.0,-0.0,+0
34,Wisconsin,1829.0,-0.2,+0
35,Clemson,1823.0,-0.2,+0
36,Oregon,1819.0,-0.1,+0
37,Kansas,1817.0,-0.1,+0
38,Utah State,1815.0,-0.1,+0
39,Cincinnati,1813.0,-0.0,+0
40,Mississippi State,1812.0,-0.2,+0
41,Washington State,1808.0,-0.4,+0
42,South Carolina,1798.0,-0.2,+0
43,Grand Canyon,1794.0,-0.0,+0
44,Indiana State,1793.0,-0.1,+13
45,New Mexico,1790.0,-0.0,+0
46,Dayton,1789.0,-0.0,+0
47,Colorado State,1788.0,-0.0,+0
48,TCU,1787.0,-0.1,+0
49,Oklahoma,1784.0,-0.0,+0
50,Florida Atlantic,1783.0,,+0
