Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Kansas,2043.0,-1.1,+29
2,Houston,2016.0,-1.1,+17
3,UCLA,1987.0,-0.1,+9
4,Purdue,1985.0,-0.5,+6
5,Marquette,1972.0,-0.5,+15
6,Texas,1960.0,-0.0,+18
7,Alabama,1960.0,-0.2,+11
8,Gonzaga,1956.0,-0.6,+3
9,Texas A&M,1942.0,-0.4,+26
10,Creighton,1931.0,-0.2,+1
11,UConn,1926.0,-0.1,+31
12,Miami (FL),1924.0,-0.2,+22
13,Baylor,1920.0,-0.8,-38
14,Arizona,1899.0,-0.2,+7
15,Duke,1895.0,-0.2,+39
16,Tennessee,1891.0,-0.2,-37
17,Saint Mary's,1886.0,-0.2,+5
18,Kansas State,1881.0,-0.0,+36
19,Memphis,1880.0,-0.0,+2
20,Indiana,1880.0,-0.1,-19
21,Providence,1878.0,-0.2,-11
22,Maryland,1873.0,-0.0,-15
23,TCU,1873.0,-0.1,+17
24,Michigan State,1871.0,-0.0,+3
25,NC State,1870.0,-0.1,+30
26,Arkansas,1868.0,-0.1,+25
27,Virginia,1866.0,-0.1,-57
28,Kentucky,1864.0,-0.0,+46
29,San Diego State,1863.0,-0.0,+6
30,Michigan,1862.0,-0.1,+55
31,Boise State,1860.0,-0.1,+8
32,Illinois,1858.0,-0.1,+5
33,UNC,1855.0,-0.1,-11
34,Xavier,1853.0,-0.4,-14
35,Iowa State,1842.0,-0.1,-28
36,Texas Tech,1840.0,-0.1,+58
37,Iowa,1837.0,-0.0,-60
38,Northwestern,1836.0,-0.1,+24
39,Auburn,1834.0,-0.0,-11
40,West Virginia,1834.0,-0.1,-2
41,USC,1831.0,-0.4,+44
42,Oklahoma State,1820.0,-0.4,-56
43,Mississippi State,1810.0,-0.4,-0
44,Penn State,1800.0,-0.2,+23
45,Wisconsin,1794.0,-0.1,+13
46,Seton Hall,1791.0,-0.0,-9
47,Drake,1790.0,-0.2,+12
48,Villanova,1785.0,-0.2,+7
49,VCU,1781.0,-0.3,+39
50,Utah State,1774.0,,+29
