Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2107.0,-2.5,+31
2,Iowa State,2045.0,-0.3,+109
3,Houston,2038.0,-0.0,-40
4,Purdue,2038.0,-1.4,-12
5,Auburn,2004.0,-1.0,+70
6,Illinois,1979.0,-1.5,+40
7,UNC,1941.0,-0.1,-17
8,Marquette,1938.0,-0.4,+6
9,Creighton,1928.0,-0.6,-30
10,Tennessee,1912.0,-0.4,-53
11,Duke,1903.0,-0.1,-31
12,Gonzaga,1901.0,-0.2,-20
13,Kentucky,1897.0,-0.2,-35
14,Baylor,1893.0,-0.1,-5
15,Arizona,1891.0,-0.1,-21
16,Texas Tech,1889.0,-0.4,+12
17,St. John's (NY),1879.0,-0.0,+36
18,Florida,1878.0,-0.0,+26
19,Saint Mary's,1878.0,-0.2,+40
20,Nebraska,1874.0,-0.0,+10
21,Texas,1873.0,-0.5,-21
22,Wisconsin,1861.0,-0.2,+67
23,BYU,1857.0,-0.2,-9
24,Alabama,1853.0,-0.0,-31
25,San Diego State,1852.0,-0.2,+17
26,Mississippi State,1847.0,-0.0,+54
27,Nevada,1846.0,-0.1,-27
28,New Mexico,1843.0,-0.0,+86
29,Ohio State,1842.0,-0.1,+15
30,Pitt,1839.0,-0.1,+11
31,Kansas,1836.0,-0.1,-51
32,Michigan State,1833.0,-0.0,+7
33,Texas A&M,1833.0,-0.2,+32
34,South Carolina,1828.0,-0.1,-23
35,Colorado,1826.0,-0.3,+9
36,TCU,1819.0,-0.1,+9
37,NC State,1817.0,-0.1,+133
38,Northwestern,1815.0,-0.2,-22
39,Cincinnati,1809.0,-0.0,+39
40,Florida Atlantic,1808.0,-0.1,-13
41,Oregon,1806.0,-0.1,+71
42,Utah State,1804.0,-0.2,-24
43,Washington State,1800.0,-0.0,-2
44,Villanova,1799.0,-0.3,-9
45,Drake,1792.0,-0.0,+0
46,Kansas State,1791.0,-0.1,+2
47,Dayton,1789.0,-0.0,-30
48,Iowa,1788.0,-0.2,-24
49,Oklahoma,1784.0,-0.0,-18
50,James Madison,1783.0,,+19
