Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2047.0,-3.2,+16
2,Arizona,1964.0,-0.1,+27
3,Baylor,1962.0,-0.5,-31
4,Kansas,1950.0,-0.0,+40
5,Houston,1949.0,-0.3,+35
6,Villanova,1941.0,-0.0,+22
7,Tennessee,1941.0,-0.0,+43
8,Iowa,1941.0,-1.1,+49
9,Kentucky,1912.0,-0.6,-15
10,Purdue,1896.0,-0.3,-6
11,UCLA,1889.0,-0.1,+9
12,Texas Tech,1886.0,-0.1,+4
13,Auburn,1884.0,-0.3,-29
14,Illinois,1876.0,-0.4,-18
15,Duke,1867.0,-0.8,-24
16,Arkansas,1847.0,-0.3,-37
17,UConn,1840.0,-0.1,+8
18,Memphis,1838.0,-0.2,-0
19,Wisconsin,1833.0,-0.1,-22
20,Virginia Tech,1831.0,-0.0,+98
21,Saint Mary's,1831.0,-0.3,-5
22,San Diego State,1824.0,-0.4,+9
23,Boise State,1814.0,-0.3,+24
24,UNC,1806.0,-0.1,-9
25,Loyola (IL),1804.0,-0.0,+0
26,USC,1804.0,-0.1,-10
27,Texas,1801.0,-0.0,-22
28,Creighton,1800.0,-0.4,+63
29,Michigan,1791.0,-0.4,-22
30,Oklahoma State,1781.0,-0.2,+0
31,Davidson,1777.0,-0.1,+15
32,Oklahoma,1775.0,-0.0,+26
33,Providence,1775.0,-0.0,-43
34,Michigan State,1774.0,-0.2,+24
35,Texas A&M,1768.0,-0.2,+79
36,Murray State,1764.0,-0.0,+0
37,Rutgers,1763.0,-0.1,-12
38,Seton Hall,1761.0,-0.0,-15
39,Colorado State,1760.0,-0.0,-6
40,SMU,1759.0,-0.0,-2
41,LSU,1758.0,-0.1,-7
42,San Francisco,1755.0,-0.0,-6
43,Miami (FL),1754.0,-0.1,-3
44,Dayton,1751.0,-0.2,-14
45,North Texas,1747.0,-0.0,-16
46,Colorado,1746.0,-0.0,+6
47,UAB,1745.0,-0.0,+39
48,Notre Dame,1744.0,-0.2,-19
49,Vermont,1739.0,-0.0,+21
50,Marquette,1738.0,-0.1,-24
51,Ohio State,1735.0,-0.0,-20
52,Indiana,1735.0,-0.1,+35
53,St. John's (NY),1732.0,-0.1,+18
54,Alabama,1730.0,-0.2,-25
55,VCU,1725.0,-0.0,-31
56,TCU,1724.0,-0.1,+11
57,Richmond,1722.0,-0.1,+70
58,Virginia,1720.0,-0.0,-20
59,Toledo,1719.0,-0.1,-25
60,BYU,1716.0,-0.2,+0
61,Akron,1712.0,-0.1,+73
62,Wake Forest,1710.0,-0.3,-29
63,St. Bonaventure,1702.0,-0.1,-9
64,Missouri State,1699.0,-0.0,+0
65,South Dakota State,1698.0,-0.1,+20
66,Drake,1695.0,-0.0,+0
67,Saint Louis,1694.0,-0.1,-3
68,New Mexico State,1692.0,-0.1,+35
69,Florida,1690.0,-0.2,-12
70,Syracuse,1684.0,-0.0,+37
71,Mississippi State,1683.0,-0.0,+20
72,Maryland,1682.0,-0.0,-11
73,Kent State,1681.0,-0.1,-20
74,Chattanooga,1679.0,-0.2,+8
75,Louisiana Tech,1674.0,-0.0,+22
76,Washington State,1673.0,-0.0,+1
77,Northern Iowa,1672.0,-0.1,+0
78,Arizona State,1670.0,-0.1,-13
79,Wyoming,1668.0,-0.2,-0
80,Clemson,1664.0,-0.1,+2
81,Iowa State,1662.0,-0.1,-16
82,West Virginia,1660.0,-0.1,+4
83,Furman,1657.0,-0.1,-8
84,Santa Clara,1654.0,-0.0,-5
85,Belmont,1654.0,-0.1,+0
86,Towson,1652.0,-0.0,-43
87,Colgate,1652.0,-0.2,+15
88,Vanderbilt,1647.0,-0.0,+36
89,Utah State,1647.0,-0.2,+1
90,Montana State,1641.0,-0.2,+33
91,Xavier,1635.0,-0.0,-23
92,Oregon,1634.0,-0.1,-8
93,Georgia State,1632.0,-0.0,+15
94,Kansas State,1631.0,-0.1,-15
95,Western Kentucky,1629.0,-0.0,-9
96,Wichita State,1629.0,-0.3,-29
97,UNLV,1622.0,-0.0,-10
98,Ohio,1622.0,-0.0,-2
99,Buffalo,1621.0,-0.0,-10
100,Grand Canyon,1620.0,,-2
