Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2001.0,-1.5,+10
2,Houston,1965.0,-0.2,-31
3,Purdue,1960.0,-0.2,-39
4,Kansas,1955.0,-0.6,-16
5,UNC,1940.0,-0.3,+40
6,Auburn,1932.0,-0.2,+10
7,Alabama,1928.0,-0.1,+37
8,Wisconsin,1926.0,-0.3,+38
9,Duke,1918.0,-0.3,+31
10,Memphis,1911.0,-0.5,+15
11,Tennessee,1899.0,-0.3,-1
12,Texas Tech,1891.0,-0.7,+15
13,Arizona,1873.0,-0.1,-18
14,Texas,1870.0,-0.0,-16
15,Marquette,1870.0,-0.2,-43
16,Baylor,1864.0,-0.0,+20
17,Utah State,1864.0,-0.1,+11
18,Iowa State,1861.0,-0.3,+33
19,TCU,1854.0,-0.2,+31
20,Creighton,1850.0,-0.1,+16
21,Illinois,1848.0,-0.0,-34
22,Oklahoma,1848.0,-0.1,-32
23,Kansas State,1845.0,-0.2,+9
24,San Diego State,1841.0,-0.2,-41
25,Mississippi State,1837.0,-0.0,-9
26,Seton Hall,1836.0,-0.2,+26
27,Michigan State,1832.0,-0.2,+6
28,Ohio State,1827.0,-0.0,-29
29,St. John's (NY),1826.0,-0.2,+1
30,Kentucky,1820.0,-0.0,-10
31,Nebraska,1820.0,-0.1,+10
32,Dayton,1817.0,-0.3,+18
33,Maryland,1810.0,-0.0,+50
34,BYU,1810.0,-0.0,+5
35,Cincinnati,1810.0,-0.1,-18
36,Gonzaga,1808.0,-0.0,-13
37,Xavier,1807.0,-0.3,+44
38,Northwestern,1800.0,-0.2,+4
39,Florida Atlantic,1796.0,-0.0,+10
40,Iowa,1796.0,-0.1,+34
41,Oregon,1794.0,-0.1,+4
42,Wake Forest,1791.0,-0.0,-6
43,Boise State,1791.0,-0.1,+47
44,Villanova,1789.0,-0.1,+5
45,Indiana,1787.0,-0.0,-12
46,Miami (FL),1787.0,-0.2,-63
47,NC State,1783.0,-0.1,-16
48,Saint Mary's,1780.0,-0.0,+47
49,Nevada,1779.0,-0.7,-29
50,New Mexico,1762.0,,+17
