Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2078.0,-0.1,+21
2,UConn,2075.0,-1.0,+27
3,Purdue,2050.0,-3.4,+20
4,Tennessee,1966.0,-0.3,-9
5,Creighton,1959.0,-0.1,+9
6,UNC,1957.0,-0.7,+31
7,Illinois,1939.0,-0.1,+10
8,Iowa State,1936.0,-0.1,-22
9,Auburn,1934.0,-0.0,+11
10,Duke,1934.0,-0.1,-9
11,Kentucky,1932.0,-0.0,+27
12,Marquette,1932.0,-0.4,-5
13,Gonzaga,1921.0,-0.4,+0
14,Arizona,1912.0,-0.6,-37
15,Baylor,1898.0,-0.2,-8
16,Texas,1894.0,-0.3,+1
17,Kansas,1887.0,-0.1,+1
18,Alabama,1884.0,-0.3,-28
19,Texas Tech,1876.0,-0.1,+45
20,Nevada,1873.0,-0.3,+38
21,BYU,1866.0,-0.1,-0
22,Nebraska,1864.0,-0.5,+11
23,Florida,1852.0,-0.0,+8
24,South Carolina,1851.0,-0.3,+2
25,St. John's (NY),1844.0,-0.2,+7
26,Saint Mary's,1838.0,-0.0,+0
27,Northwestern,1837.0,-0.1,+5
28,San Diego State,1835.0,-0.3,-37
29,Pitt,1828.0,-0.0,+17
30,Utah State,1828.0,-0.0,+13
31,Ohio State,1827.0,-0.0,+35
32,Michigan State,1826.0,-0.0,+1
33,Seton Hall,1826.0,-0.2,+21
34,Florida Atlantic,1821.0,-0.1,+24
35,Dayton,1819.0,-0.1,+15
36,Colorado,1817.0,-0.2,+33
37,Iowa,1812.0,-0.1,-26
38,TCU,1810.0,-0.0,-5
39,Villanova,1809.0,-0.0,-28
40,Boise State,1809.0,-0.2,-11
41,Washington State,1803.0,-0.0,-36
42,Oklahoma,1802.0,-0.0,-8
43,Texas A&M,1801.0,-0.3,+59
44,Mississippi State,1793.0,-0.0,-36
45,Wisconsin,1793.0,-0.0,+9
46,Drake,1792.0,-0.1,+33
47,Kansas State,1789.0,-0.2,+14
48,Wake Forest,1784.0,-0.0,-10
49,Clemson,1783.0,-0.5,+5
50,Colorado State,1771.0,,+7
