Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2048.0,-0.4,+18
2,Purdue,2038.0,-1.6,+22
3,Houston,1998.0,-1.5,-17
4,UNC,1960.0,-0.0,-12
5,Kansas,1959.0,-0.2,+36
6,Alabama,1954.0,-0.6,+31
7,Auburn,1938.0,-0.2,+25
8,Tennessee,1934.0,-0.1,-8
9,Marquette,1932.0,-1.2,+20
10,Illinois,1902.0,-0.3,+30
11,Duke,1895.0,-0.2,+4
12,Arizona,1891.0,-0.0,+13
13,Wisconsin,1890.0,-0.2,-39
14,Texas,1885.0,-0.6,+24
15,Iowa State,1871.0,-0.4,-9
16,Michigan State,1860.0,-0.1,+23
17,Baylor,1857.0,-0.0,+30
18,Creighton,1856.0,-0.0,-17
19,Texas Tech,1856.0,-0.1,-38
20,BYU,1853.0,-0.2,+17
21,San Diego State,1849.0,-0.3,-0
22,Saint Mary's,1842.0,-0.1,+21
23,Utah State,1839.0,-0.0,-20
24,TCU,1838.0,-0.0,-19
25,Oklahoma,1837.0,-0.0,+18
26,South Carolina,1836.0,-0.3,+52
27,Gonzaga,1828.0,-0.1,-10
28,Xavier,1825.0,-0.1,+27
29,Dayton,1823.0,-0.0,+11
30,Florida Atlantic,1822.0,-0.0,+6
31,Nebraska,1821.0,-0.1,+17
32,Maryland,1818.0,-0.1,-15
33,Cincinnati,1815.0,-0.3,+2
34,Seton Hall,1808.0,-0.1,+11
35,Florida,1806.0,-0.0,+10
36,New Mexico,1806.0,-0.0,-35
37,Northwestern,1805.0,-0.1,-34
38,Boise State,1803.0,-0.1,+43
39,Washington State,1800.0,-0.4,+12
40,Mississippi State,1791.0,-0.0,-31
41,Iowa,1791.0,-0.1,-9
42,Butler,1789.0,-0.0,+17
43,Indiana State,1788.0,-0.1,+22
44,Kentucky,1786.0,-0.0,-41
45,Wake Forest,1786.0,-0.0,+12
46,St. John's (NY),1786.0,-0.2,-32
47,Virginia,1780.0,-0.3,+15
48,Colorado,1772.0,-0.0,-16
49,Grand Canyon,1771.0,-0.2,+20
50,Kansas State,1767.0,,-64
