Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2076.0,-2.1,+21
2,Houston,2025.0,-0.4,+13
3,Purdue,2014.0,-2.4,-28
4,Alabama,1955.0,-0.6,+13
5,Iowa State,1940.0,-0.0,+33
6,Arizona,1940.0,-0.2,+8
7,Marquette,1935.0,-0.4,-5
8,Duke,1924.0,-0.0,+19
9,Kansas,1923.0,-0.1,-20
10,Tennessee,1921.0,-0.6,+23
11,Illinois,1907.0,-0.1,+23
12,Creighton,1904.0,-0.0,+39
13,UNC,1903.0,-0.0,-26
14,Auburn,1902.0,-0.2,-22
15,Baylor,1896.0,-0.2,+34
16,Michigan State,1890.0,-0.2,+27
17,Texas Tech,1885.0,-0.5,+33
18,San Diego State,1873.0,-0.5,+30
19,Texas,1861.0,-0.0,-13
20,Florida,1860.0,-0.0,+14
21,Kentucky,1860.0,-0.2,+63
22,Saint Mary's,1855.0,-0.2,+3
23,Washington State,1849.0,-0.0,+21
24,Gonzaga,1848.0,-0.1,+8
25,TCU,1846.0,-0.3,+22
26,Dayton,1838.0,-0.2,+10
27,Northwestern,1833.0,-0.2,+1
28,Nebraska,1828.0,-0.2,+16
29,Mississippi State,1824.0,-0.1,+4
30,Seton Hall,1821.0,-0.2,+48
31,Oklahoma,1816.0,-0.1,-48
32,BYU,1813.0,-0.0,-27
33,Wisconsin,1813.0,-0.1,-1
34,Pitt,1810.0,-0.3,+45
35,Colorado State,1803.0,-0.0,+14
36,Nevada,1802.0,-0.1,-3
37,Wake Forest,1800.0,-0.1,-19
38,Cincinnati,1798.0,-0.0,-7
39,Villanova,1797.0,-0.0,+11
40,South Carolina,1797.0,-0.1,-49
41,Florida Atlantic,1794.0,-0.0,-15
42,New Mexico,1793.0,-0.1,-0
43,Utah State,1791.0,-0.2,-20
44,Virginia,1787.0,-0.2,-29
45,Drake,1783.0,-0.0,+16
46,Grand Canyon,1782.0,-0.0,+4
47,Maryland,1781.0,-0.0,+3
48,Xavier,1780.0,-0.1,-27
49,Texas A&M,1777.0,-0.1,-33
50,Providence,1774.0,,+12
