Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,1974.0,-0.5,+9
2,Kansas,1960.0,-0.2,-52
3,Arizona,1954.0,-0.1,+21
4,Purdue,1952.0,-0.0,+77
5,Gonzaga,1951.0,-0.9,-50
6,Tennessee,1927.0,-0.7,+79
7,Duke,1908.0,-0.8,+16
8,Baylor,1887.0,-0.2,+11
9,UNC,1883.0,-0.3,-15
10,UConn,1875.0,-0.2,+54
11,Iowa,1869.0,-0.1,-30
12,Arkansas,1867.0,-0.4,+2
13,Illinois,1858.0,-0.1,-23
14,Auburn,1856.0,-0.1,+12
15,Texas Tech,1854.0,-0.1,-32
16,UCLA,1852.0,-0.4,-6
17,Creighton,1841.0,-0.1,+39
18,Saint Mary's,1839.0,-0.0,-30
19,Memphis,1838.0,-0.4,+6
20,Wisconsin,1828.0,-0.0,+13
21,Kentucky,1827.0,-0.4,-6
22,Oklahoma,1817.0,-0.5,+50
23,Texas,1805.0,-0.0,+5
24,San Diego State,1805.0,-0.2,-19
25,Miami (FL),1801.0,-0.1,-34
26,Virginia Tech,1798.0,-0.0,-15
27,Virginia,1797.0,-0.2,+25
28,Ohio State,1791.0,-0.1,+42
29,Boise State,1788.0,-0.2,+36
30,Texas A&M,1784.0,-0.2,+44
31,St. John's (NY),1780.0,-0.0,+33
32,Villanova,1779.0,-0.5,-111
33,Colorado,1767.0,-0.0,-31
34,Maryland,1766.0,-0.0,+36
35,Providence,1766.0,-0.1,-11
36,Michigan,1764.0,-0.1,+6
37,Michigan State,1762.0,-0.0,-32
38,TCU,1761.0,-0.0,+41
39,LSU,1761.0,-0.2,+26
40,Indiana,1757.0,-0.0,+9
41,Alabama,1756.0,-0.0,+5
42,Oklahoma State,1755.0,-0.4,+16
43,Iowa State,1745.0,-0.1,+50
44,San Francisco,1742.0,-0.0,+2
45,Davidson,1742.0,-0.0,+21
46,Notre Dame,1741.0,-0.2,-24
47,Mississippi State,1737.0,-0.0,+12
48,Drake,1736.0,-0.0,+30
49,North Texas,1735.0,-0.0,+13
50,Arizona State,1734.0,,+2
