Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Kansas,2003.0,-1.0,+2
2,Purdue,1978.0,-0.0,+0
3,Gonzaga,1977.0,-0.5,+1
4,Houston,1963.0,-1.1,+3
5,Arizona,1935.0,-0.1,+18
6,UCLA,1933.0,-0.7,+0
7,Tennessee,1914.0,-0.3,+0
8,Duke,1906.0,-0.4,+2
9,Arkansas,1895.0,-0.1,+0
10,UConn,1892.0,-0.7,-30
11,Memphis,1875.0,-1.1,+1
12,Wisconsin,1847.0,-0.3,+0
13,Marquette,1839.0,-0.2,+24
14,Miami (FL),1835.0,-0.1,+0
15,UNC,1833.0,-0.1,+0
16,Saint Mary's,1830.0,-0.0,+13
17,Texas Tech,1829.0,-0.0,-13
18,Virginia Tech,1828.0,-0.0,-15
19,Auburn,1828.0,-0.0,+0
20,Baylor,1827.0,-0.2,-33
21,Kentucky,1821.0,-0.2,+4
22,TCU,1817.0,-0.0,+15
23,Texas,1816.0,-0.1,+12
24,San Diego State,1814.0,-0.0,+20
25,Alabama,1813.0,-0.0,+0
26,Virginia,1813.0,-0.4,+14
27,Providence,1804.0,-0.2,+25
28,Boise State,1798.0,-0.0,+0
29,Iowa,1797.0,-0.4,-47
30,Xavier,1788.0,-0.4,+30
31,Oklahoma,1778.0,-0.1,-12
32,Arizona State,1775.0,-0.1,-18
33,Ohio State,1772.0,-0.0,+2
34,Iowa State,1771.0,-0.1,+33
35,Oklahoma State,1768.0,-0.1,-2
36,LSU,1765.0,-0.1,+0
37,Villanova,1763.0,-0.0,-12
38,Mississippi State,1762.0,-0.2,+0
39,Illinois,1758.0,-0.1,+1
40,Creighton,1755.0,-0.0,+8
41,Texas A&M,1754.0,-0.0,+3
42,Indiana,1754.0,-0.1,+0
43,Maryland,1751.0,-0.1,+5
44,Rutgers,1748.0,-0.1,+0
45,St. John's (NY),1745.0,-0.1,-38
46,North Texas,1742.0,-0.0,-25
47,West Virginia,1742.0,-0.0,-15
48,UAB,1742.0,-0.0,+6
49,USC,1741.0,-0.2,+0
50,Michigan State,1735.0,,+0
