Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Kansas,2000.0,-0.9,+0
2,Purdue,1978.0,-0.1,+0
3,Gonzaga,1976.0,-0.6,+0
4,Houston,1961.0,-1.1,+0
5,UCLA,1933.0,-0.4,+0
6,UConn,1922.0,-0.2,+0
7,Arizona,1918.0,-0.2,+1
8,Tennessee,1914.0,-0.4,+0
9,Duke,1904.0,-0.4,+0
10,Arkansas,1895.0,-0.8,+0
11,Memphis,1874.0,-0.5,+0
12,Baylor,1860.0,-0.5,+5
13,Wisconsin,1847.0,-0.2,+0
14,Virginia Tech,1843.0,-0.0,+0
15,Iowa,1843.0,-0.0,+0
16,Texas Tech,1842.0,-0.3,+0
17,Miami (FL),1835.0,-0.1,+0
18,UNC,1833.0,-0.2,+0
19,Auburn,1828.0,-0.4,-14
20,Kentucky,1817.0,-0.0,+0
21,Saint Mary's,1817.0,-0.1,-25
22,Marquette,1815.0,-0.1,+0
23,Alabama,1813.0,-0.4,+0
24,Texas,1804.0,-0.0,+4
25,TCU,1803.0,-0.2,+1
26,Virginia,1799.0,-0.0,+0
27,Boise State,1798.0,-0.2,-42
28,San Diego State,1794.0,-0.0,+0
29,Arizona State,1793.0,-0.2,+4
30,Oklahoma,1789.0,-0.2,+0
31,St. John's (NY),1783.0,-0.2,+0
32,Providence,1779.0,-0.2,+0
33,Villanova,1775.0,-0.2,+0
34,Ohio State,1770.0,-0.0,+0
35,Oklahoma State,1770.0,-0.2,+0
36,North Texas,1766.0,-0.0,+6
37,LSU,1765.0,-0.1,+0
38,Mississippi State,1762.0,-0.0,+0
39,Michigan,1761.0,-0.1,+0
40,Colorado,1758.0,-0.0,+4
41,Xavier,1758.0,-0.0,+0
42,Illinois,1757.0,-0.0,-49
43,West Virginia,1757.0,-0.1,+8
44,Indiana,1754.0,-0.1,+3
45,Texas A&M,1752.0,-0.2,+0
46,Rutgers,1748.0,-0.0,+4
47,Creighton,1747.0,-0.0,+17
48,Maryland,1746.0,-0.2,+8
49,USC,1741.0,-0.1,+14
50,Iowa State,1738.0,,+1
