Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Auburn,2051.0,-1.5,+19
2,Iowa State,2013.0,-0.8,-25
3,Purdue,1993.0,-0.1,+26
4,Houston,1991.0,-0.4,+11
5,Duke,1981.0,-0.2,+8
6,Alabama,1975.0,-0.2,-36
7,Michigan State,1969.0,-0.2,+12
8,Florida,1963.0,-0.7,-11
9,Tennessee,1946.0,-0.2,-3
10,Illinois,1940.0,-0.1,+24
11,UConn,1938.0,-0.2,-35
12,Marquette,1933.0,-0.1,-26
13,Wisconsin,1930.0,-0.2,+31
14,St. John's (NY),1925.0,-0.2,+17
15,Kansas,1921.0,-1.0,-9
16,Texas Tech,1897.0,-0.1,+31
17,Mississippi State,1894.0,-0.4,-5
18,Texas A&M,1885.0,-0.6,-16
19,Ole Miss,1869.0,-0.2,+43
20,Arizona,1865.0,-0.1,-5
21,Michigan,1862.0,-0.3,-15
22,Kentucky,1855.0,-0.0,+7
23,Utah State,1855.0,-0.3,-21
24,Oregon,1848.0,-0.4,-17
25,Creighton,1838.0,-0.2,+51
26,Saint Mary's,1834.0,-0.3,+11
27,Baylor,1827.0,-0.4,-46
28,Gonzaga,1816.0,-0.0,-63
29,Louisville,1816.0,-0.2,+34
30,New Mexico,1810.0,-0.2,+3
31,Maryland,1806.0,-0.1,+6
32,UNC,1803.0,-0.1,-14
33,Oklahoma,1800.0,-0.0,-0
34,Texas,1799.0,-0.0,+6
35,Georgia,1799.0,-0.1,-18
36,Wake Forest,1797.0,-0.1,+22
37,San Diego State,1794.0,-0.1,-31
38,Nebraska,1792.0,-0.1,-37
39,Memphis,1790.0,-0.1,-23
40,Northwestern,1788.0,-0.0,+1
41,West Virginia,1787.0,-0.0,+31
42,Cincinnati,1787.0,-0.1,+32
43,VCU,1785.0,-0.1,+29
44,Ohio State,1783.0,-0.3,-20
45,SMU,1775.0,-0.1,+29
46,BYU,1773.0,-0.0,+5
47,Drake,1773.0,-0.2,+22
48,USC,1769.0,-0.1,-6
49,Iowa,1766.0,-0.2,-60
50,Penn State,1762.0,,-4
