Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Alabama,2041.0,-0.2,+18
2,Texas,2036.0,-0.5,+13
3,Houston,2024.0,-0.2,+18
4,UCLA,2019.0,-0.5,+15
5,Gonzaga,2008.0,-0.5,+12
6,UConn,1995.0,-0.2,+29
7,Marquette,1989.0,-0.5,-31
8,Kansas,1977.0,-1.5,-13
9,Duke,1940.0,-0.0,-25
10,Memphis,1939.0,-0.5,-13
11,Xavier,1928.0,-0.2,+19
12,Miami (FL),1923.0,-0.1,+44
13,Kansas State,1921.0,-0.2,+23
14,San Diego State,1917.0,-0.1,+30
15,Creighton,1915.0,-0.1,+37
16,Tennessee,1913.0,-0.1,+42
17,Michigan State,1910.0,-0.0,+56
18,Purdue,1909.0,-0.6,-77
19,Texas A&M,1894.0,-0.2,-43
20,Arizona,1888.0,-0.2,-40
21,Baylor,1882.0,-0.2,-13
22,Penn State,1877.0,-0.3,+34
23,Kentucky,1870.0,-0.2,-1
24,Virginia,1864.0,-0.1,-15
25,UNC,1862.0,-0.0,+0
26,Florida Atlantic,1861.0,-0.0,+16
27,West Virginia,1861.0,-0.0,-13
28,Iowa,1860.0,-0.0,-24
29,TCU,1859.0,-0.0,+0
30,Indiana,1858.0,-0.0,-15
31,Michigan,1857.0,-0.0,-1
32,Saint Mary's,1856.0,-0.1,+5
33,Arkansas,1854.0,-0.6,+39
34,Auburn,1839.0,-0.0,+9
35,Seton Hall,1838.0,-0.0,-12
36,Northwestern,1837.0,-0.2,+10
37,Maryland,1833.0,-0.2,-4
38,Oklahoma State,1827.0,-0.2,+11
39,Drake,1823.0,-0.0,-16
40,Utah State,1823.0,-0.2,-26
41,USC,1819.0,-0.1,-21
42,Oklahoma,1817.0,-0.0,+0
43,Wisconsin,1816.0,-0.1,+25
44,VCU,1814.0,-0.1,-24
45,Texas Tech,1811.0,-0.2,+0
46,Illinois,1807.0,-0.1,-24
47,Villanova,1805.0,-0.0,-20
48,Oregon,1805.0,-0.0,+24
49,Vanderbilt,1804.0,-0.2,+14
50,Iowa State,1799.0,,-41
