Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2027.0,-1.4,-30
2,Kansas,1991.0,-0.2,+28
3,Villanova,1985.0,-0.1,+30
4,Houston,1983.0,-1.2,+5
5,Arizona,1952.0,-0.5,-23
6,Baylor,1939.0,-0.7,+0
7,Duke,1921.0,-0.1,+35
8,Tennessee,1919.0,-0.2,+0
9,Iowa,1915.0,-0.7,+0
10,UNC,1898.0,-0.0,+32
11,UCLA,1898.0,-0.2,-21
12,Texas Tech,1894.0,-0.3,-16
13,Purdue,1886.0,-0.5,-27
14,Arkansas,1874.0,-0.2,+11
15,Kentucky,1868.0,-0.3,+0
16,Illinois,1861.0,-0.3,+0
17,Memphis,1853.0,-0.4,+0
18,Auburn,1843.0,-0.3,+0
19,Saint Mary's,1836.0,-0.2,+0
20,Michigan,1830.0,-0.5,-11
21,Wisconsin,1816.0,-0.0,+0
22,Providence,1815.0,-0.1,-8
23,UConn,1812.0,-0.0,+0
24,San Diego State,1811.0,-0.0,+0
25,Virginia Tech,1810.0,,+0
