Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2000.0,-1.2,-108
2,Texas,1970.0,-0.7,-62
3,Houston,1953.0,-0.7,-50
4,Alabama,1935.0,-0.0,-88
5,Kansas,1934.0,-0.3,-41
6,Marquette,1927.0,-0.6,-68
7,UCLA,1911.0,-0.6,-104
8,Miami (FL),1896.0,-0.4,-83
9,Purdue,1885.0,-0.3,-25
10,Xavier,1877.0,-0.1,-42
11,Creighton,1875.0,-0.0,-43
12,Duke,1875.0,-0.2,-71
13,Baylor,1870.0,-0.3,-9
14,West Virginia,1863.0,-0.1,-0
15,Penn State,1861.0,-0.1,-23
16,Kansas State,1859.0,-0.0,-65
17,San Diego State,1859.0,-0.0,-95
18,TCU,1858.0,-0.0,-0
19,Gonzaga,1857.0,-0.1,-126
20,Texas A&M,1854.0,-0.0,-45
21,Tennessee,1853.0,-0.2,-43
22,Indiana,1847.0,-0.0,-16
23,Michigan,1847.0,-0.0,-16
24,Iowa,1847.0,-0.1,-17
25,Kentucky,1845.0,-0.2,-32
26,Memphis,1840.0,-0.2,-103
27,Michigan State,1835.0,-0.0,-67
28,Northwestern,1835.0,-0.0,-9
29,Arizona,1834.0,-0.0,-60
30,Oklahoma,1833.0,-0.1,+14
31,Maryland,1830.0,-0.0,-8
32,Virginia,1830.0,-0.1,-39
33,USC,1828.0,-0.0,+2
34,Seton Hall,1827.0,-0.0,-15
35,Wisconsin,1826.0,-0.0,-0
36,UNC,1825.0,-0.0,-41
37,Texas Tech,1825.0,-0.2,+15
38,Iowa State,1819.0,-0.0,+20
39,Auburn,1818.0,-0.0,-28
40,Florida Atlantic,1817.0,-0.0,-92
41,Arkansas,1817.0,-0.2,-22
42,Illinois,1813.0,-0.1,+3
43,Cincinnati,1810.0,-0.2,+27
44,Villanova,1805.0,-0.4,-2
45,Nebraska,1795.0,-0.2,+13
46,Providence,1791.0,-0.0,+4
47,Mississippi State,1790.0,-0.0,-13
48,Ohio State,1789.0,-0.1,+17
49,North Texas,1786.0,-0.0,-75
50,Missouri,1786.0,,-9
