Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2033.0,-1.9,+13
2,Houston,1987.0,-0.6,+7
3,Purdue,1972.0,-0.5,+17
4,Kansas,1959.0,-0.1,+11
5,Marquette,1957.0,-1.5,+1
6,Texas,1920.0,-0.9,+2
7,Oklahoma,1898.0,-0.2,+1
8,Arizona,1892.0,-0.4,-17
9,Alabama,1881.0,-0.1,-13
10,Tennessee,1879.0,-0.3,+17
11,Auburn,1872.0,-0.2,+17
12,Memphis,1866.0,-0.2,+5
13,Ohio State,1862.0,-0.1,+26
14,Wisconsin,1859.0,-0.1,+2
15,Mississippi State,1856.0,-0.2,+22
16,Miami (FL),1852.0,-0.2,+3
17,TCU,1848.0,-0.2,+21
18,Illinois,1844.0,-0.0,+4
19,Duke,1844.0,-0.0,+8
20,Gonzaga,1843.0,-0.0,-12
21,Baylor,1842.0,-0.2,-64
22,Iowa State,1836.0,-0.1,+1
23,San Diego State,1834.0,-0.0,+0
24,BYU,1833.0,-0.0,+5
25,Florida Atlantic,1832.0,-0.1,+12
26,Virginia,1830.0,-0.0,+1
27,Creighton,1829.0,-0.0,-70
28,Utah State,1829.0,-0.1,+10
29,UNC,1826.0,-0.2,-18
30,Michigan State,1822.0,-0.0,+64
31,Texas A&M,1821.0,-0.0,-7
32,UCLA,1820.0,-0.0,-26
33,Texas Tech,1819.0,-0.5,+15
34,Kansas State,1806.0,-0.1,-57
35,Nebraska,1803.0,-0.1,+57
36,Kentucky,1801.0,-0.4,+18
37,Indiana,1792.0,-0.1,-11
38,Providence,1790.0,-0.4,+1
39,Michigan,1779.0,-0.0,+3
40,Cincinnati,1779.0,-0.0,-35
41,Villanova,1778.0,-0.2,+0
42,Colorado,1774.0,-0.0,+3
43,Clemson,1773.0,-0.2,-5
44,Pitt,1767.0,-0.0,+1
45,NC State,1767.0,-0.1,-14
46,Northwestern,1764.0,-0.1,-71
47,Maryland,1761.0,-0.0,+4
48,Drake,1761.0,-0.0,+2
49,Dayton,1760.0,-0.0,+39
50,Utah,1759.0,,+9
