Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2030.0,-0.6,+14
2,Purdue,2016.0,-0.0,+12
3,Houston,2015.0,-1.7,+25
4,UNC,1972.0,-1.2,+20
5,Tennessee,1943.0,-0.6,+5
6,Wisconsin,1929.0,-0.2,+21
7,Kansas,1923.0,-0.0,-8
8,Alabama,1923.0,-0.4,+17
9,Auburn,1913.0,-0.0,-33
10,Marquette,1912.0,-0.7,+19
11,Texas Tech,1894.0,-0.1,+10
12,Duke,1891.0,-0.4,+9
13,Iowa State,1880.0,-0.1,+32
14,Arizona,1878.0,-0.2,-6
15,Illinois,1873.0,-0.0,-8
16,Creighton,1873.0,-0.5,+14
17,Texas,1861.0,-0.1,+18
18,Utah State,1859.0,-0.0,+19
19,TCU,1858.0,-0.4,+29
20,San Diego State,1849.0,-0.3,+5
21,New Mexico,1841.0,-0.1,+39
22,Gonzaga,1838.0,-0.0,+8
23,Northwestern,1838.0,-0.0,+42
24,Michigan State,1837.0,-0.1,-15
25,BYU,1835.0,-0.1,+11
26,Maryland,1833.0,-0.1,+45
27,Kansas State,1830.0,-0.1,-30
28,Kentucky,1827.0,-0.0,-23
29,Baylor,1827.0,-0.2,-18
30,Saint Mary's,1822.0,-0.0,+4
31,Mississippi State,1822.0,-0.1,+2
32,Oklahoma,1819.0,-0.0,-53
33,St. John's (NY),1819.0,-0.1,+22
34,Florida Atlantic,1816.0,-0.1,+12
35,Cincinnati,1814.0,-0.0,+8
36,Dayton,1813.0,-0.4,-12
37,Memphis,1804.0,-0.0,-55
38,Nebraska,1804.0,-0.2,-10
39,Iowa,1800.0,-0.1,+4
40,Xavier,1798.0,-0.0,-26
41,Florida,1797.0,-0.0,+27
42,Seton Hall,1797.0,-0.3,-40
43,Providence,1789.0,-0.0,+28
44,Colorado,1788.0,-0.0,+11
45,Washington State,1788.0,-0.2,+49
46,South Carolina,1784.0,-0.4,+40
47,Wake Forest,1773.0,-0.0,-11
48,Butler,1772.0,-0.2,+36
49,Indiana State,1766.0,-0.0,+17
50,Virginia,1765.0,,+29
