Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2038.0,-3.5,+0
2,Purdue,1952.0,-0.1,-32
3,Iowa State,1950.0,-0.5,+0
4,Tennessee,1937.0,-0.0,+38
5,Marquette,1936.0,-0.1,+44
6,Auburn,1934.0,-0.0,+3
7,Houston,1933.0,-1.5,+6
8,Alabama,1895.0,-0.1,+33
9,Gonzaga,1892.0,-0.2,+34
10,Illinois,1888.0,-0.0,-32
11,Wisconsin,1887.0,-0.4,+38
12,Duke,1876.0,-0.0,+38
13,Florida,1875.0,-0.6,+6
14,Kentucky,1860.0,-0.1,+6
15,UNC,1858.0,-0.2,+12
16,St. John's (NY),1853.0,-0.2,-11
17,Kansas,1849.0,-0.1,+5
18,Colorado,1847.0,-0.0,+0
19,Nebraska,1847.0,-0.3,+41
20,Texas A&M,1840.0,-0.0,+1
21,NC State,1839.0,-0.0,+6
22,Creighton,1838.0,-0.0,-41
23,Oregon,1838.0,-0.0,+7
24,Cincinnati,1837.0,-0.1,+24
25,Texas Tech,1835.0,-0.2,-10
26,Texas,1831.0,-0.0,+18
27,Mississippi State,1831.0,-0.1,+12
28,Ohio State,1828.0,-0.0,+9
29,BYU,1828.0,-0.3,+1
30,Baylor,1821.0,-0.2,-11
31,Nevada,1816.0,-0.0,+6
32,Pitt,1815.0,-0.0,+5
33,Michigan State,1815.0,-0.2,+5
34,Northwestern,1810.0,-0.0,+5
35,Utah State,1809.0,-0.1,+26
36,Arizona,1807.0,-0.2,-38
37,Penn State,1801.0,-0.4,+4
38,Indiana,1790.0,-0.0,+4
39,Iowa,1789.0,-0.1,-17
40,Saint Mary's,1786.0,-0.4,+2
41,Utah,1776.0,-0.0,+4
42,Oklahoma,1775.0,-0.2,+0
43,San Diego State,1771.0,-0.1,-29
44,New Mexico,1769.0,-0.1,+6
45,Xavier,1766.0,-0.0,+2
46,Drake,1766.0,-0.0,+62
47,Providence,1765.0,-0.2,+2
48,TCU,1761.0,-0.2,+2
49,Georgia,1755.0,-0.2,+14
50,Seton Hall,1751.0,,-26
