Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2020.0,-1.6,+13
2,Houston,1980.0,-1.0,+2
3,Marquette,1956.0,-0.0,+31
4,Purdue,1955.0,-0.3,+31
5,Kansas,1947.0,-1.2,+6
6,Texas,1917.0,-0.3,-27
7,Arizona,1909.0,-0.1,+29
8,Baylor,1906.0,-0.3,+13
9,Creighton,1899.0,-0.1,+2
10,Oklahoma,1897.0,-0.1,+32
11,Alabama,1894.0,-1.3,-14
12,Kansas State,1863.0,-0.0,+11
13,Tennessee,1862.0,-0.1,+25
14,Memphis,1860.0,-0.1,+34
15,Wisconsin,1857.0,-0.1,+1
16,Gonzaga,1855.0,-0.0,-24
17,Auburn,1855.0,-0.2,+52
18,Miami (FL),1850.0,-0.1,-64
19,UCLA,1847.0,-0.1,-25
20,UNC,1845.0,-0.2,-12
21,Illinois,1840.0,-0.2,+9
22,Ohio State,1836.0,-0.0,-17
23,Duke,1836.0,-0.0,+11
24,Iowa State,1835.0,-0.0,+35
25,Northwestern,1835.0,-0.0,+2
26,Mississippi State,1834.0,-0.0,+28
27,San Diego State,1834.0,-0.2,-25
28,BYU,1829.0,-0.0,-8
29,Virginia,1829.0,-0.0,+2
30,Texas A&M,1828.0,-0.0,-21
31,TCU,1827.0,-0.3,-30
32,Florida Atlantic,1820.0,-0.0,-23
33,Utah State,1819.0,-0.2,+5
34,Cincinnati,1814.0,-0.4,-17
35,Indiana,1804.0,-0.0,-40
36,Texas Tech,1803.0,-0.6,+2
37,Providence,1789.0,-0.2,-16
38,Kentucky,1783.0,-0.1,+6
39,NC State,1781.0,-0.1,+2
40,Villanova,1778.0,-0.0,+21
41,Clemson,1778.0,-0.0,+39
42,Michigan,1777.0,-0.2,+23
43,Colorado,1771.0,-0.2,+64
44,Pitt,1766.0,-0.1,+39
45,Oregon,1763.0,-0.2,+7
46,Michigan State,1759.0,-0.0,-46
47,Butler,1759.0,-0.0,+6
48,Drake,1759.0,-0.1,+41
49,Maryland,1757.0,-0.1,+8
50,Colorado State,1754.0,,-22
