Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2032.0,-2.2,-30
2,Baylor,1976.0,-1.4,+20
3,Duke,1939.0,-0.3,+28
4,Kansas,1932.0,-0.2,-8
5,Houston,1928.0,-0.5,+13
6,Kentucky,1914.0,-0.2,-4
7,Purdue,1909.0,-0.2,-7
8,Villanova,1904.0,-0.4,-11
9,Auburn,1894.0,-0.0,-9
10,Arizona,1894.0,-0.1,-44
11,Arkansas,1891.0,-0.1,+22
12,Texas Tech,1889.0,-0.1,-9
13,Tennessee,1886.0,-0.6,+24
14,Wisconsin,1871.0,-0.0,+36
15,Iowa,1870.0,-0.3,+22
16,Illinois,1863.0,-0.0,-18
17,USC,1862.0,-0.0,+11
18,UCLA,1861.0,-0.3,-11
19,Ohio State,1854.0,-0.3,+27
20,Texas,1846.0,-0.4,+12
21,Saint Mary's,1836.0,-0.0,+46
22,UConn,1836.0,-0.2,+11
23,Alabama,1831.0,-0.3,+15
24,Providence,1823.0,-0.1,+34
25,Michigan,1821.0,-0.9,-5
26,Boise State,1797.0,-0.1,+26
27,San Diego State,1794.0,-0.1,-5
28,Memphis,1791.0,-0.4,-21
29,Marquette,1782.0,-0.2,-2
30,Notre Dame,1776.0,-0.2,+24
31,North Texas,1772.0,-0.1,+8
32,Michigan State,1769.0,-0.0,-2
33,Davidson,1769.0,-0.4,+11
34,LSU,1759.0,-0.0,+4
35,Rutgers,1759.0,-0.0,-37
36,SMU,1758.0,-0.1,+33
37,Seton Hall,1756.0,-0.0,+42
38,Colorado State,1756.0,-0.1,+33
39,Murray State,1753.0,-0.1,+29
40,UNC,1751.0,-0.0,+20
41,Loyola (IL),1751.0,-0.2,-8
42,VCU,1747.0,-0.0,+17
43,Creighton,1746.0,-0.2,+3
44,Dayton,1742.0,-0.2,-21
45,San Francisco,1738.0,-0.1,+11
46,Virginia Tech,1735.0,-0.0,+23
47,Oklahoma State,1735.0,-0.1,-17
48,Miami (FL),1733.0,-0.1,+6
49,BYU,1730.0,-0.0,+7
50,St. John's (NY),1730.0,,-16
