Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2055.0,-0.5,+7
2,Purdue,2043.0,-1.3,+5
3,Houston,2012.0,-2.8,+14
4,Kansas,1943.0,-0.1,-17
5,Alabama,1941.0,-0.0,-13
6,Marquette,1940.0,-0.3,+9
7,Arizona,1932.0,-0.1,+41
8,UNC,1929.0,-0.2,-31
9,Auburn,1923.0,-0.6,-15
10,Iowa State,1907.0,-0.1,+37
11,Duke,1904.0,-0.2,+10
12,Tennessee,1898.0,-0.6,-36
13,Illinois,1884.0,-0.4,-19
14,Texas,1873.0,-0.3,-12
15,Creighton,1865.0,-0.0,+9
16,Oklahoma,1864.0,-0.1,+27
17,Michigan State,1862.0,-0.0,+2
18,Baylor,1862.0,-0.4,+6
19,Texas Tech,1853.0,-0.0,-3
20,Saint Mary's,1852.0,-0.2,+10
21,Florida,1846.0,-0.0,+40
22,South Carolina,1846.0,-0.1,+9
23,San Diego State,1843.0,-0.1,-6
24,Gonzaga,1840.0,-0.0,+12
25,BYU,1840.0,-0.3,-13
26,Northwestern,1832.0,-0.1,+28
27,Washington State,1829.0,-0.0,+29
28,Dayton,1828.0,-0.2,+5
29,TCU,1824.0,-0.2,-14
30,Mississippi State,1820.0,-0.0,+29
31,Wake Forest,1819.0,-0.1,+33
32,Virginia,1816.0,-0.1,+36
33,Wisconsin,1813.0,-0.0,-77
34,Nebraska,1812.0,-0.0,-9
35,Utah State,1812.0,-0.1,-27
36,Texas A&M,1810.0,-0.0,+63
37,Florida Atlantic,1809.0,-0.1,-13
38,Xavier,1806.0,-0.0,-18
39,Nevada,1805.0,-0.0,+64
40,Cincinnati,1805.0,-0.3,-10
41,Kentucky,1797.0,-0.0,+11
42,Indiana State,1796.0,-0.1,+8
43,Butler,1794.0,-0.0,+5
44,New Mexico,1793.0,-0.1,-12
45,Colorado State,1790.0,-0.2,+26
46,Villanova,1786.0,-0.2,+31
47,St. John's (NY),1781.0,-0.0,-5
48,Kansas State,1780.0,-0.0,+13
49,Iowa,1779.0,-0.0,-11
50,Maryland,1778.0,,-40
