Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2029.0,-0.5,+13
2,Kansas,2017.0,-0.3,-30
3,UCLA,2009.0,-0.8,+17
4,Marquette,1989.0,-0.5,+10
5,UConn,1976.0,-0.2,+26
6,Texas,1972.0,-0.2,+23
7,Gonzaga,1968.0,-0.2,+1
8,Purdue,1964.0,-0.2,+14
9,Alabama,1960.0,-0.7,-10
10,Texas A&M,1943.0,-0.5,+21
11,Duke,1931.0,-0.6,+25
12,Creighton,1917.0,-0.7,+11
13,Kentucky,1900.0,-0.1,+3
14,Kansas State,1898.0,-0.0,-6
15,Tennessee,1898.0,-0.1,-5
16,Baylor,1895.0,-0.0,-46
17,Miami (FL),1895.0,-0.0,+4
18,Arizona,1894.0,-0.1,+11
19,Michigan State,1892.0,-0.0,+31
20,Xavier,1891.0,-0.1,+27
21,Memphis,1889.0,-0.2,+1
22,Iowa,1885.0,-0.3,+27
23,Saint Mary's,1878.0,-0.2,+0
24,West Virginia,1873.0,-0.1,+34
25,Indiana,1870.0,-0.0,-50
26,TCU,1870.0,-0.0,-21
27,Virginia,1870.0,-0.2,+14
28,San Diego State,1864.0,-0.1,-10
29,UNC,1862.0,-0.2,-10
30,Maryland,1858.0,-0.0,-43
31,Michigan,1858.0,-0.2,-21
32,Iowa State,1854.0,-0.2,+45
33,Seton Hall,1850.0,-0.4,+48
34,USC,1840.0,-0.0,-14
35,Northwestern,1839.0,-0.0,+11
36,Drake,1839.0,-0.3,+58
37,Utah State,1832.0,-0.0,+52
38,Illinois,1831.0,-0.0,+7
39,Auburn,1830.0,-0.0,+19
40,Mississippi State,1830.0,-0.2,-14
41,Villanova,1825.0,-0.0,-5
42,Arkansas,1825.0,-0.1,-46
43,Boise State,1822.0,-0.0,-7
44,Clemson,1821.0,-0.1,-4
45,Penn State,1819.0,-0.1,+27
46,Oklahoma,1817.0,-0.0,+18
47,Oklahoma State,1816.0,-0.2,+5
48,Texas Tech,1811.0,-0.0,-22
49,Missouri,1810.0,-0.2,+12
50,Florida Atlantic,1806.0,,+24
