Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Purdue,2035.0,-2.0,+11
2,Tennessee,1985.0,-0.2,+17
3,Kansas,1979.0,-0.6,+6
4,Marquette,1964.0,-0.2,+9
5,Houston,1960.0,-0.0,-17
6,TCU,1959.0,-0.6,-17
7,UCLA,1945.0,-0.2,-40
8,Gonzaga,1941.0,-0.7,+6
9,Baylor,1922.0,-0.1,+23
10,Indiana,1919.0,-0.1,+35
11,UConn,1917.0,-0.4,-15
12,Arizona,1908.0,-0.1,+37
13,Creighton,1906.0,-0.1,+40
14,UNC,1904.0,-0.1,+11
15,Kansas State,1901.0,-0.2,+2
16,Virginia,1897.0,-0.1,+4
17,Providence,1895.0,-0.1,+7
18,Alabama,1893.0,-0.1,-39
19,Texas,1891.0,-0.2,-0
20,Texas A&M,1885.0,-0.2,+50
21,Memphis,1880.0,-0.1,+18
22,Illinois,1877.0,-0.1,+41
23,Saint Mary's,1874.0,-0.0,+6
24,Iowa State,1873.0,-0.0,-35
25,Duke,1873.0,-0.1,+7
26,Xavier,1870.0,-0.2,-0
27,Oklahoma,1865.0,-0.4,+28
28,Arkansas,1856.0,-0.2,+4
29,Kentucky,1852.0,-0.0,-3
30,Rutgers,1851.0,-0.1,+21
31,Boise State,1848.0,-0.2,+10
32,Michigan State,1843.0,-0.0,-8
33,Miami (FL),1843.0,-0.4,+4
34,Virginia Tech,1833.0,-0.2,+24
35,NC State,1828.0,-0.2,+15
36,Iowa,1822.0,-0.0,-7
37,USC,1821.0,-0.2,+40
38,Auburn,1816.0,-0.0,-57
39,West Virginia,1815.0,-0.0,+52
40,San Diego State,1814.0,-0.2,+19
41,Ohio State,1809.0,-0.2,-29
42,Maryland,1804.0,-0.3,+38
43,Seton Hall,1797.0,-0.1,+31
44,Clemson,1794.0,-0.2,+13
45,Oklahoma State,1788.0,-0.2,-1
46,Northwestern,1784.0,-0.1,+55
47,Mississippi State,1782.0,-0.0,+28
48,Penn State,1781.0,-0.0,-21
49,Florida Atlantic,1780.0,-0.0,+15
50,Michigan,1779.0,,-5
