Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2035.0,-0.2,+22
2,UConn,2029.0,-0.3,-28
3,Purdue,2022.0,-2.4,-23
4,Alabama,1962.0,-0.5,+21
5,Creighton,1950.0,-0.2,+82
6,Duke,1946.0,-0.4,+32
7,Marquette,1937.0,-0.3,-17
8,Iowa State,1930.0,-0.2,+3
9,Tennessee,1924.0,-0.0,+7
10,Kansas,1923.0,-0.2,+25
11,Arizona,1918.0,-0.6,-14
12,UNC,1903.0,-0.0,+7
13,Auburn,1902.0,-0.4,-48
14,Illinois,1893.0,-0.1,+1
15,Texas Tech,1891.0,-0.6,-7
16,Baylor,1877.0,-0.2,-8
17,Washington State,1872.0,-0.2,+35
18,Texas,1868.0,-0.3,-5
19,Saint Mary's,1861.0,-0.2,+6
20,San Diego State,1857.0,-0.1,-16
21,Michigan State,1854.0,-0.0,-26
22,Florida,1853.0,-0.0,+4
23,Gonzaga,1853.0,-0.0,+5
24,Nebraska,1853.0,-0.3,+42
25,Kentucky,1845.0,-0.2,+33
26,TCU,1841.0,-0.1,+9
27,Northwestern,1839.0,-0.2,+20
28,Wake Forest,1835.0,-0.0,+26
29,Mississippi State,1835.0,-0.1,+15
30,BYU,1832.0,-0.4,-14
31,Wisconsin,1822.0,-0.0,-1
32,Seton Hall,1821.0,-0.2,+21
33,Nevada,1817.0,-0.0,+25
34,Oklahoma,1816.0,-0.0,-25
35,Dayton,1816.0,-0.2,-20
36,Villanova,1810.0,-0.1,+13
37,Florida Atlantic,1808.0,-0.0,-3
38,Utah State,1807.0,-0.0,-14
39,Iowa,1807.0,-0.2,+46
40,New Mexico,1801.0,-0.2,+8
41,South Carolina,1797.0,-0.1,-22
42,Colorado State,1795.0,-0.0,+22
43,Providence,1794.0,-0.1,+22
44,Drake,1791.0,-0.3,+18
45,Clemson,1783.0,-0.4,+7
46,Pitt,1774.0,-0.1,-28
47,Maryland,1772.0,-0.0,-24
48,Cincinnati,1772.0,-0.0,-13
49,Oregon,1771.0,-0.0,+32
50,Boise State,1771.0,,+14
