Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Texas,2023.0,-0.0,+52
2,Alabama,2023.0,-0.1,+63
3,Marquette,2020.0,-0.6,+31
4,Houston,2006.0,-0.0,-22
5,UCLA,2005.0,-0.4,-4
6,Gonzaga,1996.0,-0.2,+27
7,Kansas,1990.0,-0.1,-28
8,Purdue,1987.0,-0.9,+23
9,UConn,1966.0,-0.0,-10
10,Duke,1965.0,-0.5,+34
11,Memphis,1952.0,-0.6,+63
12,Texas A&M,1937.0,-0.4,-6
13,Arizona,1928.0,-0.7,+34
14,Xavier,1910.0,-0.5,+19
15,Kansas State,1898.0,-0.1,+0
16,Baylor,1895.0,-0.3,+0
17,San Diego State,1887.0,-0.1,+23
18,Iowa,1885.0,-0.2,+0
19,Miami (FL),1879.0,-0.0,-16
20,Virginia,1879.0,-0.1,+9
21,Creighton,1877.0,-0.1,-40
22,Indiana,1874.0,-0.0,+4
23,West Virginia,1873.0,-0.1,+0
24,Kentucky,1871.0,-0.0,-29
25,Tennessee,1871.0,-0.4,-27
26,UNC,1862.0,-0.1,+0
27,TCU,1859.0,-0.0,-11
28,Michigan,1858.0,-0.2,+0
29,Michigan State,1854.0,-0.1,-37
30,Saint Mary's,1851.0,-0.0,-27
31,Seton Hall,1850.0,-0.0,+0
32,Utah State,1849.0,-0.2,+17
33,Florida Atlantic,1845.0,-0.1,+39
34,Penn State,1842.0,-0.0,+23
35,Iowa State,1841.0,-0.0,-13
36,USC,1840.0,-0.0,+0
37,Drake,1839.0,-0.0,+0
38,VCU,1838.0,-0.1,+34
39,Maryland,1836.0,-0.2,-21
40,Illinois,1831.0,-0.0,+0
41,Auburn,1830.0,-0.1,+0
42,Northwestern,1827.0,-0.1,-12
43,Villanova,1825.0,-0.0,+0
44,Missouri,1824.0,-0.3,+15
45,Oklahoma,1817.0,-0.0,+0
46,Oklahoma State,1816.0,-0.1,+0
47,Arkansas,1814.0,-0.1,-10
48,Texas Tech,1811.0,-0.1,+0
49,Mississippi State,1809.0,-0.3,-21
50,Providence,1801.0,,+0
