Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Auburn,2013.0,-0.5,+26
2,Iowa State,2001.0,-1.1,+0
3,UConn,1974.0,-0.4,+9
4,Tennessee,1963.0,-0.5,+2
5,Alabama,1950.0,-0.2,+5
6,Florida,1945.0,-0.7,+14
7,Marquette,1928.0,-0.2,+12
8,Houston,1924.0,-0.3,+5
9,Duke,1917.0,-0.3,+18
10,Michigan State,1909.0,-0.5,+14
11,Purdue,1897.0,-0.1,-25
12,Oregon,1894.0,-0.1,+10
13,Illinois,1891.0,-0.2,+5
14,St. John's (NY),1886.0,-0.0,+15
15,Texas A&M,1885.0,-0.0,+1
16,Mississippi State,1885.0,-1.0,+29
17,Gonzaga,1860.0,-0.3,+4
18,Wisconsin,1852.0,-0.2,+2
19,Oklahoma,1848.0,-0.2,+8
20,Nebraska,1843.0,-0.1,+8
21,San Diego State,1841.0,-0.0,+11
22,Utah State,1840.0,-0.0,+2
23,Texas Tech,1839.0,-0.0,+8
24,Cincinnati,1839.0,-0.1,+22
25,Kansas,1836.0,-0.2,+7
26,Texas,1831.0,-0.1,+1
27,Northwestern,1828.0,-0.0,+8
28,Baylor,1827.0,-0.0,+0
29,Colorado,1826.0,-0.2,+1
30,Ohio State,1821.0,-0.1,+51
31,Pitt,1818.0,-0.1,+11
32,Kentucky,1816.0,-0.0,-48
33,Dayton,1816.0,-0.2,-18
34,UNC,1812.0,-0.2,+1
35,Maryland,1808.0,-0.0,+24
36,Ole Miss,1808.0,-0.1,+5
37,Penn State,1806.0,-0.2,+11
38,BYU,1800.0,-0.2,+2
39,Iowa,1796.0,-0.0,+18
40,Arizona,1795.0,-0.1,+24
41,UCLA,1793.0,-0.0,-10
42,Saint Mary's,1793.0,-0.1,-24
43,Georgia,1791.0,-0.2,+4
44,South Carolina,1787.0,-0.1,+13
45,Drake,1785.0,-0.1,+12
46,Michigan,1783.0,-0.2,+1
47,SMU,1779.0,-0.1,+31
48,NC State,1777.0,-0.3,+3
49,Creighton,1770.0,-0.4,-49
50,UCF,1760.0,,+5
