Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2021.0,-2.3,+38
2,Houston,1963.0,-0.8,+21
3,Marquette,1942.0,-0.2,+27
4,Texas,1938.0,-0.1,-17
5,Kansas,1935.0,-0.2,+11
6,Alabama,1930.0,-0.7,+6
7,Purdue,1913.0,-0.1,+19
8,Miami (FL),1910.0,-0.9,+17
9,UCLA,1887.0,-0.1,-10
10,Tennessee,1885.0,-0.2,+16
11,Creighton,1879.0,-0.1,+14
12,Baylor,1876.0,-0.0,+1
13,Texas A&M,1875.0,-0.6,+13
14,Arizona,1861.0,-0.1,+13
15,Duke,1859.0,-0.0,+22
16,Memphis,1858.0,-0.1,+1
17,San Diego State,1856.0,-0.1,+35
18,Penn State,1853.0,-0.1,+4
19,TCU,1851.0,-0.0,+3
20,Kansas State,1850.0,-0.0,-2
21,Mississippi State,1849.0,-0.3,+44
22,Xavier,1842.0,-0.5,-6
23,Oklahoma,1830.0,-0.0,+9
24,Iowa,1829.0,-0.1,-11
25,Gonzaga,1827.0,,-19
