Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Auburn,2057.0,-1.0,+5
2,Iowa State,2031.0,-0.5,+18
3,Houston,2019.0,-1.0,+28
4,Duke,1993.0,-0.4,+13
5,Alabama,1984.0,-0.2,+10
6,Florida,1980.0,-0.0,+17
7,Purdue,1980.0,-0.2,-12
8,Michigan State,1976.0,-0.8,+7
9,Tennessee,1955.0,-0.3,+9
10,Marquette,1948.0,-0.7,+15
11,St. John's (NY),1931.0,-0.0,+6
12,Wisconsin,1930.0,-0.3,-1
13,Texas Tech,1922.0,-0.1,+25
14,UConn,1919.0,-0.1,-19
15,Kansas,1917.0,-1.1,-4
16,Mississippi State,1890.0,-0.0,-3
17,Arizona,1889.0,-0.1,+24
18,Texas A&M,1887.0,-0.1,+2
19,Maryland,1884.0,-0.2,+78
20,Illinois,1880.0,-0.4,-60
21,Utah State,1871.0,-0.3,+17
22,Louisville,1863.0,-0.1,+46
23,Creighton,1860.0,-0.0,+23
24,Saint Mary's,1860.0,-0.0,+26
25,Baylor,1859.0,-0.6,+33
26,Michigan,1844.0,-0.3,-18
27,Kentucky,1837.0,-0.1,-18
28,Ole Miss,1834.0,-0.2,-35
29,BYU,1829.0,-0.0,+56
30,San Diego State,1828.0,-0.1,+34
31,Oregon,1826.0,-0.1,-22
32,Gonzaga,1824.0,-0.0,+8
33,New Mexico,1823.0,-0.1,+13
34,Texas,1820.0,-0.0,+21
35,VCU,1820.0,-0.2,+35
36,Ohio State,1814.0,-0.1,+31
37,Oklahoma,1812.0,-0.3,+12
38,Memphis,1805.0,-0.2,+15
39,UNC,1799.0,-0.3,-4
40,USC,1792.0,-0.0,+23
41,Wake Forest,1791.0,-0.0,-6
42,Northwestern,1790.0,-0.2,+2
43,UCLA,1786.0,-0.2,+29
44,Drake,1780.0,-0.2,+7
45,Xavier,1775.0,-0.2,+15
46,Georgia,1771.0,-0.0,-28
47,Bradley,1770.0,-0.1,+27
48,Vanderbilt,1767.0,-0.1,+11
49,Penn State,1764.0,-0.0,+3
50,Missouri,1764.0,,+11
