Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,1992.0,-0.4,+2
2,UConn,1981.0,-0.2,+0
3,Purdue,1975.0,-0.3,+1
4,Kansas,1968.0,-1.6,+7
5,Marquette,1928.0,-0.0,+7
6,Texas,1927.0,-1.5,+6
7,Memphis,1891.0,-0.1,+1
8,Alabama,1888.0,-0.2,+29
9,Tennessee,1883.0,-0.3,+0
10,Auburn,1876.0,-0.2,+4
11,San Diego State,1872.0,-0.1,+31
12,Ohio State,1870.0,-0.0,+6
13,Mississippi State,1869.0,-0.0,+1
14,Oklahoma,1868.0,-0.0,+3
15,Illinois,1867.0,-0.0,+2
16,Duke,1867.0,-0.2,+2
17,UNC,1861.0,-0.0,+1
18,Wisconsin,1860.0,-0.2,+0
19,Miami (FL),1856.0,-0.5,+3
20,BYU,1843.0,-0.0,+6
21,Arizona,1843.0,-0.1,-62
22,Providence,1841.0,-0.0,+0
23,Michigan State,1840.0,-0.0,+10
24,Iowa State,1840.0,-0.3,+2
25,Utah State,1832.0,-0.1,+0
26,Texas Tech,1830.0,-0.2,+8
27,TCU,1825.0,-0.1,+0
28,Baylor,1823.0,-0.0,+0
29,Texas A&M,1823.0,-0.2,+2
30,Kansas State,1817.0,-0.0,+0
31,Kentucky,1817.0,-0.2,+5
32,Gonzaga,1813.0,-0.0,-31
33,Villanova,1812.0,-0.2,+0
34,Nebraska,1806.0,-0.0,+1
35,Creighton,1805.0,-0.2,-7
36,Indiana,1801.0,-0.0,+5
37,Florida Atlantic,1800.0,-0.2,-44
38,Colorado,1795.0,-0.0,+16
39,Nevada,1795.0,-0.0,+0
40,Utah,1794.0,-0.1,+30
41,Maryland,1792.0,-0.1,+1
42,Northwestern,1790.0,-0.0,+1
43,Cincinnati,1790.0,-0.6,+7
44,NC State,1776.0,-0.0,+0
45,Florida,1775.0,-0.1,+6
46,St. John's (NY),1772.0,-0.0,+7
47,Dayton,1771.0,-0.0,+4
48,Arkansas,1771.0,-0.0,+10
49,Seton Hall,1770.0,-0.1,+0
50,Xavier,1768.0,,+0
