Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2308.0,-4.0,+0
2,Illinois,2207.0,-1.1,+38
3,Baylor,2179.0,-2.7,-37
4,Iowa,2109.0,-0.1,-12
5,Alabama,2107.0,-0.0,+32
6,Michigan,2106.0,-0.4,+3
7,Houston,2097.0,-0.1,+28
8,Kansas,2095.0,-0.9,+0
9,Oklahoma State,2071.0,-0.2,+18
10,Texas,2065.0,-0.0,+19
11,Ohio State,2065.0,-0.2,+26
12,Virginia,2059.0,-0.5,+0
13,San Diego State,2045.0,-0.4,+24
14,Florida State,2035.0,-0.1,-8
15,Arkansas,2032.0,-0.4,-16
16,Purdue,2023.0,-0.1,-22
17,Georgia Tech,2020.0,-0.2,+20
18,UConn,2015.0,-0.1,-12
19,Villanova,2013.0,-0.0,+0
20,UNC,2012.0,-0.2,-12
21,West Virginia,2007.0,-0.2,+0
22,Loyola (IL),2001.0,-0.1,+0
23,BYU,1999.0,-0.1,+0
24,LSU,1996.0,-0.4,+29
25,Creighton,1987.0,-0.3,-54
26,Texas Tech,1980.0,-0.4,+0
27,Georgetown,1969.0,-0.0,+90
28,Duke,1969.0,-0.1,+0
29,Colorado,1966.0,-0.1,-6
30,Oregon,1964.0,-0.3,-44
31,Tennessee,1957.0,-0.2,+18
32,USC,1953.0,-0.0,-11
33,Syracuse,1952.0,-0.0,+0
34,Wisconsin,1952.0,-0.0,-8
35,Maryland,1951.0,-0.3,-15
36,Memphis,1944.0,-0.4,+6
37,Oklahoma,1934.0,-0.1,+0
38,Wichita State,1932.0,-0.0,-28
39,Florida,1931.0,-0.3,-27
40,Utah State,1924.0,-0.1,+3
41,Clemson,1921.0,-0.0,+0
42,Louisville,1921.0,-0.1,+0
43,Michigan State,1918.0,-0.1,-21
44,St. Bonaventure,1916.0,-0.1,+23
45,St. John's (NY),1913.0,-0.1,+0
46,UCLA,1910.0,-0.0,+21
47,NC State,1909.0,-0.2,+22
48,Seton Hall,1904.0,-0.1,-24
49,Kentucky,1902.0,-0.0,+0
50,Rutgers,1902.0,-0.2,-11
51,Ole Miss,1896.0,-0.2,-10
52,Penn State,1890.0,-0.1,+0
53,VCU,1888.0,-0.0,-23
54,Oregon State,1888.0,-0.1,+60
55,Missouri,1885.0,-0.2,-9
56,Xavier,1881.0,-0.0,+0
57,Arizona,1880.0,-0.3,+0
58,Virginia Tech,1873.0,-0.1,+0
59,Auburn,1870.0,-0.3,+0
60,Marquette,1863.0,-0.2,+0
61,Providence,1858.0,-0.2,+0
62,Liberty,1854.0,-0.2,+0
63,Colgate,1849.0,-0.0,+6
64,Saint Louis,1848.0,-0.0,+0
65,Dayton,1847.0,-0.1,+0
66,Saint Mary's,1845.0,-0.1,-13
67,Indiana,1843.0,-0.1,+0
68,Western Kentucky,1841.0,-0.0,+5
69,Winthrop,1841.0,-0.1,+0
70,Colorado State,1838.0,-0.2,-20
71,SMU,1832.0,-0.2,-26
72,Drake,1828.0,-0.0,+15
73,Abilene Christian,1827.0,-0.0,+37
74,Butler,1826.0,-0.0,+0
75,Notre Dame,1825.0,-0.0,+0
76,Cincinnati,1825.0,-0.0,+14
77,Louisiana Tech,1824.0,-0.0,-25
78,Yale,1823.0,-0.1,+0
79,Boise State,1821.0,-0.2,+11
80,Mississippi State,1816.0,-0.1,-16
81,UNC Greensboro,1814.0,-0.2,+0
82,Richmond,1810.0,-0.0,+22
83,UCF,1809.0,-0.0,-12
84,Davidson,1809.0,-0.0,-22
85,Ohio,1808.0,-0.0,+62
86,Buffalo,1808.0,-0.3,-24
87,Nevada,1801.0,-0.4,-7
88,North Texas,1791.0,-0.0,+44
89,UCSB,1790.0,-0.0,+34
90,Utah,1790.0,-0.0,+0
91,Furman,1790.0,-0.1,+0
92,Eastern Washington,1788.0,-0.4,+33
93,Vanderbilt,1779.0,-0.3,+0
94,Minnesota,1772.0,-0.2,+0
95,Georgia,1767.0,-0.2,+0
96,Missouri State,1763.0,-0.0,+0
97,Wright State,1762.0,-0.1,+0
98,Alabama-Birmingham,1760.0,-0.0,-11
99,Belmont,1760.0,-0.1,+0
100,Morehead State,1758.0,-0.0,+0
101,Texas State,1758.0,-0.0,+0
102,Toledo,1757.0,-0.1,-45
103,Harvard,1755.0,-0.2,+0
104,Marshall,1751.0,-0.0,+0
105,Akron,1750.0,-0.0,-14
106,Northwestern,1750.0,-0.0,+0
107,Stephen F. Austin,1749.0,-0.2,+0
108,South Dakota State,1743.0,-0.2,+0
109,Washington State,1739.0,-0.1,+0
110,South Carolina,1736.0,-0.2,+0
111,Pitt,1730.0,-0.0,+0
112,Arizona State,1729.0,-0.3,+0
113,DePaul,1722.0,-0.0,+0
114,Indiana State,1721.0,-0.0,+0
115,Georgia State,1721.0,-0.3,+0
116,Tulsa,1713.0,-0.0,+0
117,Wofford,1712.0,-0.0,+0
118,Miami (FL),1711.0,-0.0,+0
119,Stanford,1710.0,-0.2,+0
120,UMass,1705.0,-0.1,+0
121,ETSU,1703.0,-0.0,+0
122,Texas A&M,1703.0,-0.1,+0
123,TCU,1700.0,-0.0,+0
124,Grand Canyon,1699.0,-0.0,+76
125,Duquesne,1699.0,-0.0,+0
126,Vermont,1699.0,-0.1,+0
127,UC-Irvine,1696.0,-0.1,+4
128,Rhode Island,1693.0,-0.0,+0
129,Kent State,1693.0,-0.0,+0
130,Old Dominion,1692.0,-0.0,+0
131,North Dakota State,1692.0,-0.0,+0
132,Kansas State,1691.0,-0.1,+0
133,Chattanooga,1689.0,-0.1,+0
134,Loyola Marymount,1687.0,-0.0,+0
135,Nebraska,1687.0,-0.1,+0
136,George Mason,1685.0,-0.1,+0
137,San Francisco,1683.0,-0.0,+0
138,Oral Roberts,1682.0,-0.0,+0
139,Southern Utah,1682.0,-0.0,-22
140,Bowling Green State,1681.0,-0.2,+0
141,Coastal Carolina,1675.0,-0.1,+0
142,Mercer,1673.0,-0.1,+0
143,Northern Iowa,1670.0,-0.0,+0
144,Pacific,1669.0,-0.1,+0
145,Pepperdine,1667.0,-0.1,+0
146,California,1664.0,-0.1,+0
147,Tulane,1662.0,-0.1,-5
148,Weber State,1659.0,-0.0,+0
149,UTSA,1658.0,-0.1,+0
150,Ball State,1656.0,,+0
