Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2062.0,-4.1,+2
2,Baylor,1956.0,-0.6,-21
3,Kansas,1940.0,-0.1,+20
4,Arizona,1938.0,-0.8,+3
5,Kentucky,1918.0,-0.1,-15
6,Purdue,1916.0,-0.0,+8
7,Villanova,1915.0,-0.0,+14
8,Houston,1915.0,-0.2,+5
9,Duke,1911.0,-0.3,+8
10,Auburn,1903.0,-0.2,-10
11,Texas Tech,1898.0,-0.7,+44
12,Illinois,1881.0,-0.4,-8
13,UCLA,1872.0,-0.1,+14
14,Arkansas,1869.0,-0.2,+33
15,Tennessee,1863.0,-0.5,+7
16,USC,1851.0,-0.1,+4
17,Iowa,1848.0,-0.5,+21
18,Wisconsin,1835.0,-0.1,+13
19,Texas,1833.0,-0.2,-9
20,Ohio State,1827.0,-0.1,-33
21,UConn,1825.0,-0.0,+28
22,Michigan,1825.0,-0.4,+21
23,Alabama,1816.0,-0.2,-4
24,Memphis,1812.0,-0.5,+14
25,San Diego State,1799.0,-0.2,+33
26,Rutgers,1795.0,-0.2,+26
27,Saint Mary's,1790.0,-0.0,+17
28,Providence,1790.0,-0.2,-14
29,Marquette,1784.0,-0.5,+2
30,Michigan State,1772.0,-0.0,-33
31,North Texas,1771.0,-0.0,+16
32,Boise State,1771.0,-0.3,-1
33,Dayton,1763.0,-0.1,+18
34,Loyola (IL),1760.0,-0.0,-21
35,Davidson,1759.0,-0.2,+21
36,LSU,1755.0,-0.0,-10
37,Virginia,1755.0,-0.1,-0
38,Oklahoma State,1753.0,-0.0,-1
39,Notre Dame,1752.0,-0.2,-10
40,Wake Forest,1746.0,-0.0,+9
41,St. John's (NY),1745.0,-0.1,+51
42,Creighton,1742.0,-0.4,+22
43,UNC,1731.0,-0.0,-27
44,Colorado,1731.0,-0.0,+60
45,VCU,1730.0,-0.1,+24
46,Miami (FL),1727.0,-0.0,-4
47,San Francisco,1726.0,-0.0,-9
48,SMU,1725.0,-0.0,-26
49,Murray State,1724.0,-0.0,+6
50,BYU,1723.0,,-8
