Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2099.0,-3.0,+39
2,Texas,2025.0,-0.3,+0
3,Alabama,2018.0,-0.3,+0
4,UCLA,2011.0,-0.5,+0
5,Houston,2000.0,-0.3,+0
6,Marquette,1992.0,-0.5,+0
7,Gonzaga,1981.0,-0.3,+0
8,Kansas,1974.0,-0.0,+0
9,Miami (FL),1973.0,-1.1,-20
10,San Diego State,1947.0,-0.1,-11
11,Duke,1945.0,-0.3,+0
12,Memphis,1938.0,-0.7,+0
13,Kansas State,1920.0,-0.2,+0
14,Creighton,1916.0,-0.0,+0
15,Xavier,1916.0,-0.2,+0
16,Purdue,1912.0,-0.3,+0
17,Florida Atlantic,1904.0,-0.2,-8
18,Michigan State,1899.0,-0.0,+0
19,Texas A&M,1898.0,-0.1,+0
20,Tennessee,1896.0,-0.1,+0
21,Arizona,1893.0,-0.5,+0
22,Baylor,1880.0,-0.0,+0
23,Penn State,1880.0,-0.2,+0
24,Kentucky,1874.0,-0.2,+0
25,Virginia,1868.0,,+0
