Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2027.0,-0.4,+0
2,Kansas,2018.0,-1.4,+47
3,Houston,1983.0,-1.0,+0
4,Villanova,1958.0,-0.2,-27
5,Arizona,1952.0,-0.5,+0
6,Baylor,1939.0,-0.8,+0
7,Tennessee,1919.0,-0.2,+0
8,Iowa,1915.0,-0.1,+0
9,UNC,1912.0,-0.2,+26
10,Duke,1906.0,-0.3,-14
11,UCLA,1898.0,-0.2,+0
12,Texas Tech,1894.0,-0.3,+0
13,Purdue,1886.0,-0.5,+0
14,Arkansas,1874.0,-0.2,+0
15,Kentucky,1868.0,-0.3,+0
16,Illinois,1861.0,-0.3,+0
17,Memphis,1853.0,-0.4,+0
18,Auburn,1843.0,-0.3,+0
19,Saint Mary's,1836.0,-0.2,+0
20,Michigan,1830.0,-0.4,+0
21,Texas A&M,1819.0,-0.1,+9
22,Wisconsin,1816.0,-0.0,+0
23,Providence,1815.0,-0.1,+0
24,UConn,1812.0,-0.0,+0
25,San Diego State,1811.0,-0.0,+0
26,Virginia Tech,1810.0,-0.1,+0
27,Miami (FL),1808.0,-0.0,-20
28,Texas,1807.0,-0.1,+0
29,Creighton,1804.0,-0.4,+0
30,Boise State,1794.0,-0.1,+0
31,USC,1791.0,-0.3,+0
32,Oklahoma,1783.0,-0.1,+0
33,Oklahoma State,1781.0,-0.4,+0
34,Loyola (IL),1772.0,-0.1,+0
35,Michigan State,1769.0,-0.0,+0
36,Notre Dame,1769.0,-0.0,+0
37,Davidson,1768.0,-0.2,+0
38,Dayton,1763.0,-0.0,+0
39,TCU,1762.0,-0.2,+0
40,Ohio State,1757.0,-0.2,+0
41,Rutgers,1752.0,-0.4,+0
42,North Texas,1743.0,-0.1,+0
43,San Francisco,1741.0,-0.0,+0
44,Colorado State,1740.0,-0.0,+0
45,Murray State,1740.0,-0.1,+0
46,LSU,1737.0,-0.0,+0
47,Washington State,1737.0,-0.1,-23
48,UAB,1735.0,-0.0,+0
49,SMU,1734.0,-0.1,+0
50,Virginia,1732.0,,+0
