Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,UConn,2022.0,-2.3,+20
2,Houston,1965.0,-0.4,+2
3,Marquette,1954.0,-0.4,+22
4,Texas,1943.0,-0.1,-14
5,Purdue,1941.0,-0.6,+47
6,Kansas,1926.0,-0.6,-8
7,Miami (FL),1910.0,-0.1,+0
8,Alabama,1908.0,-0.7,-22
9,Baylor,1891.0,-0.6,+15
10,Arizona,1876.0,-0.0,+15
11,Texas A&M,1875.0,-0.2,+0
12,UCLA,1871.0,-0.1,-26
13,Villanova,1868.0,-0.1,+82
14,Duke,1865.0,-0.0,+6
15,Oklahoma,1864.0,-0.1,+34
16,Gonzaga,1861.0,-0.1,+15
17,San Diego State,1858.0,-0.2,+3
18,Tennessee,1853.0,-0.0,-18
19,Kansas State,1852.0,-0.0,+1
20,TCU,1852.0,-0.1,+1
21,Mississippi State,1850.0,-0.2,+1
22,Ohio State,1846.0,-0.0,+84
23,Xavier,1845.0,-0.0,+3
24,Memphis,1844.0,-0.3,-14
25,UNC,1837.0,-0.1,+19
26,Kentucky,1834.0,-0.2,+12
27,Indiana,1830.0,-0.0,+10
28,Iowa,1830.0,-0.1,+0
29,Cincinnati,1828.0,-0.0,+17
30,BYU,1827.0,-0.0,+53
31,Wisconsin,1826.0,-0.2,+56
32,Texas Tech,1822.0,-0.2,-2
33,Creighton,1817.0,-0.0,-63
34,Auburn,1817.0,-0.1,+1
35,Florida Atlantic,1815.0,-0.0,+95
36,Nebraska,1814.0,-0.1,+10
37,Northwestern,1811.0,-0.2,+0
38,Utah State,1807.0,-0.1,+46
39,Michigan State,1805.0,-0.2,-15
40,Providence,1801.0,-0.2,+1
41,Illinois,1796.0,-0.3,+2
42,Iowa State,1789.0,-0.0,-28
43,Virginia,1789.0,-0.6,-40
44,USC,1773.0,-0.2,+18
45,Seton Hall,1769.0,-0.0,-52
46,Penn State,1768.0,-0.2,-85
47,Michigan,1764.0,-0.1,-32
48,Pitt,1762.0,-0.0,-19
49,Maryland,1762.0,-0.1,+8
50,NC State,1760.0,,-8
