Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2047.0,-0.4,+22
2,UConn,2038.0,-0.5,-37
3,Purdue,2025.0,-3.1,+11
4,Marquette,1948.0,-0.3,+13
5,Kansas,1941.0,-0.1,+19
6,Tennessee,1938.0,-0.2,+17
7,Iowa State,1933.0,-0.1,-7
8,Duke,1930.0,-0.2,+6
9,Arizona,1925.0,-0.2,-15
10,Auburn,1921.0,-0.0,+19
11,Alabama,1920.0,-0.0,-35
12,UNC,1919.0,-0.4,+16
13,Creighton,1909.0,-0.2,+5
14,Illinois,1904.0,-0.7,-3
15,Kentucky,1887.0,-0.6,+27
16,San Diego State,1872.0,-0.2,-1
17,Nebraska,1868.0,-0.1,+40
18,Saint Mary's,1865.0,-0.0,+10
19,Baylor,1864.0,-0.2,-32
20,Gonzaga,1858.0,-0.0,+10
21,TCU,1858.0,-0.0,+11
22,Mississippi State,1858.0,-0.1,+34
23,Florida,1855.0,-0.2,-5
24,Wake Forest,1851.0,-0.0,+52
25,Texas,1850.0,-0.0,-11
26,Texas Tech,1850.0,-0.4,-35
27,Northwestern,1839.0,-0.2,+6
28,Seton Hall,1833.0,-0.2,+12
29,Michigan State,1829.0,-0.1,-61
30,Oklahoma,1827.0,-0.0,+11
31,Washington State,1826.0,-0.0,-23
32,South Carolina,1825.0,-0.1,+28
33,Wisconsin,1822.0,-0.2,+9
34,Nevada,1817.0,-0.0,+15
35,Dayton,1816.0,-0.3,-22
36,Maryland,1809.0,-0.0,+28
37,BYU,1809.0,-0.1,-3
38,Utah State,1807.0,-0.2,+16
39,Villanova,1801.0,-0.1,+4
40,St. John's (NY),1798.0,-0.1,+48
41,Iowa,1796.0,-0.0,+25
42,Florida Atlantic,1795.0,-0.0,+0
43,Providence,1794.0,-0.1,+20
44,Pitt,1792.0,-0.0,-18
45,Clemson,1792.0,-0.0,+32
46,Boise State,1792.0,-0.5,+26
47,Kansas State,1780.0,-0.2,+14
48,Colorado State,1775.0,-0.2,-28
49,New Mexico,1770.0,-0.0,-23
50,Colorado,1769.0,,+19
