Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Iowa State,2000.0,-0.5,+14
2,Auburn,1988.0,-0.9,+24
3,UConn,1965.0,-0.2,+12
4,Tennessee,1961.0,-0.7,+15
5,Alabama,1944.0,-0.5,+9
6,Florida,1931.0,-0.4,+15
7,Purdue,1922.0,-0.1,-19
8,Houston,1920.0,-0.2,+3
9,Marquette,1915.0,-0.6,-24
10,Duke,1899.0,-0.2,+1
11,Michigan State,1895.0,-0.3,+0
12,Illinois,1887.0,-0.1,-2
13,Texas A&M,1884.0,-0.0,+19
14,Oregon,1883.0,-0.5,+2
15,St. John's (NY),1870.0,-0.3,+3
16,Kentucky,1863.0,-0.3,+6
17,Mississippi State,1856.0,-0.0,+3
18,Gonzaga,1855.0,-0.2,-12
19,Wisconsin,1850.0,-0.4,+2
20,Oklahoma,1839.0,-0.0,+19
21,Utah State,1838.0,-0.2,+8
22,Nebraska,1834.0,-0.0,+17
23,Dayton,1834.0,-0.1,+24
24,Texas Tech,1831.0,-0.0,+0
25,Texas,1830.0,-0.0,+5
26,San Diego State,1830.0,-0.0,+2
27,Kansas,1829.0,-0.1,+19
28,Baylor,1827.0,-0.1,+11
29,Colorado,1825.0,-0.2,+5
30,Creighton,1819.0,-0.0,-9
31,Northwestern,1819.0,-0.0,+7
32,Saint Mary's,1818.0,-0.0,-17
33,Cincinnati,1817.0,-0.2,+6
34,UNC,1811.0,-0.2,+6
35,Pitt,1807.0,-0.2,+6
36,Ole Miss,1803.0,-0.0,+5
37,UCLA,1803.0,-0.2,+13
38,BYU,1798.0,-0.1,+19
39,Penn State,1795.0,-0.3,-17
40,Georgia,1787.0,-0.1,+11
41,Maryland,1784.0,-0.1,+0
42,Michigan,1781.0,-0.1,-15
43,Iowa,1779.0,-0.2,-11
44,NC State,1775.0,-0.1,-19
45,South Carolina,1773.0,-0.0,+2
46,Washington State,1773.0,-0.0,+6
47,Drake,1773.0,-0.0,+0
48,Arizona,1772.0,-0.1,-13
49,Ohio State,1769.0,-0.4,-24
50,Utah,1760.0,,+7
