Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Gonzaga,2027.0,-1.6,-30
2,Villanova,1985.0,-0.1,+39
3,Houston,1983.0,-0.4,+24
4,Kansas,1972.0,-0.8,+8
5,Arizona,1952.0,-0.5,-17
6,Baylor,1939.0,-0.7,+0
7,Duke,1921.0,-0.1,+49
8,Tennessee,1919.0,-0.2,+0
9,Iowa,1915.0,-0.7,+0
10,UCLA,1898.0,-0.2,-21
11,Texas Tech,1894.0,-0.3,-7
12,UNC,1886.0,-0.0,+21
13,Purdue,1886.0,-0.5,-12
14,Arkansas,1874.0,-0.2,+11
15,Kentucky,1868.0,-0.3,+0
16,Illinois,1861.0,-0.3,-19
17,Memphis,1853.0,-0.4,+0
18,Auburn,1843.0,-0.3,-45
19,Saint Mary's,1836.0,-0.2,+0
20,Michigan,1830.0,-0.1,-11
21,Miami (FL),1828.0,-0.5,+62
22,Wisconsin,1816.0,-0.0,-25
23,Providence,1815.0,-0.1,-8
24,UConn,1812.0,-0.0,+0
25,San Diego State,1811.0,-0.0,+0
26,Virginia Tech,1810.0,-0.0,+0
27,Texas A&M,1809.0,-0.1,+22
28,Texas,1807.0,-0.1,-15
29,Creighton,1804.0,-0.4,+0
30,Boise State,1794.0,-0.1,+0
31,USC,1791.0,-0.3,+0
32,Oklahoma,1783.0,-0.1,-13
33,Oklahoma State,1781.0,-0.4,+0
34,Loyola (IL),1772.0,-0.1,+0
35,Michigan State,1769.0,-0.0,-14
36,Notre Dame,1769.0,-0.0,-9
37,Davidson,1768.0,-0.2,+0
38,Dayton,1763.0,-0.0,-15
39,TCU,1762.0,-0.1,-6
40,Washington State,1760.0,-0.1,+64
41,Ohio State,1757.0,-0.2,-9
42,Rutgers,1752.0,-0.2,+0
43,St. Bonaventure,1746.0,-0.1,+22
44,North Texas,1743.0,-0.1,-11
45,San Francisco,1741.0,-0.0,+0
46,Colorado State,1740.0,-0.0,+0
47,Murray State,1740.0,-0.1,+0
48,LSU,1737.0,-0.1,+0
49,UAB,1735.0,-0.0,+0
50,SMU,1734.0,,-30
