Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Purdue,2024.0,-1.5,+14
2,UCLA,1985.0,-0.3,-0
3,Houston,1978.0,-0.1,+18
4,TCU,1976.0,-0.1,+82
5,Kansas,1973.0,-0.2,-95
6,Tennessee,1969.0,-0.6,+40
7,Marquette,1954.0,-0.7,+31
8,Gonzaga,1935.0,-0.1,-30
9,Alabama,1932.0,-0.0,+38
10,UConn,1931.0,-0.9,+0
11,Iowa State,1907.0,-0.3,+1
12,Kansas State,1899.0,-0.0,+23
13,Baylor,1899.0,-0.2,+36
14,UNC,1893.0,-0.0,+15
15,Texas,1892.0,-0.0,+5
16,Virginia,1892.0,-0.2,+22
17,Providence,1888.0,-0.2,+4
18,Indiana,1884.0,-0.4,+46
19,Auburn,1873.0,-0.1,+9
20,Xavier,1870.0,-0.0,+1
21,Arizona,1870.0,-0.1,+36
22,Saint Mary's,1868.0,-0.1,+20
23,Creighton,1866.0,-0.0,+28
24,Duke,1866.0,-0.2,+7
25,Memphis,1861.0,-0.2,+4
26,Kentucky,1855.0,-0.1,+24
27,Arkansas,1852.0,-0.0,+6
28,Michigan State,1851.0,-0.4,+13
29,Wisconsin,1840.0,-0.0,+8
30,Miami (FL),1839.0,-0.0,-2
31,Ohio State,1838.0,-0.0,+25
32,Oklahoma,1838.0,-0.0,-14
33,Boise State,1837.0,-0.0,-0
34,Illinois,1836.0,-0.0,-30
35,Texas A&M,1835.0,-0.2,-16
36,Rutgers,1830.0,-0.0,-20
37,Iowa,1829.0,-0.6,-25
38,NC State,1813.0,-0.1,-0
39,Virginia Tech,1810.0,-0.3,-8
40,Penn State,1802.0,-0.0,+2
41,Arizona State,1801.0,-0.2,-59
42,San Diego State,1795.0,-0.2,+12
43,Oklahoma State,1789.0,-0.2,+14
44,Michigan,1783.0,-0.0,-15
45,Clemson,1782.0,-0.0,-10
46,USC,1782.0,-0.0,+23
47,Texas Tech,1781.0,-0.1,-32
48,Florida,1778.0,-0.5,+16
49,Maryland,1766.0,-0.0,+15
50,Villanova,1766.0,,+35
