Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2056.0,-0.3,+9
2,UConn,2048.0,-0.7,+10
3,Purdue,2030.0,-2.2,+5
4,Tennessee,1975.0,-0.7,+37
5,Iowa State,1958.0,-0.3,+25
6,Creighton,1950.0,-0.0,+41
7,Arizona,1949.0,-0.2,+24
8,Duke,1943.0,-0.2,+13
9,Marquette,1937.0,-0.4,-11
10,Illinois,1928.0,-0.1,+25
11,UNC,1926.0,-0.1,+8
12,Auburn,1923.0,-0.1,+2
13,Gonzaga,1921.0,-0.4,+62
14,Alabama,1911.0,-0.2,-9
15,Baylor,1906.0,-0.1,+42
16,Kentucky,1904.0,-0.5,+17
17,Texas,1892.0,-0.2,+42
18,Kansas,1886.0,-0.5,-55
19,San Diego State,1873.0,-0.3,+1
20,BYU,1866.0,-0.5,+57
21,Nebraska,1853.0,-0.2,-15
22,South Carolina,1849.0,-0.2,+24
23,Florida,1844.0,-0.2,-11
24,Washington State,1839.0,-0.0,+12
25,Saint Mary's,1838.0,-0.0,-27
26,Iowa,1838.0,-0.1,+42
27,Villanova,1836.0,-0.0,+35
28,St. John's (NY),1836.0,-0.0,+38
29,Nevada,1835.0,-0.1,+18
30,Northwestern,1832.0,-0.0,-7
31,Texas Tech,1831.0,-0.1,-19
32,Mississippi State,1829.0,-0.2,-29
33,Michigan State,1824.0,-0.2,-5
34,Boise State,1820.0,-0.2,+28
35,Utah State,1815.0,-0.0,+8
36,TCU,1814.0,-0.1,-43
37,Pitt,1811.0,-0.0,+19
38,Oklahoma,1810.0,-0.2,-17
39,Seton Hall,1805.0,-0.0,-28
40,Dayton,1804.0,-0.3,-13
41,Florida Atlantic,1797.0,-0.1,+3
42,Wake Forest,1794.0,-0.0,-57
43,Ohio State,1793.0,-0.3,+33
44,Wisconsin,1785.0,-0.0,-37
45,Colorado,1784.0,-0.2,+15
46,Memphis,1779.0,-0.0,+26
47,Clemson,1778.0,-0.1,-14
48,Kansas State,1776.0,-0.5,-4
49,Colorado State,1764.0,-0.1,-10
50,Cincinnati,1761.0,,+6
