Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1109,601,V,UCSanDiego,33,47,80,141.5,140,700,74
1109,602,H,California,37,30,67,15,14.5,-1100,7.5
1109,603,V,SoIllinois,37,29,66,7,6.5,-275,3
1109,604,H,ArkansasLR,34,35,69,139,137.5,235,73.5
1109,605,V,Akron,28,38,66,146.5,140.5,775,73
1109,606,H,OhioState,36,31,67,16.5,16.5,-1300,7.5
1109,607,V,St.Peter's,23,31,54,133.5,129,350,70
1109,608,H,VaCommonwealth,31,26,57,9.5,9,-420,3.5
1109,609,V,EasternMichigan,19,43,62,139,144.5,1200,75.5
1109,610,H,IndianaU,36,32,68,22,24.5,-3000,10
1109,611,V,IUPUI,19,28,47,142.5,141,1200,72
1109,612,H,Butler,29,27,56,26.5,25,-3000,11.5
1109,613,V,TheCitadel,43,35,78,155,154.5,395,80
1109,614,H,Pittsburgh,31,32,63,9,10.5,-490,8
1109,615,V,AppalachianSt,27,26,53,138,136.5,225,71
1109,616,H,Iona,25,40,65,5.5,6.5,-265,5
1109,617,V,IllinoisChicago,32,22,54,139.5,135.5,650,70.5
1109,618,H,Dayton,25,39,64,15,14,-1000,10.5
1109,619,V,FloridaIntl,27,24,51,154,152,310,76
1109,620,H,Georgia,22,36,58,12,7,-370,6
1109,621,V,Belmont,39,41,80,1,4,-170,3
1109,622,H,Ohio,44,48,92,156.5,156,150,83
1109,623,V,Monmouth,23,43,66,139.5,135.5,175,70.5
1109,624,H,CharlotteU,32,36,68,5,5.5,-200,0.5
1109,625,V,Kansas,39,48,87,4.5,4.5,-200,0.5
1109,626,H,MichiganState,32,42,74,145.5,141,175,75.5
1109,627,V,Toledo,35,34,69,4,5,-200,2.5
1109,628,H,Valparaiso,33,28,61,146.5,143,175,76
1109,629,V,PortlandU,25,35,60,155.5,157,950,79.5
1109,630,H,ArizonaState,31,45,76,25,22.5,-1800,10.5
1109,631,V,Oakland,23,30,53,151.5,151,900,79
1109,632,H,WestVirginia,27,33,60,16.5,17.5,-1600,8.5
1109,633,V,TennMartin,35,27,62,147,148,2500,78
1109,634,H,Tennessee,43,47,90,35,35,-7500,15.5
1109,635,V,Rider,33,28,61,146.5,149.5,265,77
1109,636,H,Duquesne,30,43,73,7.5,7.5,-320,5.5
1109,637,V,Evansville,22,21,43,135.5,135,425,71.5
1109,638,H,Cincinnati,31,34,65,8,11.5,-550,4.5
1109,639,V,Fairfield,35,38,73,134,132.5,750,73
1109,640,H,Providence,42,38,80,14,15.5,-1200,7
1109,641,V,Siena,32,15,47,137,133.5,1000,71
1109,642,H,St.Bonaventure,36,39,75,20.5,19,-2000,10
1109,643,V,Quinnipiac,25,44,69,142,141.5,1200,75
1109,644,H,Maryland,41,42,83,22,23,-3000,9.5
1109,645,V,Delaware,33,38,71,138,137,240,0.5
1109,646,H,Davidson,51,42,93,7,7,-280,74.5
1109,647,V,BallState,41,30,71,141,137,125,76
1109,648,H,GeorgiaSouthern,41,41,82,3,2.5,-145,1.5
1109,649,V,MiamiOhio,33,39,72,144.5,140.5,375,76
1109,650,H,GeorgiaTech,33,36,69,10.5,9.5,-450,6
1109,651,V,BowlingGreen,29,39,71,9,9,-400,6.5
1109,652,H,WesternCarolina,37,31,79,151,154.5,330,80.5
1109,653,V,Canisius,31,36,67,147.5,151,800,79.5
1109,654,H,MiamiFlorida,37,40,77,15,15.5,-1400,7.5
1109,655,V,Niagara,23,37,60,142.5,139.5,850,72
1109,656,H,Xavier,29,34,63,21,17,-1500,7.5
1109,657,V,Columbia,33,34,67,135,137,400,73
1109,658,H,Fordham,49,28,77,11,9.5,-500,1.5
1109,659,V,EasternIllinois,29,27,56,142,138.5,1100,73
1109,660,H,Northwestern,40,40,80,25,23,-2500,9.5
1109,661,V,Hofstra,37,32,75,143,141.5,1000,75
1109,662,H,HoustonU,31,38,83,19,19,-2000,12
1109,663,V,Elon,24,37,61,142,137.5,950,73.5
1109,664,H,Florida,47,27,74,19.5,18.5,-1800,6.5
1109,665,V,NCWilmington,32,31,63,149,147.5,175,75
1109,666,H,IllinoisState,23,45,68,7,5,-200,4.5
1109,667,V,TennesseeTech,41,24,65,149,150,1500,80.5
1109,668,H,MemphisU,52,37,89,28,28.5,-5000,13
1109,669,V,CentralMichigan,29,39,68,148,138.5,750,73.5
1109,670,H,Missouri,45,33,78,18,16,-1200,5.5
1109,671,V,UTArlington,14,31,45,144,148.5,900,76.5
1109,672,H,OklahomaState,43,45,88,21.5,18,-1600,5.5
1109,673,V,Mercer,36,25,61,151.5,150.5,1000,78.5
1109,674,H,Arkansas,28,46,74,19.5,19,-2000,12
1109,675,V,JacksonvilleSt,27,30,57,143.5,141,290,71.5
1109,676,H,WichitaState,23,37,60,9.5,8.5,-350,6.5
1109,677,V,MoreheadState,24,30,54,146,144.5,750,76.5
1109,678,H,Auburn,44,33,77,15.5,15,-1200,5
1109,679,V,WesternIllinois,33,42,75,154,155,900,80
1109,680,H,Nebraska,32,42,74,16,17,-1600,9.5
1109,681,V,UMKC,25,31,56,135.5,131,280,67.5
1109,682,H,Minnesota,33,38,71,10.5,6.5,-340,2
1109,683,V,WiscMilwaukee,36,39,75,9,7.5,-285,2.5
1109,684,H,NorthDakota,28,32,60,148,151,245,78.5
1109,685,V,ULMonroe,20,19,39,146.5,147,1100,77
1109,686,H,LSU,52,49,101,19.5,20,-2500,7
1109,687,V,AbileneChristian,27,29,56,141,135.5,400,71.5
1109,688,H,UtahU,34,36,70,10,10,-500,4.5
1109,689,V,Pepperdine,35,28,63,160,157.5,245,83.5
1109,690,H,Rice,36,46,82,4.5,7.5,-290,4.5
1109,691,V,IndianaState,38,43,81,3.5,2.5,-140,2.5
1109,692,H,WiscGreenBay,43,34,77,142,140,120,76.5
1109,693,V,Dartmouth,19,38,57,135.5,133,550,70
1109,694,H,BostonCollege,42,31,73,12,12,-800,2.5
1109,695,V,SEMissouriSt,45,54,99,148,146,800,80.5
1109,696,H,MissouriSt,41,53,94,17,16,-1400,10.5
1109,697,V,StThomas,32,40,72,5.5,7.5,-280,5
1109,698,H,ChicagoSt,33,44,77,145.5,149,240,79
1109,699,V,SIUEdwardsville,38,39,77,140.5,138.5,1100,76.5
1109,700,H,Marquette,39,49,88,20.5,20.5,-2500,11
1109,701,V,UtahValley,27,29,56,147,143.5,750,77
1109,702,H,BoiseState,38,38,76,15,14.5,-1200,5
1109,703,V,LouisianaTech,31,33,64,153.5,153.5,500,79.5
1109,704,H,Alabama,48,45,93,12,11.5,-700,3
1109,705,V,CSNorthridge,19,30,49,147,144.5,1100,75.5
1109,706,H,USC,52,37,89,24.5,24,-2500,7.5
1109,707,V,CalIrvine,25,26,51,138,134.5,190,70.5
1109,708,H,NewMexicoState,30,32,62,4,5.5,-220,2
1109,709,V,DixieState,25,38,63,164.5,168,5000,81
1109,710,H,Gonzaga,40,57,97,40.5,40,-15000,17.5
1109,711,V,CSFullerton,35,42,77,152.5,152.5,270,79.5
1109,712,H,SantaClara,37,47,84,9,7,-330,4
1109,713,V,Bradley,26,39,65,150,149,370,77
1109,714,H,SouthDakotaState,47,34,81,10,9,-440,0.5
1109,715,V,UCDavis,40,32,72,143,142.5,525,77
1109,716,H,UtahState,35,34,69,13,11.5,-750,8.5
1109,717,V,Kentucky,35,36,71,147.5,148.5,120,78.5
1109,718,H,Duke,39,40,79,1,2.5,-140,pk
1109,719,V,OralRoberts,43,37,80,154.5,155,500,85.5
1109,720,H,ColoradoState,50,59,109,12.5,12.5,-700,5.5
1109,721,V,ClevelandState,27,32,59,146,144.5,700,74
1109,722,H,BYU,34,35,69,14,14.5,-1100,6.5
1109,723,V,E.Washington,34,42,76,154.5,154,1100,81
1109,724,H,Nevada,43,48,91,20,21,-2500,9.5
1109,725,V,TarletonSt,26,24,50,136.5,133,800,68
1109,726,H,Stanford,24,38,62,15.5,16,-1400,10
1109,727,V,CalRiverside,30,23,53,133,131.5,600,71.5
1109,728,H,SanDiegoState,40,26,66,14.5,13,-900,4.5
1109,729,V,MontanaState,38,42,90,142,140,500,74.5
1109,730,H,Colorado,35,45,94,15.5,12,-700,7.5
1109,731,V,PortlandState,32,32,64,144,141,650,73.5
1109,732,H,OregonState,28,45,73,15,13.5,-1000,8.5
1109,733,V,NoIllinois,36,35,71,143.5,145.5,1100,75.5
1109,734,H,WashingtonU,27,37,64,19,19.5,-2500,12.5
1109,735,V,Chattanooga,33,42,75,143,141.5,290,75.5
1109,736,H,LoyolaMarymount,35,29,64,10.5,7.5,-350,4
1109,737,V,NorthernArizona,22,30,52,139.5,145.5,1200,76
1109,738,H,Arizona,42,39,81,24.5,26.5,-3000,10
1109,739,V,CSBakersfield,19,39,58,135,134.5,1200,72
1109,740,H,UCLA,47,48,95,20,23,-3000,8.5
1109,301001,V,AlcornState,25,42,67,141.5,141,1500,74.5
1109,301002,H,WashingtonState,39,46,85,23.5,28.5,-5000,11.5
1109,301003,V,MountStMarys,21,30,51,132.5,129.5,1200,67.5
1109,301004,H,Villanova,45,46,91,25,26,-3000,9.5
1109,301005,V,BethuneCookman,29,25,54,141,138,1000,72
1109,301006,H,SouthFlorida,29,46,75,18.5,20.5,-2000,11.5
1109,301007,V,CentralConn,23,25,48,142,146,1700,77.5
1109,301008,H,Connecticut,52,47,99,32,34,-4000,12.5
1109,301009,V,Lafayette,30,33,63,153.5,153,1500,81
1109,301010,H,Syracuse,52,45,97,22.5,25.5,-5000,11.5
1109,301011,V,BostonU,27,35,62,141,144.5,375,74.5
1109,301012,H,RhodeIsland,36,35,71,11,8.5,-450,2.5
1109,301013,V,Towson,39,38,77,140,3,-155,77.5
1109,301014,H,AlbanyNY,32,24,56,4.5,142,135,0.5
1109,301015,V,N.CarolinaA&T,31,22,53,141.5,142.5,300,75
1109,301016,H,NCGreensboro,28,29,57,13.5,7.5,-360,5.5
1109,301017,V,USCUpstate,34,26,60,148.5,149,1100,78.5
1109,301018,H,SouthCarolina,43,35,78,23.5,23,-2500,10.5
1109,301019,V,LoyolaMaryland,31,36,67,150.5,152.5,1400,80.5
1109,301020,H,NorthCarolina,45,38,83,22,25.5,-4000,11.5
1109,301021,V,Presbyterian,32,21,53,134.5,131,900,68.5
1109,301022,H,Clemson,24,40,64,18,19,-1600,11.5
1109,301023,V,SoCarolinaSt,34,28,62,141.5,144.5,1100,77
1109,301024,H,EastCarolina,42,28,70,20,21,-2500,9
1109,301025,V,StonyBrook,28,24,52,142,143.5,160,75.5
1109,301026,H,GeorgeMason,35,39,74,2,4,-180,0.5
1109,301027,V,Hartford,28,31,59,135.5,137,175,2.5
1109,301028,H,Wagner,45,32,77,5,4.5,-200,73.5
1109,301029,V,TexasSouthern,26,40,66,147.5,150,1400,78.5
1109,301030,H,Oregon,36,47,83,21.5,21,-4000,9.5
1109,301031,V,Northeastern,25,33,58,146,148,290,75.5
1109,301032,H,Colgate,23,42,65,8.5,7,-350,5
1109,301033,V,NCCentral,36,24,60,137,137,1400,72.5
1109,301034,H,Richmond,31,39,70,27,27,-4000,14.5
1109,301035,V,MDBaltimoreCo,36,24,60,146,151.5,450,80.5
1109,301036,H,Massachusetts,32,45,77,12,10.5,-600,7.5
1109,301037,V,NCAsheville,36,41,77,145,149,900,82.5
1109,301038,H,UAB,44,58,102,17.5,17,-1600,8.5
1109,301039,V,NewOrleansU,31,30,61,142,142,1100,74.5
1109,301040,H,Mississippi,43,39,82,24,23.5,-2500,10.5
1109,301041,V,Cornell,37,39,76,141.5,136,135,72.5
1109,301042,H,Binghamton,32,37,69,pk,3,-155,5
1109,301043,V,TexasState,43,32,75,13,9.5,-550,2.5
1109,301044,H,IncarnateWord,24,33,57,136.5,130.5,425,69.5
1109,301045,V,MissValleySt,18,43,61,154,162.5,3300,85.5
1109,301046,H,St.Johns,59,60,119,42.5,45,-10000,18.5
1109,301047,V,TennesseeState,34,39,73,137.5,3,-155,5
1109,301048,H,AlabamaA&M,40,42,82,1,137,135,74.5
1109,301049,V,AlabamaState,36,38,74,138,140,1300,74.5
1109,301050,H,WesternKentucky,31,48,79,26,26,-3500,15.5
