Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1110,517,V,TexasA&M,45,43,88,141,143,260,77.5
1110,518,H,WestVirginia,38,27,65,6,7,-330,5.5
1110,519,V,Elon,25,43,68,155.5,156.5,1875,79
1110,520,H,Duke,45,52,97,18.5,19.5,-3750,7
1110,521,V,Delaware,49,27,76,143.5,140.5,400,74
1110,522,H,Richmond,20,43,63,10.5,9.5,-550,9
1110,523,V,Towson,29,25,54,131,142,200,73
1110,524,H,OldDominion,28,29,57,4.5,5,-250,3.5
1110,525,V,WrightState,41,39,80,142.5,138,625,77
1110,526,H,LoyolaChicago,45,39,84,12,12.5,-950,6
1110,527,V,DetroitU,42,37,79,164.5,159.5,1750,86
1110,528,H,VirginiaTech,52,59,111,19,19,-3500,7.5
1110,529,V,Cornell,22,23,45,148.5,140.5,950,74
1110,530,H,Syracuse,33,44,77,16.5,14.5,-1450,5
1110,531,V,BowlingGreen,32,46,78,152.5,155.5,180,83.5
1110,532,H,Drexel,42,27,69,5,5,-220,pk
1110,533,V,BallState,33,44,77,143.5,155.5,200,82
1110,534,H,Dayton,36,42,78,5.5,5.5,-240,2
1110,535,V,MiamiOhio,21,34,55,132.5,131.5,370,68
1110,536,H,Fordham,25,29,54,9,9,-465,4
1110,537,V,ULLafayette,42,34,76,166.5,167,383,87.5
1110,538,H,Mississippi,40,54,94,8,8.5,-480,6.5
1110,539,V,IndianaState,54,36,90,148,144.5,800,78.5
1110,540,H,IndianaU,33,36,69,14.5,13,-1250,11.5
1110,541,V,NorthernIowa,31,38,69,143,141.5,1000,75.5
1110,542,H,NorthCarolina,45,41,86,18,15,-1500,4.5
1110,543,V,CalPolySLO,24,38,62,143,140.5,1750,74
1110,544,H,Stanford,38,40,78,18.5,18.5,-3500,7
1110,545,V,GeorgiaSouthern,40,45,85,160,162,450,87.5
1110,546,H,WakeForest,46,37,83,10.5,10.5,-650,4.5
1110,547,V,ArkansasState,27,36,63,144.5,147,145,1.5
1110,548,H,Evansville,38,39,77,5.5,3.5,-170,77
1110,549,V,MissouriSt,45,40,85,1.5,141.5,105,77
1110,550,H,WesternKentucky,36,44,80,141,1.5,-125,3
1110,551,V,IowaState,25,34,59,148,152.5,200,80
1110,552,H,Missouri,39,35,74,4,6,-250,pk
1110,553,V,FlaAtlantic,29,30,59,141,141,150,74.5
1110,554,H,SouthFlorida,33,27,60,4,3.5,-180,1
1110,555,V,Pepperdine,21,26,47,154.5,153,1100,79
1110,556,H,OklahomaState,34,44,78,20,15.5,-1700,5.5
1110,557,V,Columbia,23,37,60,149.5,153,6000,77.5
1110,558,H,Villanova,32,43,75,25.5,25.5,-15000,11.5
1110,559,V,SouthAlabama,28,22,50,139.5,142,6000,74
1110,560,H,TexasTech,36,39,75,22.5,26.5,-15000,11.5
1110,561,V,ULMonroe,35,38,73,138,149.5,4000,81
1110,562,H,TCU,38,45,83,24.5,25,-10000,12.5
1110,563,V,Yale,35,41,76,152,153.5,350,81
1110,564,H,Creighton,47,45,92,9,9,-440,1.5
1110,565,V,CSFullerton,15,27,42,151,154,8500,78.5
1110,566,H,USC,42,42,84,23.5,26.5,-23000,9.5
