Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H,,,,
101,886,H,LouisianaTech,27,48,75,1,153.5,105,pk,,,,
101,887,V,CSFullerton,24,39,63,137,138,1000,72,,,,
101,888,H,CalSantaBarb,31,50,81,15,16,-2000,8,,,,
101,891,V,UTEP,23,37,66,5,5.5,-240,6,,,,
101,892,H,SouthernMiss,28,32,74,128.5,128.5,200,67.5,,,,
101,893,V,KentState,33,29,62,152,149.5,135,77,,,,
101,894,H,Akron,24,42,66,3.5,3,-155,4,,,,
101,307073,V,Liberty,29,41,70,5,6.5,-280,6.5,,,,
101,307074,H,Lipscomb,42,35,77,133.5,131,240,71.5,,,,
101,307075,V,Jacksonville,20,42,62,4,1,-115,1.5,,,,
101,307076,H,KennesawSt,26,31,57,130,135.5,-105,68.5,,,,
102,601,V,Elon,26,26,52,134.5,131.5,175,69.5,,,,
102,602,H,Northeastern,29,46,75,5.5,4.5,-200,2,,,,
102,603,V,Louisville,37,39,76,5.5,6.5,-280,74,,,,
102,604,H,BostonCollege,24,40,64,141.5,142.5,240,0.502,,,,
102,607,V,ClevelandState,28,31,59,3,3,-150,1.5,,,,
102,608,H,IUPUI,28,21,49,147,146.5,130,76.5,,,,
102,609,V,Missouri,33,48,81,146,149,220,79,,,,
102,610,H,Arkansas,30,38,68,6,6.5,-260,6,,,,
102,611,V,Texas,37,47,84,137,138,160,74.5,,,,
102,612,H,Kansas,29,30,59,4,4.5,-180,5,,,,
102,613,V,Creighton,40,27,67,3.5,4,-180,0.5,,,,
102,614,H,Providence,32,33,65,146,146,160,77.5,,,,
102,619,V,Duquesne,33,42,75,7,6.5,-320,2.5,,,,
102,620,H,GeoWashington,29,34,63,147.5,141.5,265,74.5,,,,
102,623,V,Baylor,36,40,76,15.5,15.5,-2000,8.5,,,,
102,624,H,IowaState,32,33,65,148.5,147.5,1000,77.5,,,,
102,625,V,St.Peter's,29,31,60,4,3.5,-160,4,,,,
102,626,H,Canisius,32,31,63,137,137,140,71.5,,,,
102,627,V,Chattanooga,35,44,79,3,3.5,-175,3.5,,,,
102,628,H,VMI,37,47,84,143,143.5,155,77,,,,
102,631,V,Toledo,39,31,70,8,8,-340,1.5,,,,
102,632,H,WesternMichigan,27,32,59,134,136,280,73,,,,
102,633,V,Iowa,35,42,77,2,3,-160,2,,,,
102,634,H,Rutgers,35,40,75,159,159.5,140,83.5,,,,
102,635,V,William&Mary,24,32,56,144.5,144.5,425,76.5,,,,
102,636,H,Hofstra,34,27,61,11.5,10,-550,3.5,,,,
102,639,V,TCU,36,31,67,5,4,-180,70,,,,
102,640,H,KansasState,26,34,60,131,131.5,160,0.5,,,,
102,641,V,EastCarolina,24,32,56,130,1.5,-120,2,,,,
102,642,H,Tulane,28,32,60,1,130.5,100,70.5,,,,
102,643,V,Mercer,34,46,80,154,152.5,475,81.5,,,,
102,644,H,Furman,44,39,83,11.5,10.5,-650,3.5,,,,
102,645,V,Fordham,19,33,52,122.5,122,200,2.5,,,,
102,646,H,LaSalle,45,44,89,7,5.5,-240,66.5,,,,
102,647,V,CollCharleston,23,44,67,134,131,100,3,,,,
102,648,H,Delaware,33,37,70,2,1,-120,68.5,,,,
102,649,V,Clemson,32,34,66,3.5,4.5,-180,4.5,,,,
102,650,H,MiamiFlorida,34,31,65,131.5,130,160,70.5,,,,
102,651,V,LSU,40,39,79,153,152.5,110,83,,,,
102,652,H,Florida,40,43,83,2.5,1.5,-130,1.5,,,,
102,653,V,Niagara,51,35,86,125.5,1.5,-110,70,,,,
102,654,H,Marist,37,35,72,pk,124,-110,3.5,,,,
102,657,V,Tulsa,41,29,70,132,131.5,200,72,,,,
102,658,H,Cincinnati,33,33,66,3,5.5,-240,5,,,,
102,659,V,Ohio,42,36,78,143,144,-105,78,,,,
102,660,H,BallState,37,31,68,2.5,1,-115,1.5,,,,
102,661,V,NorthernArizona,34,36,83,1,3.5,-160,1,,,,
102,662,H,IdahoU,31,39,78,136.5,136.5,140,73.5,,,,
102,663,V,OldDominion,33,38,71,149,1,-115,77.5,,,,
102,664,H,FloridaIntl,22,44,66,1,149,-105,2,,,,
102,665,V,SouthAlabama,26,23,49,142.5,142.5,120,0.5,,,,
102,666,H,GeorgiaSouthern,31,31,62,2.5,2.5,-140,74.5,,,,
102,667,V,TexSanAntonio,28,41,69,1,2,-135,4,,,,
102,668,H,Rice,48,36,84,156.5,157,115,82.5,,,,
102,669,V,GeorgiaState,34,36,70,2.5,2.5,-145,2,,,,
102,670,H,CoastalCarolina,34,28,62,158,158.5,125,81,,,,
102,671,V,Auburn,22,44,66,135,135,115,2.5,,,,
102,672,H,TexasA&M,33,35,68,1,1.5,-135,70.5,,,,
102,673,V,WiscGreenBay,32,47,79,147,147.5,260,77,,,,
102,674,H,YoungstownState,33,36,69,7.5,7,-310,4.5,,,,
102,675,V,Troy,26,33,59,127.5,125.5,220,2,,,,
102,676,H,AppalachianSt,50,40,90,6.5,6,-260,69.5,,,,
102,677,V,WesternKentucky,30,34,71,6,6,-260,5,,,,
102,678,H,CharlotteU,36,28,75,134,132,220,71,,,,
102,679,V,WestVirginia,20,51,71,1,144.5,105,3,,,,
102,680,H,Oklahoma,38,37,75,144,1.5,-125,76,,,,
102,683,V,UtahU,28,18,46,139.5,138.5,180,73,,,,
102,684,H,USC,32,32,64,5.5,5,-210,1.5,,,,
102,685,V,OklahomaState,37,31,82,134,134.5,320,72.5,,,,
102,686,H,TexasTech,28,40,77,7,8.5,-380,7.5,,,,
102,689,V,NorthernIowa,28,33,61,8.5,6,-260,6,,,,
102,690,H,Evansville,32,33,65,136,135,220,71.5,,,,
102,691,V,ColoradoState,33,37,70,138,135,330,73,,,,
102,692,H,SanDiegoState,40,27,67,9.5,9,-400,3.5,,,,
102,693,V,UMKC,16,29,45,128,127.5,135,66.5,,,,
102,694,H,NorthDakota,21,31,52,2.5,3,-155,pk,,,,
102,695,V,GeorgeMason,29,36,65,136,135.5,200,72.5,,,,
102,696,H,Dayton,38,36,74,9,5,-240,1,,,,
102,697,V,Butler,25,35,60,138,137.5,350,71,,,,
102,698,H,SetonHall,34,34,68,8.5,9,-420,3,,,,
102,699,V,NorthDakotaState,39,29,68,6.5,6.5,-280,74,,,,
102,700,H,WesternIllinois,23,27,50,142,138.5,240,pk,,,,
102,701,V,WrightState,40,31,71,9,10.5,-650,6,,,,
102,702,H,Oakland,37,44,81,151,152.5,475,80.5,,,,
102,703,V,TennesseeTech,38,43,81,140,139,270,76,,,,
102,704,H,EasternIllinois,45,42,87,9,7.5,-330,2.5,,,,
102,705,V,MoreheadState,36,25,61,132,132,650,71,,,,
102,706,H,MurrayState,29,27,56,13.5,12.5,-1000,10.5,,,,
102,707,V,ArkansasState,32,23,55,138,135.5,125,72.5,,,,
102,708,H,ULMonroe,35,27,62,2.5,2.5,-145,0.5,,,,
102,711,V,TexasState,24,47,71,137,136,125,71,,,,
102,712,H,ULLafayette,24,35,59,3.5,2.5,-145,2,,,,
102,713,V,Belmont,44,46,90,16,16,-2000,5,,,,
102,714,H,TennMartin,24,45,69,151.5,150,1000,79.5,,,,
102,715,V,St.Bonaventure,33,36,69,147.5,147,170,78.5,,,,
102,716,H,Richmond,35,31,66,6.5,4,-190,1.5,,,,
102,717,V,Rider,31,25,56,2,3,-155,3,,,,
102,718,H,Fairfield,37,35,72,131.5,130.5,135,70,,,,
102,719,V,ETennesseeSt,35,36,71,134,134,260,72,,,,
102,720,H,NCGreensboro,33,28,61,7.5,8,-310,6,,,,
102,721,V,UTEP,30,47,77,5,5.5,-215,3.5,,,,
102,722,H,SouthernMiss,29,33,62,127.5,127.5,185,67.5,,,,
102,723,V,DenverU,24,30,54,146.5,146.5,425,77,,,,
102,724,H,SouthDakota,49,44,93,10,9.5,-550,pk,,,,
102,725,V,EasternKentucky,42,38,80,150,154,170,81.5,,,,
102,726,H,AustinPeay,32,43,75,3,4.5,-190,5,,,,
102,727,V,UTArlington,25,37,62,152.5,150.5,110,77,,,,
102,728,H,ArkansasLR,26,49,75,3.5,2,-130,1,,,,
102,729,V,OralRoberts,56,39,95,3.5,1.5,-125,82.5,,,,
102,730,H,NebraskaOmaha,40,43,83,152,152.5,105,3.5,,,,
102,733,V,BowlingGreen,23,45,68,10.5,8,-420,4,,,,
102,734,H,NoIllinois,18,24,42,143,141.5,350,72,,,,
102,735,V,Alabama,31,40,71,142.5,145,425,76,,,,
102,736,H,Tennessee,29,34,63,10,10,-550,7,,,,
102,737,V,Purdue,23,35,58,147.5,148,290,75.5,,,,
102,738,H,Illinois,33,33,66,8,7.5,-350,2,,,,
102,739,V,IPFW,29,39,68,144,146.5,250,76,,,,
102,740,H,NorthernKentucky,27,43,70,6.5,6.5,-300,5,,,,
102,741,V,TennesseeState,28,38,79,138.5,138.5,110,73,,,,
102,742,H,SEMissouriSt,31,35,83,2,1.5,-130,0.5,,,,
102,745,V,UtahState,33,39,72,12,14.5,-1300,5.5,,,,
102,746,H,AirForce,20,33,53,128.5,128.5,775,67.5,,,,
102,747,V,IndianaState,30,44,74,144,145,140,3,,,,
102,748,H,MissouriSt,50,34,84,5.5,3.5,-160,79.5,,,,
102,749,V,California,36,28,64,131,130,115,69.5,,,,
102,750,H,OregonState,26,47,73,3,2.5,-135,4.5,,,,
102,751,V,WichitaState,39,44,83,134,133.5,280,72.5,,,,
102,752,H,Mississippi,41,38,79,7.5,8,-340,4.5,,,,
102,753,V,Kentucky,30,31,78,132,2,-125,2.5,,,,
102,754,H,MississippiSt,35,26,73,pk,132,105,71,,,,
102,757,V,No.Colorado,32,32,64,131.5,132,200,70.5,,,,
102,758,H,Montana,29,33,62,8,6,-240,5,,,,
102,759,V,CSBakersfield,46,43,89,4,5.5,-220,1,,,,
102,760,H,LongBeachState,35,41,76,141,141.5,190,76.5,,,,
102,763,V,Marshall,27,53,80,151.5,2.5,-130,4,,,,
102,764,H,LouisianaTech,40,33,73,pk,151.5,110,79.5,,,,
102,765,V,CentralFlorida,35,26,61,131,1,-115,71.5,,,,
102,766,H,SouthFlorida,34,34,68,2.5,132,-105,pk,,,,
102,767,V,Wyoming,31,47,78,143,141.5,120,75,,,,
102,768,H,FresnoState,33,41,74,1,2,-140,0.5,,,,
102,769,V,Samford,49,35,84,151.5,151.5,450,83,,,,
102,770,H,Wofford,50,44,94,10,10.5,-600,6,,,,
102,771,V,Marquette,20,44,64,4.5,4,-185,5.5,,,,
102,772,H,Georgetown,36,24,60,148.5,148.5,165,76,,,,
102,777,V,MichiganState,40,44,84,6.5,8,-400,2.5,,,,
102,778,H,Nebraska,33,44,77,152.5,152,330,81,,,,
102,779,V,CSFullerton,32,29,61,138.5,140,1000,75,,,,
102,780,H,CalSantaBarb,27,38,65,15.5,15.5,-2000,11,,,,
102,781,V,Colorado,29,33,62,137.5,136.5,105,71.5,,,,
102,782,H,UCLA,29,36,65,2,1,-125,1,,,,
102,783,V,BoiseState,42,45,87,27,26.5,-10523,13,,,,
102,784,H,SanJoseState,34,52,86,152.5,154,1989,80.5,,,,
102,785,V,SanFrancisco,37,25,62,163,162.5,1500,85.5,,,,
102,786,H,Gonzaga,47,38,85,20,19,-5000,8,,,,
102,787,V,Stanford,32,24,56,139,138.5,220,75,,,,
102,788,H,Oregon,30,43,73,4.5,6.5,-260,5.5,,,,
102,789,V,Nevada,39,45,84,4.5,6,-260,2.5,,,,
102,790,H,NewMexico,36,38,74,142.5,143,220,76.5,,,,
102,791,V,Arizona,29,41,86,8,8.5,-400,5,,,,
102,792,H,WashingtonState,27,43,82,135,136,330,71.5,,,,
102,793,V,NotreDame,30,35,65,146.5,146,475,76,,,,
102,794,H,NorthCarolina,29,37,66,9.5,10,-650,6.5,,,,
102,795,V,NorthTexas,19,30,49,133,132,275,68,,,,
102,796,H,LoyolaChicago,22,35,57,7.5,7,-335,3.5,,,,
102,797,V,UtahValley,30,32,62,145,148.5,220,77.5,,,,
102,798,H,WeberState,30,40,70,6.5,6,-260,4,,,,
102,307093,V,FloridaA&M,35,36,71,142.5,141,1200,75,,,,
102,307094,H,SouthCarolina,38,40,78,17.5,18,-3000,9.5,,,,
102,307095,V,Binghamton,26,30,56,132,131.5,275,0.5,,,,
102,307096,H,Hartford,39,37,76,8,7,-335,70,,,,
102,307099,V,Bucknell,37,32,69,137,137,150,73,,,,
102,307100,H,Navy,33,45,78,4.5,3,-170,4,,,,
102,307101,V,N.CarolinaA&T,46,51,97,8.5,9.5,-550,3.5,,,,
102,307102,H,SoCarolinaSt,37,49,86,144.5,146.5,425,80.5,,,,
102,307103,V,Lafayette,45,35,89,143.5,144.5,105,78,,,,
102,307104,H,Lehigh,39,41,90,pk,2,-125,3.5,,,,
102,307105,V,Army,27,30,57,142.5,142.5,220,3,,,,
102,307106,H,Colgate,50,51,101,7.5,6,-260,73.5,,,,
102,307107,V,NJIT,35,38,73,1,1.5,-125,75,,,,
102,307108,H,UMassLowell,23,44,67,141,143,105,1.5,,,,
102,307109,V,NewHampshire,30,26,56,7,7,-310,2.5,,,,
102,307110,H,Maine,26,33,59,132,129.5,260,67,,,,
102,307111,V,Jacksonville,41,31,72,3.5,3.5,-155,0.5,,,,
102,307112,H,KennesawSt,35,31,66,130.5,129.5,135,69.5,,,,
102,307113,V,Lamar,30,35,65,133.5,134.5,650,71.5,,,,
102,307114,H,AbileneChristian,36,47,83,14.5,12.5,-1000,5,,,,
102,307115,V,CentralArkansas,43,38,81,3,2,-135,84.5,,,,
102,307116,H,McNeeseState,31,36,67,160,162,115,2.5,,,,
102,307117,V,Liberty,30,36,66,5,5.5,-230,0.5,,,,
102,307118,H,Lipscomb,20,30,50,136,137.5,195,72,,,,
102,307119,V,Grambling,35,31,66,3,5,-200,73,,,,
102,307120,H,AlabamaState,20,29,49,134,138,175,3.5,,,,
102,307121,V,NewOrleansU,22,45,67,147.5,143,450,75.5,,,,
102,307122,H,StephenF.Austin,36,42,78,7,11,-600,3.5,,,,
102,307125,V,SamHoustonSt,46,38,84,148,149,175,80.5,,,,
102,307126,H,NichollsState,42,39,81,4.5,4.5,-200,5,,,,
102,307127,V,AlbanyNY,22,41,63,136.5,134.5,650,2,,,,
102,307128,H,Vermont,38,24,62,14.5,12.5,-1000,71,,,,
102,307129,V,MissValleySt,26,26,52,146,144.5,550,1.5,,,,
102,307130,H,ArkPineBluff,49,43,92,11.5,11,-800,77,,,,
102,307131,V,NorthwesternSt,47,37,93,4,5,-190,86.5,,,,
102,307132,H,HoustonBaptist,40,44,99,160,162.5,170,pk,,,,
103,811,V,Elon,25,33,58,132.5,133,240,71,,,,
103,812,H,Northeastern,35,31,66,6.5,6.5,-280,1.5,,,,
103,817,V,William&Mary,29,44,73,142,142.5,450,75.5,,,,
103,818,H,Hofstra,36,46,82,11.5,10,-600,4,,,,
103,819,V,Duquesne,35,38,73,6.5,8,-350,8,,,,
103,820,H,GeoWashington,44,31,75,143,141.5,290,77.5,,,,
103,821,V,CollCharleston,33,33,66,132.5,3,-150,0.5,,,,
103,822,H,Delaware,28,31,59,1.5,131.5,130,69,,,,
103,823,V,Monmouth,37,40,77,150.5,151.5,125,80,,,,
103,824,H,Siena,31,47,78,4,2.5,-145,3,,,,
103,825,V,IndianaState,29,37,66,148,147,180,77,,,,
103,826,H,MissouriSt,32,38,70,5,3.5,-210,1,,,,
103,827,V,NorthernIowa,25,39,64,6,5.5,-240,5.5,,,,
103,828,H,Evansville,35,35,70,134,133,200,71,,,,
103,829,V,St.Josephs,37,33,77,153.5,151.5,600,81,,,,
103,830,H,RhodeIsland,36,34,85,12,12,-900,7.5,,,,
103,831,V,UMKC,28,49,77,125.5,125,125,66,,,,
103,832,H,NorthDakota,20,33,53,3.5,2,-145,3.5,,,,
103,833,V,NorthDakotaState,43,35,78,7.5,8,-350,2.5,,,,
103,834,H,WesternIllinois,34,33,67,137,136.5,290,74,,,,
103,835,V,DenverU,29,28,57,147,145.5,650,77,,,,
103,836,H,SouthDakota,44,35,79,12.5,12.5,-1000,3,,,,
103,837,V,OralRoberts,39,47,86,2.5,3.5,-170,1.5,,,,
103,838,H,NebraskaOmaha,37,38,75,155,156,150,82.5,,,,
103,839,V,OhioState,37,23,60,1,147,-105,1.5,,,,
103,840,H,Minnesota,43,34,77,148,1.5,-115,77.5,,,,
103,841,V,SoIllinois,30,25,55,142,139,450,74,,,,
103,842,H,Drake,39,34,73,11.5,10,-600,3,,,,
103,843,V,WakeForest,21,33,54,139,139.5,425,73,,,,
103,844,H,GeorgiaTech,35,35,70,8.5,9.5,-550,1.5,,,,
103,845,V,HoustonU,32,42,74,2,1.5,-140,2,,,,
103,846,H,SMU,33,27,60,138,135.5,120,72.5,,,,
103,847,V,Northwestern,29,37,66,145,145.5,360,76.5,,,,
103,848,H,Michigan,43,42,85,8.5,9,-430,2.5,,,,
103,307151,V,NewHampshire,30,32,62,6.5,4.5,-200,3,,,,
103,307152,H,Maine,29,29,58,127,125,175,66.5,,,,
103,307153,V,NJIT,33,27,60,1.5,1.5,-125,1,,,,
103,307154,H,UMassLowell,34,40,74,141,143.5,105,76,,,,
103,307155,V,Binghamton,45,29,74,133,131.5,275,73.5,,,,
103,307156,H,Hartford,41,36,77,8.5,7.5,-335,7.5,,,,
103,307157,V,Army,46,29,75,144.5,149.5,270,80,,,,
103,307158,H,Colgate,35,38,73,7,8.5,-330,9.5,,,,
103,307159,V,N.CarolinaA&T,32,41,73,10,11.5,-700,11,,,,
103,307160,H,SoCarolinaSt,40,26,66,150,151.5,500,80.5,,,,
103,307161,V,Lehigh,40,30,70,150,150.5,160,80,,,,
103,307162,H,Lafayette,44,38,82,3.5,4,-180,1.5,,,,
103,307163,V,AlbanyNY,39,27,66,134,133.5,550,72.5,,,,
103,307164,H,Vermont,39,35,74,12,11.5,-800,7.5,,,,
103,307167,V,Navy,26,37,63,1,138.5,110,71.5,,,,
103,307168,H,Bucknell,20,40,60,140.5,2,-130,3,,,,
103,307169,V,MorganState,35,45,80,144.5,144,220,76.5,,,,
103,307170,H,JamesMadison,38,35,73,5.5,5.5,-260,1.5,,,,
104,861,V,No.Colorado,29,25,54,131.5,130.5,200,69.5,,,,
104,862,H,Montana,27,29,56,7,5,-240,4.5,,,,
104,863,V,Stanford,33,48,81,7,5.5,-250,2.5,,,,
104,864,H,OregonState,33,38,71,134.5,134,210,72,,,,
104,865,V,Monmouth,35,27,62,151.5,151,125,79.5,,,,
104,866,H,Siena,34,42,76,4,2.5,-145,2.5,,,,
104,867,V,SoIllinois,21,34,55,140.5,137,450,72.5,,,,
104,868,H,Drake,41,45,86,11.5,10,-600,1,,,,
104,869,V,Maryland,27,28,55,137.5,135.5,185,70.5,,,,
104,870,H,IndianaU,21,42,63,5.5,5,-215,4.5,,,,
104,871,V,Wyoming,26,35,61,144.5,141.5,135,2,,,,
104,872,H,FresnoState,37,44,81,2,3,-155,75.5,,,,
104,873,V,WestVirginia,35,52,87,1.5,1.5,-130,3.5,,,,
104,874,H,OklahomaState,45,39,84,143.5,143,110,78,,,,
104,875,V,ColoradoState,24,41,65,136,135,370,73,,,,
104,876,H,SanDiegoState,50,28,78,8,9,-440,0.5,,,,
104,307181,V,BostonU,39,44,83,7,10,-600,7,,,,
104,307182,H,HolyCross,44,32,76,140.5,141.5,450,78.5,,,,
104,307183,V,Winthrop,44,41,85,14.5,14.5,-1600,5.5,,,,
104,307184,H,CharlestonSou,32,37,69,151.5,152.5,900,80.5,,,,
104,307187,V,Longwood,32,37,69,138.5,136.5,105,74,,,,
104,307188,H,USCUpstate,30,41,71,3.5,1.5,-125,1,,,,
104,307189,V,Campbell,32,38,70,141.5,138.5,180,72.5,,,,
104,307190,H,GardnerWebb,30,31,61,6,5,-210,5,,,,
104,307191,V,Hampton,34,32,66,134.5,133.5,155,2.5,,,,
104,307192,H,Radford,46,33,79,6.5,3.5,-175,73.5,,,,
104,307195,V,DelawareState,40,38,78,154.5,157,425,82.5,,,,
104,307196,H,CoppinState,35,51,86,9.5,9.5,-550,7,,,,
104,307199,V,JacksonState,27,33,60,5,6.5,-280,1.5,,,,
104,307200,H,AlabamaState,20,24,44,130.5,133.5,240,68.5,,,,
105,601,V,Toledo,38,46,84,1,148,135,0.502,,,,
105,602,H,KentState,44,38,82,144.5,2.5,-155,79,,,,
105,603,V,NoIllinois,31,42,73,134,132,900,72,,,,
105,604,H,Ohio,42,34,76,17,14.5,-1600,4.5,,,,
105,605,V,CentralMichigan,36,33,69,157,159.5,375,85.5,,,,
105,606,H,BowlingGreen,46,44,90,10,9,-450,3.5,,,,
105,607,V,Dayton,27,27,54,10.5,12,-800,7.5,,,,
105,608,H,Fordham,24,31,55,136.5,125.5,550,67,,,,
105,609,V,Vanderbilt,40,34,74,136.5,136,550,74,,,,
105,610,H,Kentucky,33,44,77,13.5,11.5,-800,9,,,,
105,611,V,Davidson,25,36,61,138,2,-135,2,,,,
105,612,H,Duquesne,26,22,48,1,138.5,115,73,,,,
105,613,V,NCState,39,23,70,135.5,136.5,165,73.5,,,,
105,614,H,Clemson,32,30,74,6,4,-185,4,,,,
105,615,V,KansasState,31,40,71,124.5,124.5,1100,67,,,,
105,616,H,TexasTech,36,46,82,16,16,-2500,8,,,,
105,623,V,Florida,32,39,71,154.5,151.5,125,2,,,,
105,624,H,Alabama,39,47,86,2,2,-145,79.5,,,,
105,625,V,IowaState,27,45,72,139,140,650,74.5,,,,
105,626,H,Texas,37,41,78,14,12.5,-1000,5,,,,
105,627,V,NorthCarolina,32,35,67,3.5,3.5,-165,1.5,,,,
105,628,H,MiamiFlorida,30,35,65,142.5,140.5,145,75.5,,,,
105,633,V,Rutgers,22,23,45,153,148.5,140,77,,,,
105,634,H,MichiganState,28,40,68,pk,3,-160,pk,,,,
105,635,V,Connecticut,23,42,65,141,1.5,-125,2.5,,,,
105,636,H,Marquette,31,23,54,2,139,105,72,,,,
105,637,V,Missouri,39,24,63,2,1.5,-130,72.5,,,,
105,638,H,MississippiSt,27,51,78,134.5,135,110,3,,,,
105,639,V,Kansas,49,44,93,4,6,-265,75,,,,
105,640,H,TCU,35,29,64,137.5,138.5,225,1.5,,,,
105,641,V,FlaAtlantic,25,45,70,143,2,-130,2,,,,
105,642,H,JamesMadison,29,50,79,1,145.5,110,75.5,,,,
105,307211,V,HolyCross,38,30,68,145,147,900,77.5,,,,
105,307212,H,BostonU,37,29,66,12.5,14.5,-1600,10,,,,
105,307213,V,Winthrop,41,37,78,14,16,-3000,9,,,,
105,307214,H,CharlestonSou,38,38,76,151,148.5,1200,80,,,,
105,307215,V,Campbell,23,47,70,138.5,136,175,2.5,,,,
105,307216,H,GardnerWebb,45,40,85,5,4.5,-200,73,,,,
105,307219,V,Longwood,24,35,59,136.5,1.5,-115,2.5,,,,
105,307220,H,USCUpstate,30,35,65,2.5,134.5,-105,71.5,,,,
105,307221,V,Hampton,33,32,65,135,138,195,72.5,,,,
105,307222,H,Radford,36,40,76,5,5.5,-230,2.5,,,,
105,307223,V,DelawareState,31,46,77,157.5,161,330,81.5,,,,
105,307224,H,CoppinState,32,49,81,9.5,8,-400,5.5,,,,
106,651,V,St.Josephs,28,29,57,154,149,650,77.5,,,,
106,652,H,St.Bonaventure,32,51,83,12.5,13,-1000,6.5,,,,
106,653,V,Tulsa,26,35,61,126.5,1,-115,67,,,,
106,654,H,SouthFlorida,24,27,51,1,127,-105,0.5,,,,
106,655,V,Pittsburgh,18,45,63,142.5,140,500,72.5,,,,
106,656,H,Syracuse,32,28,60,9,11,-700,4,,,,
106,661,V,RhodeIsland,34,39,73,146,145,175,77.5,,,,
106,662,H,Richmond,35,45,80,6,4.5,-200,3,,,,
106,663,V,VirginiaTech,31,40,71,131.5,132,150,71,,,,
106,664,H,Louisville,36,37,73,5,4,-170,1,,,,
106,671,V,Samford,31,37,68,155.5,156,180,NL,,,,
106,672,H,Chattanooga,34,39,73,7,5,-210,NL,,,,
106,673,V,VaCommonwealth,31,35,66,7.5,5.5,-240,4.5,,,,
106,674,H,GeorgeMason,32,29,61,136.5,138.5,200,73,,,,
106,675,V,Georgetown,34,21,55,140.5,139,170,73,,,,
106,676,H,Butler,27,36,63,5.5,5,-190,5,,,,
106,677,V,Arkansas,40,34,74,140,144,330,77.5,,,,
106,678,H,Tennessee,33,46,79,7,9,-400,8.5,,,,
106,679,V,Georgia,42,38,92,158,160,330,86,,,,
106,680,H,LSU,42,38,94,10,8,-400,5,,,,
106,683,V,NCGreensboro,35,49,84,138.5,140,105,1.5,,,,
106,684,H,Wofford,43,32,75,2.5,1.5,-125,76,,,,
106,685,V,WichitaState,31,32,63,134.5,134.5,550,71,,,,
106,686,H,HoustonU,25,45,70,10.5,11,-800,9,,,,
106,687,V,St.Johns,27,34,61,156.5,155,245,80.5,,,,
106,688,H,Xavier,27,42,69,7.5,6.5,-290,4,,,,
106,689,V,BostonCollege,43,39,82,149.5,150,550,80,,,,
106,690,H,Duke,35,48,83,13.5,11.5,-800,10,,,,
106,691,V,Minnesota,26,31,57,151.5,148.5,270,77.5,,,,
106,692,H,Michigan,32,50,82,6,8,-330,3,,,,
106,693,V,SetonHall,26,27,53,149.5,148.5,200,78,,,,
106,694,H,Creighton,37,52,89,5,6,-240,0.5,,,,
106,695,V,Oklahoma,25,36,61,150.5,150,525,78.5,,,,
106,696,H,Baylor,42,34,76,11.5,11,-750,2.5,,,,
106,697,V,TexasA&M,27,27,54,137.5,135.5,135,73,,,,
106,698,H,SouthCarolina,33,45,78,4,3,-155,pk,,,,
106,699,V,Auburn,29,32,61,138.5,140.5,260,75.5,,,,
106,700,H,Mississippi,43,29,72,5,7.5,-310,1,,,,
106,701,V,WakeForest,39,22,61,124.5,123,850,68.5,,,,
106,702,H,Virginia,34,36,70,13,14.5,-1500,10,,,,
106,703,V,UtahState,41,36,77,12,12.5,-1000,2,,,,
106,704,H,NewMexico,18,27,45,139,137.5,650,72.5,,,,
106,705,V,AirForce,31,28,59,130.5,132.5,1400,72,,,,
106,706,H,BoiseState,39,39,78,19.5,19,-4000,9.5,,,,
106,307001,V,IncarnateWord,34,41,75,147.5,147,260,77,,,,
106,307002,H,NorthwesternSt,26,41,67,7.5,7,-310,5.5,,,,
106,307003,V,SamHoustonSt,37,33,70,3,5,-210,76.5,,,,
106,307004,H,SELouisiana,19,33,52,147,149,180,1,,,,
106,307005,V,NewOrleansU,41,38,79,149.5,152.5,260,82,,,,
106,307006,H,CentralArkansas,38,45,83,8.5,7,-310,5,,,,
106,307007,V,AbileneChristian,38,28,66,16.5,15,-2000,6.5,,,,
106,307008,H,HoustonBaptist,26,37,63,149.5,151.5,1000,80,,,,
106,307009,V,Lamar,33,36,69,142.5,147,275,78,,,,
106,307010,H,NichollsState,29,47,76,8,8,-335,7,,,,
107,723,V,TennesseeTech,28,26,54,132,133,170,70.5,,,,
107,724,H,MoreheadState,25,32,57,5,4,-190,3,,,,
107,725,V,SEMissouriSt,35,31,66,144.5,145.5,950,77,,,,
107,726,H,Belmont,33,44,77,17,15,-1800,10.5,,,,
107,727,V,Northeastern,29,39,81,138,138.5,190,2.5,,,,
107,728,H,Hofstra,46,22,78,3.5,5,-220,75,,,,
107,729,V,Iowa,44,45,89,4.5,5.5,-240,80.5,,,,
107,730,H,Maryland,26,41,67,155,152.5,200,2,,,,
107,731,V,IndianaU,24,37,73,128.5,128,340,67.5,,,,
107,732,H,Wisconsin,29,32,80,7.5,9,-410,4,,,,
107,733,V,Cincinnati,32,44,76,143,142,195,77,,,,
107,734,H,SMU,37,32,69,6,5.5,-230,1.5,,,,
107,735,V,JacksonvilleSt,28,34,66,145,147.5,135,76,,,,
107,736,H,EasternKentucky,29,33,69,5,3,-155,2,,,,
107,737,V,IdahoState,27,46,73,134,133,125,70.5,,,,
107,738,H,NorthernArizona,30,39,69,2,3,-145,0.5,,,,
