Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H,,,,
118,875,V,FloridaState,42,36,78,141,141.5,145,75.5,,,,
118,876,H,Louisville,28,37,65,1.5,4,-165,5.5,,,,
118,877,V,Wyoming,38,39,77,137.5,3.5,-180,71.5,,,,
118,878,H,AirForce,23,35,58,pk,135.5,160,2.5,,,,
118,879,V,Kansas,28,41,69,141,140,375,74.5,,,,
118,880,H,Baylor,41,36,77,9,8.5,-450,2,,,,
118,881,V,NewMexico,28,18,46,138,137.5,600,NL,,,,
118,882,H,UNLV,27,26,53,12,11.5,-900,NL,,,,
118,883,V,SacramentoState,29,41,70,125,123.5,105,66.5,,,,
118,884,H,IdahoState,29,36,65,1,1.5,-125,1,,,,
118,307191,V,ArkPineBluff,25,23,48,148,142,145,73.5,,,,
118,307192,H,AlcornState,34,48,82,4.5,3.5,-165,pk,,,,
118,307193,V,MissValleySt,38,23,61,141.5,142.5,1800,76.5,,,,
118,307194,H,Southern,51,51,102,21,23.5,-8000,10.5,,,,
118,307195,V,Grambling,22,28,50,135.5,138.5,175,70.5,,,,
118,307196,H,PrairieViewA&M,29,30,59,5,4.5,-200,1,,,,
119,601,V,NCWilmington,36,38,74,1,3,-160,1,,,,
119,602,H,Towson,32,46,78,143.5,145.5,140,76.5,,,,
119,603,V,Buffalo,26,55,81,158.5,164,160,2.5,,,,
119,604,H,KentState,47,37,84,2.5,4,-180,85,,,,
119,605,V,Purdue,31,36,67,140,137,195,75,,,,
119,606,H,OhioState,37,28,65,4,5.5,-230,1.5,,,,
119,607,V,KansasState,24,26,50,136.5,136,800,72,,,,
119,608,H,Oklahoma,32,44,76,14.5,14,-1400,6.5,,,,
119,609,V,BallState,36,35,71,3.5,3.5,-165,2,,,,
119,610,H,MiamiOhio,35,46,81,138,137.5,145,74.5,,,,
119,611,V,Maryland,25,38,63,142,141,425,74.5,,,,
119,612,H,Michigan,42,45,87,10,10.5,-550,3,,,,
119,613,V,Butler,35,32,67,136,134.5,110,70,,,,
119,614,H,Depaul,17,36,53,2,2,-130,4.5,,,,
119,615,V,MiamiFlorida,22,35,57,142,142,190,1.5,,,,
119,616,H,Syracuse,36,47,83,6,5,-220,74,,,,
119,617,V,Akron,28,41,69,150,153,200,79,,,,
119,618,H,BowlingGreen,21,36,57,5,5.5,-240,5,,,,
119,619,V,Tennessee,27,22,49,3.5,8.5,-380,8,,,,
119,620,H,Florida,38,37,75,137,136,320,73,,,,
119,621,V,SouthCarolina,34,36,70,144,146.5,200,79,,,,
119,622,H,Missouri,45,36,81,5.5,5.5,-240,0.5,,,,
119,623,V,CentralMichigan,33,39,72,157.5,157.5,900,84,,,,
119,624,H,Toledo,42,47,89,14.5,14.5,-1600,6,,,,
119,627,V,USC,23,33,56,9.5,10,-500,9.5,,,,
119,628,H,OregonState,31,27,58,138.5,137.5,400,72,,,,
119,631,V,SEMissouriSt,35,28,63,135.5,135,160,73,,,,
119,632,H,TennesseeState,30,29,59,4,4,-180,3.5,,,,
119,633,V,PennState,28,37,65,152.5,154,400,80.5,,,,
119,634,H,Illinois,42,37,79,8,10,-500,2.5,,,,
119,635,V,ColoradoState,29,35,64,138,141,280,75.5,,,,
119,636,H,UtahState,44,39,83,6.5,7.5,-340,0.5,,,,
119,637,V,SetonHall,35,39,74,140.5,140,350,75,,,,
119,638,H,Villanova,38,38,76,9.5,9,-420,4.5,,,,
119,639,V,Duke,34,39,73,2.5,4.5,-190,5,,,,
119,640,H,Pittsburgh,43,36,79,141.5,144,170,78.5,,,,
119,641,V,Alabama,60,45,105,162.5,1,-110,86,,,,
119,642,H,LSU,32,43,75,1.5,164.5,-110,4.5,,,,
119,643,V,Mississippi,29,35,64,132.5,130,120,67.5,,,,
119,644,H,MississippiSt,21,25,46,2.5,2,-140,3,,,,
119,645,V,SanDiego,36,25,69,133.5,135.5,375,73,,,,
119,646,H,LoyolaMarymount,33,28,72,9,9.5,-450,7.5,,,,
119,307003,V,HighPoint,21,33,54,132.5,1.5,-120,2.5,,,,
119,307004,H,Longwood,44,31,75,1.5,132.5,100,70.5,,,,
119,307005,V,Winthrop,35,37,72,15.5,16.5,-3000,8,,,,
119,307006,H,Presbyterian,28,30,58,147.5,148,1200,77,,,,
119,307007,V,NCAsheville,38,41,79,146.5,1,-120,0.5,,,,
119,307008,H,GardnerWebb,36,39,75,4,148,100,78,,,,
119,307011,V,Radford,25,41,97,131,2,-125,3.5,,,,
119,307012,H,Campbell,36,30,91,1,129,105,69,,,,
120,661,V,Fordham,29,29,58,122,122,1300,66.5,,,,
120,662,H,Davidson,38,35,73,17,18.5,-3500,8.5,,,,
120,663,V,ETennesseeSt,27,32,59,1,147,-115,1,,,,
120,664,H,WesternCarolina,28,20,48,145.5,pk,-105,76.5,,,,
120,669,V,VaCommonwealth,40,14,54,137.5,140,125,74.5,,,,
120,670,H,St.Bonaventure,25,45,70,2.5,2.5,-145,4.5,,,,
120,671,V,RhodeIsland,44,25,69,3.5,4.5,-190,74.5,,,,
120,672,H,Duquesne,31,40,71,136.5,136,170,1,,,,
120,673,V,Clemson,35,30,65,129.5,2,-135,3.5,,,,
120,674,H,GeorgiaTech,44,39,83,pk,128,115,70,,,,
120,677,V,Mercer,52,31,83,5.5,8,-360,1,,,,
120,678,H,TheCitadel,38,25,63,174.5,175,300,92,,,,
120,679,V,LoyolaChicago,37,38,75,11.5,11.5,-700,3,,,,
120,680,H,Valparaiso,16,23,39,132.5,131.5,500,69.5,,,,
120,681,V,Furman,40,33,73,9,11.5,-700,5,,,,
120,682,H,VMI,34,40,74,157,161,500,83.5,,,,
120,683,V,St.Josephs,34,35,85,148,147.5,320,77.5,,,,
120,684,H,GeorgeMason,30,39,87,6,8.5,-380,7,,,,
120,687,V,Kentucky,27,35,62,2,4,-180,4.5,,,,
120,688,H,Georgia,30,33,63,144.5,147,160,76.5,,,,
120,691,V,WakeForest,33,40,73,142,142.5,475,76,,,,
120,692,H,NorthCarolina,31,49,80,11.5,11,-650,7,,,,
120,693,V,Tulsa,19,40,59,122.5,125.5,575,68.5,,,,
120,694,H,HoustonU,45,41,86,12,12.5,-850,2.5,,,,
120,699,V,Chattanooga,25,45,70,1.5,2,-125,0.5,,,,
120,700,H,Samford,22,42,64,154,153,105,76.5,,,,
120,701,V,Colorado,40,40,80,12.5,12.5,-850,6.5,,,,
120,702,H,WashingtonU,36,48,84,140.5,143.5,575,77.5,,,,
120,703,V,Providence,39,35,74,146.5,146.5,425,79,,,,
120,704,H,Creighton,34,36,70,9.5,10.5,-550,8,,,,
120,707,V,Auburn,43,30,73,154.5,161.5,220,85.5,,,,
120,708,H,Arkansas,31,44,75,6.5,6,-260,5.5,,,,
120,709,V,Bradley,31,25,56,7.5,8.5,-440,6,,,,
120,710,H,IllinoisState,30,41,71,139.5,140,370,74.5,,,,
120,711,V,Northwestern,34,18,52,136.5,135,525,73,,,,
120,712,H,Wisconsin,41,27,68,10,11.5,-750,5,,,,
120,713,V,FresnoState,30,21,51,139,138.5,750,74.5,,,,
120,714,H,BoiseState,28,45,73,14.5,14.5,-1200,9.5,,,,
120,307021,V,Winthrop,37,41,78,16,16,-2000,7.5,,,,
120,307022,H,Presbyterian,28,38,66,146,144.5,1000,76.5,,,,
120,307023,V,HighPoint,32,22,54,132,1.5,-115,2,,,,
120,307024,H,Longwood,33,34,67,2,132.5,-105,72,,,,
120,307025,V,NCAsheville,28,29,57,149,147.5,105,1.5,,,,
120,307026,H,GardnerWebb,47,37,84,2,1.5,-125,80,,,,
120,307029,V,NorthwesternSt,30,44,74,149.5,150.5,1100,78.5,,,,
120,307030,H,StephenF.Austin,39,47,86,13,17,-2500,8.5,,,,
120,307031,V,SELouisiana,48,44,92,147,148.5,115,79.5,,,,
120,307032,H,McNeeseState,41,47,88,3,2.5,-135,1.5,,,,
120,307033,V,NichollsState,45,47,92,8,9.5,-500,3.5,,,,
120,307034,H,HoustonBaptist,38,45,83,152.5,156.5,400,84.5,,,,
120,307035,V,TexasA&MCorpus,31,37,68,140.5,140.5,165,1,,,,
120,307036,H,NewOrleansU,48,39,87,4,4.5,-185,76.5,,,,
120,307037,V,AbileneChristian,28,29,57,2.5,3,-155,4,,,,
120,307038,H,SamHoustonSt,39,25,64,139,140.5,135,75,,,,
120,307039,V,Radford,35,32,67,131,2,-140,0.5,,,,
120,307040,H,Campbell,32,29,61,1,129,120,70.5,,,,
121,725,V,EasternMichigan,27,50,77,148.5,151.5,500,78.5,,,,
121,726,H,Buffalo,37,55,92,12,10.5,-700,3.5,,,,
121,727,V,SanJoseState,21,30,51,146,145.5,280,75,,,,
121,728,H,NewMexico,31,36,67,6.5,8,-340,2,,,,
121,731,V,BowlingGreen,32,45,77,5,4.5,-200,5,,,,
121,732,H,MiamiOhio,41,55,96,142.5,144,175,76.5,,,,
121,733,V,CentralMichigan,38,29,67,154.5,153.5,475,83,,,,
121,734,H,Akron,44,37,81,9.5,10.5,-650,4.5,,,,
121,735,V,Rutgers,24,43,67,143,3,-150,4,,,,
121,736,H,PennState,34,41,75,1,145.5,130,76,,,,
121,737,V,SEMissouriSt,29,36,65,127.5,129.5,220,69.5,,,,
121,738,H,MoreheadState,34,42,76,8,6,-260,2,,,,
121,739,V,WichitaState,19,33,52,140.5,139,150,71.5,,,,
121,740,H,MemphisU,25,47,72,2,3.5,-170,0.5,,,,
121,741,V,TennMartin,39,34,73,154,155.5,700,82.5,,,,
121,742,H,EasternKentucky,46,67,113,15.5,13.5,-1100,6.5,,,,
121,743,V,SaintMarysCA,26,39,65,1.5,2.5,-145,1,,,,
121,744,H,LoyolaMarymount,24,37,61,123.5,124,125,67.5,,,,
121,745,V,EasternIllinois,27,39,66,154,153.5,550,78.5,,,,
121,746,H,Belmont,29,50,79,13,11.5,-800,6.5,,,,
121,747,V,MontanaState,31,31,62,5.5,6,-260,2,,,,
121,748,H,NorthernArizona,26,25,51,137,134,220,71.5,,,,
121,749,V,Montana,33,45,78,1,3,-155,65.5,,,,
121,750,H,SacramentoState,25,41,66,120.5,120.5,135,1.5,,,,
121,751,V,E.Washington,38,38,76,3,2.5,-145,4,,,,
121,752,H,No.Colorado,47,31,78,143.5,144.5,125,78,,,,
121,753,V,JacksonvilleSt,38,47,85,131,134.5,260,73.5,,,,
121,754,H,MurrayState,36,46,82,8,7.5,-310,5.5,,,,
121,755,V,TennesseeTech,33,36,69,144,144.5,525,76.5,,,,
121,756,H,AustinPeay,38,34,72,10,12,-750,6,,,,
121,757,V,PortlandU,31,36,67,148,148,1600,78.5,,,,
121,758,H,BYU,37,58,95,22.5,23,-6000,11.5,,,,
121,759,V,Pacific,20,48,68,139,139,150,3,,,,
121,760,H,Pepperdine,44,41,85,1.5,3,-170,74,,,,
121,761,V,IndianaU,31,50,81,152.5,150.5,450,79.5,,,,
121,762,H,Iowa,37,32,69,10,10,-600,4.5,,,,
121,763,V,UCLA,32,29,61,9.5,9,-450,7.5,,,,
121,764,H,California,36,21,57,135.5,132.5,375,72,,,,
121,765,V,Arizona,35,49,84,3,2.5,-145,79.5,,,,
121,766,H,ArizonaState,30,52,82,156.5,154,125,0.5,,,,
121,767,V,SouthernUtah,27,40,67,153,153,125,3,,,,
121,768,H,WeberState,47,44,91,1,2.5,-145,80.5,,,,
121,769,V,SIUEdwardsville,25,42,67,135.5,136.5,145,73,,,,
121,770,H,TennesseeState,27,38,65,3.5,3.5,-165,1.5,,,,
121,771,V,SanFrancisco,23,50,73,3,4,-180,2.5,,,,
121,772,H,SantaClara,21,29,50,137.5,140.5,160,71.5,,,,
121,773,V,UtahU,43,28,71,3,2.5,-145,72,,,,
121,774,H,WashingtonState,26,30,56,131.5,135.5,125,2,,,,
121,775,V,IdahoState,30,34,64,142,140,135,71.5,,,,
121,776,H,PortlandState,25,32,57,1.5,3,-155,3,,,,
121,777,V,ColoradoState,37,47,84,140,141,320,75.5,,,,
121,778,H,UtahState,35,41,76,8,7.5,-380,6.5,,,,
121,307053,V,FairDickinson,28,23,51,145,141,115,71.5,,,,
121,307054,H,Merrimack,25,37,62,2,2,-135,1.5,,,,
121,307055,V,St.FrancisPA,38,38,76,142,2,-135,77.5,,,,
121,307056,H,SacredHeart,32,26,58,1,144.5,115,1.5,,,,
121,307057,V,MountStMarys,28,39,67,3.5,5.5,-230,3.5,,,,
121,307058,H,CentralConn,33,24,57,131.5,132.5,195,70.5,,,,
122,825,V,WrightState,46,49,95,11.5,15,-1400,5.5,,,,
122,826,H,IUPUI,28,37,65,147,148,800,77.5,,,,
122,827,V,Niagara,31,28,59,130,130.5,105,69.5,,,,
122,828,H,Quinnipiac,27,29,56,1,1,-125,1,,,,
122,829,V,IllinoisChicago,28,39,67,141,1.5,-125,1,,,,
122,830,H,YoungstownState,31,35,66,1.5,141.5,105,76,,,,
122,831,V,IPFW,22,37,59,2,150.5,105,2.5,,,,
122,832,H,WiscGreenBay,35,42,77,156,2,-125,77.5,,,,
122,835,V,GeorgiaState,35,36,71,3,4,-180,4,,,,
122,836,H,AppalachianSt,37,43,80,143,142.5,160,76.5,,,,
122,837,V,Troy,43,38,81,136,138.5,475,75.5,,,,
122,838,H,CoastalCarolina,36,54,90,10,10.5,-650,9,,,,
122,841,V,Marist,26,38,64,135,133,100,2,,,,
122,842,H,Rider,36,40,76,1.5,1,-120,72.5,,,,
122,843,V,Michigan,34,36,70,2,5,-210,73,,,,
122,844,H,Purdue,21,32,53,138.5,140,180,1,,,,
122,847,V,TexasState,27,30,57,6,5,-215,66,,,,
122,848,H,ULMonroe,13,34,47,127.5,125,185,1.5,,,,
122,849,V,ArkansasLR,28,38,66,149,144.5,100,75.5,,,,
122,850,H,UTArlington,23,36,59,pk,1,-120,2,,,,
122,851,V,NorthernKentucky,31,50,81,134.5,135.5,115,73.5,,,,
122,852,H,RobertMorris,33,43,76,1.5,2,-135,0.5,,,,
122,853,V,St.Peter's,29,39,68,132.5,133.5,180,71,,,,
122,854,H,Siena,31,31,62,4.5,5,-210,2.5,,,,
122,855,V,DetroitU,23,58,81,151,151.5,-105,3,,,,
122,856,H,Oakland,48,38,86,2,1,-115,79.5,,,,
122,857,V,Marshall,48,31,79,7,9.5,-500,1,,,,
122,858,H,FloridaIntl,27,39,66,156,157,400,83,,,,
122,859,V,CharlotteU,27,23,53,127.5,126.5,110,67.5,,,,
122,860,H,FlaAtlantic,18,32,66,2,1,-130,2.5,,,,
122,861,V,CalPolySLO,20,29,49,135.5,135.5,1000,71,,,,
122,862,H,CalIrvine,36,32,68,18.5,16,-2000,5,,,,
122,863,V,CalSantaBarb,47,58,105,7,9.5,-500,1.5,,,,
122,864,H,CSNorthridge,28,30,58,146.5,146,400,77.5,,,,
122,865,V,CSBakersfield,20,27,47,122.5,125.5,155,67,,,,
122,866,H,CalRiverside,22,23,45,4,3.5,-175,1.5,,,,
122,867,V,ArkansasState,31,37,68,145.5,148.5,400,78,,,,
122,868,H,ULLafayette,27,54,81,9,9.5,-500,7.5,,,,
122,869,V,SouthernMiss,29,35,64,142.5,141.5,190,75,,,,
122,870,H,TexSanAntonio,34,36,70,4.5,5.5,-220,1.5,,,,
122,871,V,UCDavis,28,41,69,2,2.5,NL,4.5,,,,
122,872,H,UCSanDiego,41,48,89,144.5,144,NL,76.5,,,,
122,873,V,GeorgiaSouthern,32,39,84,141.5,136.5,135,73,,,,
122,874,H,SouthAlabama,31,40,75,3.5,2,-155,2,,,,
122,875,V,Rice,26,42,68,140.5,141.5,425,75,,,,
122,876,H,UAB,35,43,78,10,10,-550,3.5,,,,
122,877,V,Hawaii,35,32,67,2,3.5,-165,4,,,,
122,878,H,CSFullerton,42,41,83,147,148,145,80,,,,
122,879,V,Nevada,21,43,64,3.5,3.5,-170,5,,,,
122,880,H,Wyoming,33,38,71,152.5,148.5,150,76.5,,,,
122,881,V,SouthDakota,28,37,65,8,7,NL,4.5,,,,
122,882,H,WesternIllinois,29,31,60,145.5,147.5,NL,76,,,,
122,883,V,DenverU,27,31,58,138.5,136.5,NL,72,,,,
122,884,H,NorthDakotaState,33,37,70,14,14.5,NL,7.5,,,,
122,885,V,NorthDakota,32,41,73,143,143.5,NL,77.5,,,,
122,886,H,SouthDakotaState,56,36,92,14,14.5,NL,3.5,,,,
122,887,V,WiscMilwaukee,31,22,53,131,135.5,NL,72.5,,,,
122,888,H,ClevelandState,33,31,64,4.5,3.5,NL,1.5,,,,
122,891,V,LouisianaTech,38,36,74,3,1.5,NL,3,,,,
122,892,H,UTEP,50,32,82,136,136.5,NL,75,,,,
122,893,V,GrandCanyon,30,47,77,9.5,12.5,NL,7.5,,,,
122,894,H,DixieState,33,41,74,140.5,141.5,NL,76.5,,,,
122,899,V,SanDiegoState,52,46,98,14,13,NL,2.5,,,,
122,900,H,AirForce,16,45,61,123.5,124.5,NL,66.5,,,,
122,307071,V,St.FrancisPA,24,46,70,143.5,142.5,NL,2.5,,,,
122,307072,H,SacredHeart,35,47,82,1,1.5,NL,74.5,,,,
122,307073,V,MountStMarys,31,33,64,3.5,6.5,NL,3.5,,,,
122,307074,H,CentralConn,29,36,65,134.5,130,NL,68,,,,
122,307075,V,FairDickinson,40,31,71,2.5,135.5,NL,73.5,,,,
122,307076,H,Merrimack,32,44,76,143,4,NL,4.5,,,,
122,307077,V,Jacksonville,33,42,81,138.5,138,NL,73,,,,
122,307078,H,NorthAlabama,38,37,82,4.5,3.5,NL,1,,,,
122,307079,V,Stetson,34,28,62,137.5,134.5,NL,71,,,,
122,307080,H,Bellarmine,27,40,67,4,4,NL,4.5,,,,
122,307081,V,KennesawSt,26,28,54,134.5,137.5,NL,72,,,,
122,307082,H,NorthFlorida,26,43,69,10,7.5,NL,4.5,,,,
122,307083,V,FlaGulfCoast,32,47,79,137.5,139,NL,73.5,,,,
122,307084,H,Lipscomb,36,33,69,6,6.5,NL,3,,,,
123,601,V,Kansas,28,40,68,142,141.5,-120,1,,,,
123,602,H,Oklahoma,29,46,75,1,pk,100,74.5,,,,
123,603,V,NCGreensboro,34,40,74,3,3.5,-165,3,,,,
123,604,H,Chattanooga,37,29,66,137.5,138,145,74,,,,
123,605,V,Auburn,57,52,109,152,153.5,115,85.5,,,,
123,606,H,SouthCarolina,42,44,86,1,2.5,-135,4.5,,,,
123,607,V,VirginiaTech,34,26,60,141,142,100,1,,,,
123,608,H,Syracuse,40,38,78,1.5,1.5,-120,76.5,,,,
123,609,V,WrightState,41,59,100,15.5,15.5,-1500,5,,,,
123,610,H,IUPUI,27,45,72,149,149.5,850,79,,,,
123,611,V,KentState,33,41,74,155,154,150,0.5,,,,
123,612,H,Toledo,41,35,76,6,3.5,-170,81,,,,
123,613,V,HoustonU,36,32,68,13,12,-750,3,,,,
123,614,H,Temple,21,30,51,131,130.5,525,69,,,,
123,615,V,Connecticut,28,38,66,137,138.5,330,73,,,,
123,616,H,Creighton,29,45,74,6,9,-400,5.5,,,,
123,617,V,JamesMadison,31,32,63,142,144.5,185,76.5,,,,
123,618,H,Northeastern,37,35,72,7.5,5.5,-215,1,,,,
123,619,V,GeorgeMason,32,39,71,1.5,5,-200,0.5,,,,
123,620,H,St.Josephs,24,38,62,147,146,175,76,,,,
123,621,V,Delaware,35,35,70,139,140.5,160,75.5,,,,
123,622,H,NCWilmington,39,38,77,4.5,4.5,-180,1.5,,,,
123,623,V,Arkansas,45,47,92,8,8.5,-450,2.5,,,,
123,624,H,Vanderbilt,35,36,71,152,153.5,375,81.5,,,,
123,625,V,Maryland,36,27,63,146,144.5,200,76,,,,
123,626,H,Minnesota,27,22,49,6,5.5,-240,5,,,,
123,627,V,VMI,38,42,80,159.5,158,330,83,,,,
123,628,H,Mercer,45,38,83,7.5,8.5,-400,3,,,,
123,629,V,WeberState,34,38,72,154,1.5,-120,1,,,,
123,630,H,SouthernUtah,38,39,77,1,154,100,81.5,,,,
123,631,V,NCState,33,43,76,146,149.5,220,79.5,,,,
123,632,H,NorthCarolina,43,43,86,5,6,-260,1.5,,,,
123,633,V,E.Washington,27,55,82,3,4.5,-180,5,,,,
123,634,H,No.Colorado,30,46,76,145,149,160,76.5,,,,
123,635,V,Marshall,43,46,89,9.5,9,-450,3.5,,,,
123,636,H,FloridaIntl,36,36,72,154.5,154.5,375,82.5,,,,
123,637,V,Towson,35,23,58,142.5,140.5,210,74.5,,,,
123,638,H,Hofstra,32,39,71,6,6,-250,4.5,,,,
123,639,V,SMU,32,46,78,3,5,-190,3.5,,,,
123,640,H,CentralFlorida,33,32,65,139,141,170,74,,,,
123,641,V,Baylor,32,49,81,8.5,11.5,-700,9,,,,
123,642,H,OklahomaState,36,30,66,147,144,500,76.5,,,,
123,643,V,Florida,42,50,92,6,4,-180,1.5,,,,
123,644,H,Georgia,39,45,84,152.5,151.5,160,82,,,,
123,645,V,MontanaState,25,33,58,5.5,5,-220,4,,,,
123,646,H,NorthernArizona,26,27,53,133.5,133,190,70,,,,
123,647,V,SanJoseState,33,50,83,141,141,425,75.5,,,,
123,648,H,NewMexico,35,36,71,6.5,9.5,-550,5.5,,,,
123,649,V,Montana,30,38,83,2,3,-145,0.5,,,,
123,650,H,SacramentoState,25,43,89,123.5,122.5,125,65,,,,
123,651,V,Providence,27,29,56,138.5,140.5,475,74,,,,
123,652,H,Villanova,24,47,71,10,11.5,-650,8,,,,
123,653,V,LaSalle,39,45,84,144,143,850,77,,,,
123,654,H,Richmond,40,38,78,14,14.5,-1500,8.5,,,,
123,655,V,Clemson,24,37,61,136,136,240,1.5,,,,
123,656,H,FloridaState,42,38,80,6.5,6.5,-280,73,,,,
123,661,V,Troy,36,29,65,143.5,142,425,75,,,,
123,662,H,CoastalCarolina,25,45,70,10.5,10,-550,10,,,,
123,663,V,IdahoState,26,17,43,1,135,130,2,,,,
123,664,H,PortlandState,37,32,69,138,2.5,-150,73,,,,
123,665,V,TexasA&M,28,22,50,124.5,125.5,320,67.5,,,,
123,666,H,Mississippi,31,30,61,7.5,8.5,-380,4.5,,,,
123,667,V,WestVirginia,31,38,69,12,11,-650,3.5,,,,
123,668,H,KansasState,17,30,47,134,136,475,70.5,,,,
123,669,V,TennMartin,22,22,44,134.5,136.5,525,73,,,,
123,670,H,MoreheadState,32,44,76,13,11.5,-750,4,,,,
123,673,V,CharlotteU,39,35,74,124.5,125,-110,69,,,,
123,674,H,FlaAtlantic,29,42,71,1.5,1,-110,3,,,,
123,675,V,Duke,33,32,65,139,142,120,76,,,,
123,676,H,Louisville,36,34,70,1,2.5,-140,0.5,,,,
123,677,V,Furman,29,33,62,3.5,4.5,-200,3.5,,,,
123,678,H,ETennesseeSt,30,41,71,139.5,141.5,175,74.5,,,,
123,679,V,GeorgiaState,26,35,61,3.5,4,-170,4.5,,,,
123,680,H,AppalachianSt,37,37,74,143.5,143.5,150,75,,,,
123,681,V,SouthernMiss,36,36,72,140,140,200,76,,,,
123,682,H,TexSanAntonio,42,36,78,5.5,5.5,-240,2,,,,
123,683,V,OhioState,32,42,74,133,132,185,70.5,,,,
123,684,H,Wisconsin,25,37,62,4,5.5,-215,5,,,,
123,685,V,WesternCarolina,42,36,78,145,146.5,280,79.5,,,,
123,686,H,Wofford,45,46,91,9.5,7,-340,4,,,,
123,687,V,UtahValley,34,44,78,153.5,154.5,750,82.5,,,,
123,688,H,St.Johns,45,51,96,14.5,14.5,-1200,6,,,,
123,689,V,Niagara,38,31,69,127.5,130.5,100,72,,,,
123,690,H,Quinnipiac,38,40,78,pk,1.5,-120,1,,,,
123,693,V,Dayton,13,30,43,134,135.5,240,1,,,,
123,694,H,VaCommonwealth,33,33,66,3.5,6.5,-280,70.5,,,,
123,695,V,IllinoisChicago,35,42,77,1,141.5,105,2,,,,
123,696,H,YoungstownState,44,41,85,141,1.5,-125,77,,,,
123,697,V,UCLA,27,31,72,5,6,-250,4,,,,
123,698,H,Stanford,27,31,73,137.5,138,210,72,,,,
123,699,V,SIUEdwardsville,22,40,62,149.5,148.5,1100,79,,,,
123,700,H,Belmont,56,58,114,16.5,17.5,-2500,3.5,,,,
123,701,V,EasternIllinois,24,30,54,2,2.5,-145,3,,,,
123,702,H,TennesseeState,30,35,65,140,140,125,74,,,,
123,703,V,TexasState,41,28,69,6.5,6.5,-260,2.5,,,,
123,704,H,ULMonroe,36,27,63,123,125.5,220,69.5,,,,
123,705,V,ArkansasLR,26,35,61,1,1,-125,3.5,,,,
123,706,H,UTArlington,36,30,66,142.5,142.5,105,75,,,,
123,707,V,Rice,39,35,74,142,142.5,400,78,,,,
123,708,H,UAB,50,36,86,9.5,10,-500,3,,,,
123,709,V,NorthernKentucky,34,32,79,137.5,137.5,105,1,,,,
123,710,H,RobertMorris,38,28,74,1.5,1.5,-125,73,,,,
123,711,V,WesternKentucky,38,44,82,9,10.5,-550,4,,,,
123,712,H,MiddleTennSt,30,37,67,137.5,136.5,425,73,,,,
123,713,V,DetroitU,37,45,82,153,1.5,-125,80,,,,
123,714,H,Oakland,34,38,72,2,150.5,105,pk,,,,
123,715,V,WiscMilwaukee,23,50,81,131,131.5,150,1.5,,,,
123,716,H,ClevelandState,34,39,80,4,3,-170,69.5,,,,
123,717,V,ArkansasState,29,45,74,148,146.5,425,77.5,,,,
123,718,H,ULLafayette,41,36,77,10,10,-550,3,,,,
123,719,V,IPFW,33,39,72,150,149,115,1.5,,,,
123,720,H,WiscGreenBay,43,44,87,2,2.5,-135,78.5,,,,
123,721,V,JacksonvilleSt,28,48,76,139,140.5,160,74,,,,
123,722,H,AustinPeay,32,38,70,3,4,-180,1,,,,
123,723,V,SanDiego,43,35,78,3,3.5,NL,78.5,,,,
123,724,H,PortlandU,34,36,70,144,146.5,NL,1.5,,,,
123,725,V,GeorgiaSouthern,23,25,48,140.5,137.5,110,3,,,,
123,726,H,SouthAlabama,37,25,62,2,2,-130,73,,,,
123,727,V,Akron,31,48,79,6.5,7.5,-340,8,,,,
123,728,H,WesternMichigan,38,30,68,133.5,138,280,74,,,,
123,729,V,UCDavis,32,46,78,148,150,110,77.5,,,,
123,730,H,UCSanDiego,27,44,71,pk,2,-130,2.5,,,,
123,731,V,MiamiOhio,42,43,85,137,1.5,-125,73.5,,,,
123,732,H,EasternMichigan,23,40,63,1,137,105,3,,,,
123,735,V,MississippiSt,35,38,73,147.5,149,425,79,,,,
123,736,H,Alabama,40,41,81,13,9.5,-550,4.5,,,,
123,737,V,LSU,36,33,69,145,146.5,110,3,,,,
123,738,H,Kentucky,49,33,82,1,1.5,-130,79.5,,,,
123,739,V,Depaul,30,38,68,144,142.5,330,75,,,,
123,740,H,Marquette,24,37,61,8.5,9,-400,8,,,,
123,741,V,Valparaiso,36,33,69,139,139.5,115,74,,,,
123,742,H,IllinoisState,23,37,60,1,2,-135,3.5,,,,
123,743,V,Pittsburgh,45,30,75,4,2.5,-135,77,,,,
123,744,H,WakeForest,38,38,76,142,141,115,1.5,,,,
123,745,V,Marist,51,25,76,134,134.5,105,73.5,,,,
123,746,H,Rider,22,45,67,2.5,1.5,-125,4.5,,,,
123,747,V,SantaClara,33,39,72,130,132.5,160,71.5,,,,
123,748,H,LoyolaMarymount,34,35,69,3.5,4.5,-180,2,,,,
123,749,V,Northwestern,33,45,78,146,147,190,77,,,,
123,750,H,PennState,38,43,81,6,5.5,-220,2,,,,
123,751,V,St.Peter's,18,22,40,132,131,165,67.5,,,,
123,752,H,Siena,18,29,47,4,4,-185,3,,,,
123,753,V,CalPolySLO,23,21,44,131,132,1000,69,,,,
123,754,H,CalIrvine,28,39,67,17,16.5,-2000,8.5,,,,
123,755,V,CalSantaBarb,36,44,80,12,12,NL,5.5,,,,
123,756,H,CSNorthridge,30,36,66,147.5,149.5,NL,78.5,,,,
123,757,V,CSBakersfield,32,31,63,121.5,122.5,NL,67,,,,
123,758,H,CalRiverside,31,39,70,2.5,3.5,NL,3,,,,
