Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1113,761,V,WiscGreenBay,38,36,89,136.5,144,290,76.5
1113,762,H,Stanford,28,46,93,7,8,-360,6.5
1113,763,V,Pacific,24,37,61,137.5,137.5,NL,73
1113,764,H,Arizona,41,38,79,23,23.5,NL,9.5
1113,765,V,CalPolySLO,40,32,72,134.5,138.5,240,75.5
1113,766,H,UNLV,37,37,74,6,7,-290,6
1113,767,V,CSFullerton,31,43,74,135,139.5,115,1
1113,768,H,LoyolaMarymount,41,38,79,3.5,2,-135,77
1113,769,V,Pepperdine,38,28,66,136.5,137,125,74.5
1113,770,H,FresnoState,30,39,69,2,2.5,-145,4
1113,771,V,IllinoisState,34,26,60,129,128,395,71
1113,772,H,SanDiegoState,37,34,71,9,9.5,-520,4.5
1113,773,V,Texas,34,37,71,11,11,-700,7
1113,774,H,WashingtonU,34,43,77,143,150.5,550,79.5
1113,775,V,Rice,31,34,65,135.5,137,NL,NL
1113,776,H,California,47,50,97,14.5,16.5,NL,NL
1113,777,N,SouthDakota,32,37,69,136,135,240,71.5
1113,778,N,WrightState,30,47,77,5.5,6.5,-290,5.5
1113,779,V,CSNorthridge,40,31,71,136.5,134.5,415,74
1113,780,H,NoIllinois,46,37,83,10,9.5,-540,4
1113,781,N,WiscMilwaukee,35,36,71,3.5,5,-210,2
1113,782,N,DenverU,30,28,58,130.5,129.5,180,70.5
1113,783,V,Lipscomb,27,22,65,144,145,285,75.5
1113,784,H,SantaClara,25,24,63,9,7.5,-355,5.5
1113,785,N,CoastalCarolina,23,33,56,3,2.5,-145,0.5
1113,786,N,Nevada,21,52,73,138.5,140,125,73
1113,787,V,MontanaState,27,49,76,145.5,148.5,925,NL
1113,788,H,Hawaii,48,39,87,14.5,14.5,-1325,NL
1113,789,V,EasternIllinois,17,32,49,NL,149.5,NL,77.5
1113,790,H,IndianaU,49,39,88,22,25,NL,9
1113,791,V,TennesseeChat,39,35,92,NL,135.5,500,72.5
1113,792,H,Georgia,31,43,90,12,10.5,-650,9
1113,793,V,WesternCarolina,22,50,72,NL,131.5,NL,72
1113,794,H,Cincinnati,42,55,97,19,20.5,NL,7
1113,795,V,SEMissouriSt,16,37,53,NL,140,NL,74
1113,796,H,Dayton,46,38,84,15.5,19,NL,6.5
1113,797,V,IUPUI,38,34,72,NL,134.5,320,73
1113,798,H,IndianaState,32,38,70,9.5,8,-400,8
1113,799,V,Siena,27,47,74,153.5,155.5,NL,81
