Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1106,709,V,Towson,19,23,42,130,129,6500,67
1106,710,H,Virginia,28,45,73,25,26,-16500,11
1106,711,V,WiscMilwaukee,37,16,53,146,147.5,1025,78
1106,712,H,BostonCollege,27,46,73,17,16,-1550,12.5
1106,713,V,YoungstownState,24,29,53,144,154.5,700,79
1106,714,H,Pittsburgh,27,42,69,14,13.5,-1100,7.5
1106,715,V,IllinoisChicago,23,44,67,148,147,525,0.5
1106,716,H,NotreDame,46,38,84,16,11.5,-750,78
1106,717,V,DetroitU,28,48,76,153,153.5,525,80.5
1106,718,H,WesternMichigan,45,44,89,12.5,11.5,-750,2.5
1106,719,V,ClevelandState,31,32,63,145.5,148,1750,79
1106,720,H,Davidson,42,41,83,18.5,18.5,-3500,7
1106,721,V,Pennsylvania,33,39,72,148,146,175,78.5
1106,722,H,GeorgeMason,37,34,71,3.5,4.5,-210,2.5
1106,723,V,IndianaState,32,37,69,149,147.5,250,77
1106,724,H,BallState,32,54,86,6.5,7,-300,4
1106,725,V,SouthAlabama,33,25,58,156.5,160,1750,85.5
1106,726,H,Auburn,52,49,101,21,20.5,-3500,6.5
1106,727,V,LaSalle,28,39,67,146,146.5,310,76.5
1106,728,H,Temple,28,47,75,10,8,-370,5
1106,729,V,Delaware,27,40,67,143.5,144,1925,76
1106,730,H,Maryland,44,29,73,18.5,20.5,-3850,7.5
1106,731,V,LouisianaTech,39,32,71,150.5,146.5,415,77
1106,732,H,WichitaState,29,29,58,10.5,9.5,-525,7.5
1106,733,V,IUPUI,34,35,69,145.5,148,1315,78.5
1106,734,H,Xavier,37,45,82,20.5,18,-2200,9
1106,735,V,CSFullerton,31,52,94,153.5,157,650,82.5
1106,736,H,ArizonaState,34,49,102,11.5,12.5,-1000,7
1106,737,V,Florida,20,40,60,150.5,150,180,1
1106,738,H,FloridaState,31,50,81,4,4.5,-220,78.5
1106,739,V,NewMexico,42,45,87,13.5,15.5,-1700,9.5
1106,740,H,CSNorthridge,42,42,84,153.5,158.5,1100,84.5
1106,741,V,CalRiverside,27,32,59,139.5,140.5,1375,73.5
1106,742,H,OregonState,28,44,72,18.5,18.5,-2400,10.5
1106,743,V,SanFrancisco,46,30,76,138,137,103,73
1106,744,H,UCDavis,26,16,42,2,1.5,-123,4.5
1106,745,V,CalSantaBarb,39,37,76,154,157.5,215,82.5
1106,746,H,Wyoming,35,31,66,7.5,6,-255,4.5
1106,747,V,WesternKentucky,36,19,55,151,153,380,80
1106,748,H,WashingtonU,27,46,73,5,9.5,-475,7.5
1106,749,V,BYU,34,36,70,152.5,158,600,NL
1106,750,H,Nevada,34,52,86,12.5,12,-900,NL
1106,751,N,MichiganState,36,51,87,152,153.5,180,1.5
1106,752,N,Kansas,50,42,92,6,4.5,-220,83
1106,753,N,Duke,59,59,118,155,159.5,120,88
1106,754,N,Kentucky,42,42,84,1,2.5,-140,4.5
1106,755,V,Siena,34,33,67,138,143,1750,76.5
1106,756,H,Providence,50,27,77,18.5,19.5,-3500,6.5
1106,757,V,Rider,34,36,70,147,147.5,290,79
1106,758,H,CentralFlorida,43,41,84,6,7.5,-350,1.5
1106,759,V,Chattanooga,41,39,80,146.5,134,185,71
1106,760,H,CharlotteU,28,41,69,5.5,5,-225,6
1106,761,V,TheCitadel,40,40,80,160.5,170,8000,91.5
1106,762,H,Clemson,49,51,100,25,28,-21500,12.5
1106,763,V,Fairfield,27,30,57,150,148.5,2000,79
1106,764,H,Purdue,44,46,90,21,20,-4000,7.5
1106,765,V,E.Washington,10,24,34,134.5,137,1500,68
1106,766,H,Syracuse,28,38,66,18,18,-3000,6
1106,767,V,ETennesseeSt,29,39,68,142,143.5,260,77
1106,768,H,GeorgiaState,32,42,74,7,7,-320,3.5
1106,769,V,NorthCarolina,33,45,78,10,10,-535,4
1106,770,H,Wofford,26,41,67,154.5,158,420,81.5
1106,771,V,Mercer,25,42,67,144,141.5,255,74.5
1106,772,H,UAB,32,43,75,7.5,7.5,-310,2.5
1106,773,V,TennesseeTech,31,30,61,148,159.5,1150,83.5
1106,774,H,MemphisU,46,30,76,14,16.5,-1800,5.5
1106,775,V,NebraskaOmaha,31,45,76,157.5,160.5,925,84.5
1106,776,H,MinnesotaU,50,54,104,15,14.5,-1400,4
1106,777,V,OralRoberts,28,22,50,142,142,240,75.5
1106,778,H,MissouriSt,44,40,84,6,7,-280,pk
1106,779,V,SEMissouriSt,24,41,65,144,144.5,2625,76.5
1106,780,H,SaintLouis,40,35,75,19,21,-5500,7.5
1106,781,V,Pacific,40,34,74,7,7.5,-330,76
1106,782,H,SIUEdwardsville,21,44,65,146,146.5,270,pk
1106,783,V,EasternIllinois,28,31,59,137.5,141,5000,74
1106,784,H,Texas,38,33,71,25,23,-12500,11.5
1106,785,V,WesternIllinois,41,26,67,149.5,153,2125,81.5
1106,786,H,Creighton,43,35,78,20,20.5,-4250,12
1106,787,V,Elon,32,30,62,1,1.5,-123,72.5
1106,788,H,Manhattan,21,35,56,142,141.5,103,2.5
1106,789,V,IPFW,31,40,71,161,165,575,87.5
1106,790,H,UCLA,48,48,96,13.5,13.5,-850,3.5
1106,791,V,UtahState,50,51,101,2.5,4,-190,81
1106,792,H,MontanaState,34,37,71,155,152.5,165,1.5
1106,793,V,IdahoU,34,34,68,139.5,138.5,950,74.5
1106,794,H,CalIrvine,30,56,86,10.5,15,-1450,11.5
1106,795,V,WeberState,32,34,66,145.5,148,195,76.5
1106,796,H,SanDiego,25,58,83,4,5,-235,5.5
1106,797,V,PortlandState,29,28,57,156.5,157.5,2625,82
1106,798,H,Oregon,45,39,84,20,23.5,-5500,9.5
1106,799,V,IdahoState,42,37,79,153,154,11000,83.5
1106,800,H,Gonzaga,60,60,120,27.5,29.5,-33000,12.5
1106,307001,V,St.FrancisPA,34,33,67,NL,161.5,NL,83.5
1106,307002,H,Buffalo,42,40,82,NL,14.5,NL,6.5
1106,307003,V,Navy,20,24,44,NL,131,925,71
1106,307004,H,OldDominion,35,32,67,NL,14.5,-1400,6
