Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1109,527,V,MichiganState,33,29,62,8.5,8,-380,8
1109,528,H,Connecticut,40,26,66,132.5,133,310,72
1109,533,V,FresnoState,25,28,53,NL,NL,650,NL
1109,534,H,Texas,25,30,55,12,13.5,-900,8
1109,535,V,MiamiOhio,22,37,59,NL,NL,NL,NL
1109,536,H,NCState,41,56,97,21,19,NL,6
1109,537,V,GeorgiaState,22,33,55,131.5,132,1669,69.5
1109,538,H,Duke,32,42,74,20.5,19.5,-4303,8.5
1109,539,V,Drexel,25,30,62,8,7,-350,3.5
1109,540,H,KentState,23,32,66,NL,NL,290,NL
1109,541,V,Tulane,30,31,61,NL,NL,200,NL
1109,542,H,GeorgiaTech,39,40,79,4,5,-240,1.5
1109,543,V,SouthAlabama,41,35,76,NL,NL,733,NL
1109,544,H,FloridaState,36,35,71,14,12.5,-1000,9
1109,547,V,Virginia,25,34,59,3,NL,-140,1
1109,548,H,GeorgeMason,28,35,63,NL,pk,120,NL
1109,549,V,NorthTexas,25,26,51,NL,NL,450,NL
1109,550,H,Creighton,39,32,71,11.5,11,-600,3
1109,551,V,CalPolySLO,21,25,46,NL,NL,170,NL
1109,552,H,TCU,20,33,53,2,5,-200,3
1109,553,V,LouisianaTech,25,34,59,131.5,133.5,300,70
1109,554,H,TexasA&M,30,41,71,7.5,7.5,-360,3.5
1109,555,V,MississippiSt,22,31,53,NL,5.5,-240,5
1109,556,H,Troy,32,24,56,NL,NL,200,NL
1109,557,V,Fordham,34,42,76,NL,NL,110,0.5
1109,558,H,TexasState,41,45,86,2,2,-130,NL
1109,559,V,Toledo,28,22,50,NL,NL,155,NL
1109,560,H,LoyolaChicago,36,26,62,pk,4.5,-175,0.5
1109,561,V,CalSantaBarb,32,31,63,NL,NL,400,NL
1109,562,H,LSU,41,36,77,8,9.5,-500,3
1109,563,V,Maryland,36,33,69,135,135,450,73
1109,564,H,Kentucky,49,23,72,12,10.5,-600,2.5
1109,565,V,UCDavis,32,33,65,NL,NL,NL,NL
1109,566,H,OklahomaState,37,36,73,21.5,19.5,NL,9.5
1109,567,V,CalRiverside,28,31,59,NL,NL,NL,NL
1109,568,H,Depaul,39,52,91,18,18.5,NL,8
1109,569,V,Pepperdine,38,37,75,NL,NL,140,NL
1109,570,H,CSNorthridge,33,48,81,5.5,3.5,-160,3
1109,571,V,WrightState,40,40,80,NL,NL,400,NL
1109,572,H,IdahoU,29,41,70,10,9.5,-500,8.5
1109,573,V,IndianaState,27,32,59,131.5,133,844,71
1109,574,H,UCLA,36,50,86,15.5,14,-1250,6
1109,575,V,Stanford,32,42,74,13,12,-825,6.5
1109,576,H,SanFrancisco,31,31,62,NL,NL,629,NL
1109,577,V,Wofford,23,36,59,NL,NL,1023,NL
1109,578,H,Colorado,34,40,74,16.5,15.5,-1600,6
1109,579,V,St.Peter's,22,34,56,NL,NL,1063,NL
1109,580,H,Rutgers,22,30,52,17.5,16,-1800,9.5
1109,581,V,Towson,14,44,58,NL,NL,689,NL
1109,582,H,CollCharleston,40,35,75,16,12.5,-925,2.5
1109,583,V,UMKC,22,14,36,NL,NL,1212,NL
1109,584,H,SetonHall,34,41,75,17.5,15,-2200,6
