0,Sacramento State,75,Eastern Washington,78,20230107,+4.5
0,Washington State,74,Arizona,61,20230107,+10.5
0,Alabama A&M,76,Alcorn State,89,20230107,+5.5
0,Missouri State,61,Belmont,74,20230107,+2.5
0,Lipscomb,44,Jacksonville,51,20230107,+4.5
0,Portland State,74,Idaho,58,20230107,-1.5
0,Syracuse,66,Virginia,73,20230107,+11.5
0,Delaware,64,Charleston,75,20230107,+15.5
0,Arkansas State,54,Troy,66,20230107,+10.5
0,Ohio,79,Bowling Green,88,20230107,-3.5
0,Houston Christian,59,New Orleans,82,20230107,+5.5
0,Texas A&M-Corpus Christi,80,Incarnate Word,71,20230107,-8.5
0,Central Arkansas,62,Austin Peay,86,20230107,+6.5
0,Tarleton State,68,Sam Houston State,75,20230107,+9.5
0,North Texas,56,Middle Tennessee,51,20230107,-3.5
0,Kansas State,97,Baylor,95,20230107,+7.5
0,Duquesne,73,Richmond,75,20230107,+3.5
0,LSU,56,Texas A&M,69,20230107,+5.5
0,Murray State,64,Drake,82,20230107,+9.5
0,Princeton,75,Cornell,68,20230107,+3.5
0,Kansas,76,West Virginia,62,20230107,-1.5
0,Dartmouth,70,Brown,77,20230107,+7.5
0,Alabama State,58,Jackson State,61,20230107,+7.5
0,Towson,67,Stony Brook,55,20230107,-5.5
0,Utah State,59,Boise State,82,20230107,+2.5
0,Bethune-Cookman,70,Grambling State,76,20230107,+10.5
0,Florida A&M,66,Southern,84,20230107,+14.5
0,Penn,84,Columbia,55,20230107,-9.5
0,Harvard,54,Yale,58,20230107,+7.5
0,North Florida,57,Florida Gulf Coast,82,20230107,+7.5
0,Southern Utah,74,Abilene Christian,72,20230107,+2.5
0,UAB,87,FIU,90,20230107,-11.5
0,Oregon,70,Utah,60,20230107,+4.5
0,Citadel,57,Wofford,77,20230107,+9.5
0,Prairie View A&M,67,Mississippi Valley State,60,20230107,-9.5
0,Oklahoma,68,Texas Tech,63,20230107,+4.5
0,North Carolina State,73,Virginia Tech,69,20230107,+5.5
0,Utah Valley,75,Texas-Rio Grande Valley,61,20230107,-10.5
0,Pacific,80,Pepperdine,75,20230107,+7.5
0,Kennesaw State,76,Queens (NC,67,20230107,+3.5
0,Montana,79,Northern Colorado,74,20230107,+1.5
0,Kansas City,71,Oral Roberts,74,20230107,+14.5
0,Georgia State,70,Louisiana-Lafayette,78,20230107,+7.5
0,BYU,68,San Diego,48,20230107,-4.5
0,Omaha,68,St. Thomas (MN,80,20230107,+8.5
0,CSUN,45,UC Riverside,68,20230107,+9.5
0,Bakersfield,48,UC Davis,67,20230107,+8.5
0,Appalachian State,71,James Madison,62,20230107,+11.5
0,Stetson,95,North Alabama,85,20230107,-2.5
0,SIUE,69,Southern Indiana,62,20230107,+0.5
0,Butler,51,Seton Hall,76,20230107,+4.5
0,Arkansas,59,Auburn,72,20230107,+2.5
0,Long Beach State,70,UC Irvine,87,20230107,+7.5
0,California Baptist,70,New Mexico State,61,20230107,+4.5
0,Bellarmine,75,Jacksonville State,62,20230107,+1.5
0,Hawaii,72,Cal State Fullerton,79,20230107,-3.5
0,Idaho State,67,Weber State,57,20230107,+8.5
0,Portland,43,Saint Mary's,85,20230107,+17.5
0,UNLV,84,New Mexico,77,20230107,+5.5
0,Oregon State,42,Colorado,62,20230107,+14.5
0,Gonzaga,81,Santa Clara,76,20230107,-7.5
0,San Francisco,72,Loyola Marymount,70,20230107,+2.5
0,Western Michigan,0,Toledo,0,20230107,NL
0,Akron,0,Ball State,0,20230107,NL
0,Vermont,60,New Hampshire,67,20230108,-9.5
0,Iowa,76,Rutgers,65,20230108,+5.5
0,Northwestern,84,Indiana,83,20230108,+6.5
0,Ohio State,73,Maryland,80,20230108,+1.5
0,Liberty,59,Eastern Kentucky,62,20230108,-9.5
0,Bucknell,67,Lafayette,74,20230108,+1.5
0,Loyola Maryland,55,Holy Cross,63,20230108,+1.5
0,Oakland,75,Wright State,73,20230108,+5.5
0,Wichita State,70,South Florida,66,20230108,+2.5
0,UMBC,81,Bryant,73,20230108,+4.5
0,Iona,58,Quinnipiac,81,20230108,-6.5
0,Detroit,76,Northern Kentucky,78,20230108,+6.5
0,Canisius,67,Saint Peter's,60,20230108,+3.5
0,Niagara,59,Manhattan,64,20230108,-3.5
0,Mount St. Mary's,56,Marist,63,20230108,-1.5
0,NJIT,91,Maine,83,20230108,+6.5
0,Lehigh,78,Navy,73,20230108,+9.5
0,Rider,63,Siena,68,20230108,+3.5
0,SMU,53,UCF,85,20230108,+9.5
0,Boston,74,American,76,20230108,+3.5
0,Massachusetts-Lowell,63,Albany,89,20230108,-9.5
0,Houston,72,Cincinnati,59,20230108,-9.5
0,Washington,65,Arizona State,73,20230108,+9.5
0,Purdue,76,Penn State,63,20230108,-5.5
0,Alabama State,76,Alcorn State,92,20230109,+4.5
0,South Carolina State,85,Morgan State,90,20230109,+8.5
0,IUPUI,70,Robert Morris,77,20230109,+15.5
0,Colgate,77,Army,75,20230109,-7.5
0,North Carolina Central,64,Coppin State,59,20230109,-2.5
0,Norfolk State,78,Delaware State,65,20230109,-13.5
0,Howard,73,Maryland Eastern Shore,82,20230109,-1.5
0,EWUN,70,Chicago State,90,20230109,NL
0,Florida A&M,57,Grambling State,62,20230109,+15.5
0,Prairie View A&M,55,UAPB,63,20230109,-3.5
0,Alabama A&M,64,Jackson State,72,20230109,+5.5
0,Texas Southern,67,Mississippi Valley State,71,20230109,-8.5
0,Bethune-Cookman,75,Southern,102,20230109,+8.5
0,Oral Roberts,75,New Mexico,82,20230109,+5.5
0,Butler,61,St. John's,77,20230110,+3.5
0,Buffalo,80,Miami (OH,91,20230110,-3.5
0,Akron,74,Bowling Green,70,20230110,-4.5
0,Ball State,71,Ohio,76,20230110,+1.5
0,Eastern Michigan,79,Western Michigan,85,20230110,+2.5
0,South Carolina,71,Kentucky,68,20230110,+19.5
0,Dayton,82,Fordham,58,20230110,-7.5
0,VCU,78,Loyola Chicago,64,20230110,-3.5
0,Michigan State,69,Wisconsin,65,20230110,-1.5
0,Hartford,73,St. Francis Brooklyn,78,20230110,+8.5
0,Toledo,63,Kent State,75,20230110,+4.5
0,Oklahoma State,57,Kansas State,65,20230110,+4.5
0,Georgia Tech,72,Notre Dame,73,20230110,+5.5
0,Belmont,74,Valparaiso,59,20230110,-4.5
0,Florida,67,LSU,56,20230110,-2.5
0,Central Michigan,54,Northern Illinois,73,20230110,+0.5
0,Temple,76,Tulsa,72,20230110,-3.5
0,Murray State,67,Northern Iowa,75,20230110,+3.5
0,Drake,76,UIC,71,20230110,-11.5
0,Texas Tech,50,Iowa State,84,20230110,+4.5
0,Seton Hall,66,Georgetown,51,20230110,-8.5
0,Air Force,85,Colorado State,74,20230110,+9.5
0,Illinois,76,Nebraska,50,20230110,-3.5
0,Villanova,65,DePaul,75,20230110,-6.5
0,Auburn,82,Ole Miss,73,20230110,-1.5
0,Vanderbilt,68,Tennessee,77,20230110,+16.5
0,North Carolina,58,Virginia,65,20230110,+4.5
0,Oklahoma,75,Kansas,79,20230110,+10.5
0,Fresno State,64,San Jose State,74,20230110,+3.5
0,Wyoming,63,Utah State,83,20230110,+9.5
0,Nevada,65,San Diego State,74,20230110,+9.5
0,Boise State,0,UNLV,0,20230110,NL
0,Vermont,65,Massachusetts-Lowell,80,20230111,+0.5
0,American,60,Army,72,20230111,+1.5
0,Mississippi State,50,Georgia,58,20230111,-2.5
0,North Carolina A&T,80,Elon,71,20230111,-2.5
0,Monmouth,57,Hofstra,77,20230111,+18.5
0,Hampton,65,William & Mary,81,20230111,+7.5
0,Towson,59,Delaware,72,20230111,-1.5
0,Creighton,87,Xavier,90,20230111,+2.5
0,Campbell,78,USC Upstate,63,20230111,+1.5
0,Gardner-Webb,79,Presbyterian,78,20230111,-7.5
0,Memphis,104,UCF,107,20230111,+1.5
0,Baylor,83,West Virginia,78,20230111,+1.5
0,Radford,66,Winthrop,52,20230111,+0.5
0,High Point,69,Charleston Southern,106,20230111,-1.5
0,Loyola Maryland,67,Bucknell,57,20230111,+7.5
0,Furman,84,Mercer,66,20230111,-5.5
0,East Tennessee State,96,Citadel,74,20230111,+0.5
0,UNCG,72,VMI,57,20230111,-8.5
0,Western Carolina,76,Chattanooga,95,20230111,+9.5
0,St. Bonaventure,67,Rhode Island,68,20230111,+1.5
0,Alabama,84,Arkansas,69,20230111,+1.5
0,Holy Cross,58,Lehigh,76,20230111,+5.5
0,Southern Illinois,69,Indiana State,61,20230111,+3.5
0,Boston College,72,Miami (FL,88,20230111,+10.5
0,Indiana,66,Penn State,85,20230111,+1.5
0,Boston,71,Colgate,77,20230111,+10.5
0,La Salle,78,Massachusetts,77,20230111,+8.5
0,Richmond,61,Davidson,57,20230111,+2.5
0,Connecticut,76,Marquette,82,20230111,-2.5
0,Albany,69,Bryant,86,20230111,+11.5
