Presbyterian, 3.5 ,Kennesaw State,20241116,140451
NJIT, 6.5 ,Morgan State,20241116,140451
Wofford, 26 ,Duke,20241116,140451
Wake Forest, 6 ,Xavier,20241116,140451
Mercyhurst,NL,Columbia,20241116,140451
Richmond, -2.5 ,Bucknell,20241116,140451
Wagner, 12.5 ,Seton Hall,20241116,140451
Lafayette, 10 ,Cornell,20241116,140451
VMI, 4.5 ,Charleston Southern,20241116,140451
Notre Dame, -3 ,Georgetown,20241116,140451
Youngstown State, 12 ,Syracuse,20241116,140451
NCWESL,NL,UNCG,20241116,140451
STMAMN,NL,UIC,20241116,140451
Dartmouth, 4.5 ,Boston,20241116,140451
UT Martin, 13 ,Longwood,20241116,140451
Indiana State, 5.5 ,Ball State,20241116,140451
Tulsa, -2.5 ,Missouri State,20241116,140451
La Salle, -2.5 ,Drexel,20241116,140451
MISE,NL,Binghamton,20241116,140451
Radford, 4 ,Evansville,20241116,140451
South Carolina State, 1.5 ,Bethune-Cookman,20241116,140451
Saint Peter's, -1 ,UMBC,20241116,140451
Stetson, 27 ,Oklahoma,20241116,140451
Central Arkansas, 7.5 ,Western Illinois,20241116,140451
Tennessee Tech, 6.5 ,Texas-Rio Grande Valley,20241116,140451
Idaho, 29.5 ,BYU,20241116,140451
Canisius, 4 ,SIUE,20241116,140451
South Carolina, 7.5 ,Indiana,20241116,140451
Eastern Michigan, 8 ,Cleveland State,20241116,140451
Idaho State, 1 ,San Diego,20241116,140451
Stephen F. Austin, 9.5 ,Arkansas State,20241116,140451
Jackson State, 25 ,Vanderbilt,20241116,140451
Northwestern State, 7 ,Rice,20241116,140451
Texas State, 1.5 ,Abilene Christian,20241116,140451
Yale, 4.5 ,Minnesota,20241116,140451
Little Rock, 9.5 ,UTSA,20241116,140451
Mercer, 4.5 ,South Alabama,20241116,140451
Colorado State, 5 ,Ole Miss,20241116,140451
Murray State, 3 ,Middle Tennessee,20241116,140451
George Mason, -3 ,East Carolina,20241116,140451
Toledo, -10.5 ,Detroit,20241116,140451
CHEY,NL,Delaware State,20241116,140451
UAPB, 14 ,Incarnate Word,20241116,140451
Le Moyne, 17.5 ,St. Bonaventure,20241116,140451
RCKFRD,NL,Houston Christian,20241116,140451
New Hampshire, -1 ,Sacred Heart,20241116,140451
East Tennessee State, 5.5 ,Davidson,20241116,140451
Green Bay, 15.5 ,Providence,20241116,140451
Portland, 4 ,Long Beach State,20241116,140451
Mississippi Valley State, 38.5 ,Texas,20241116,140451
Georgia Southern, 5.5 ,Winthrop,20241116,140451
Oakland, 27.5 ,Kansas,20241116,140451
Bowling Green, 24.5 ,Michigan State,20241116,140451
Florida Atlantic, 1.5 ,Liberty,20241116,140451
Central Connecticut State, 3 ,Northeastern,20241116,140451
Incarnate Word, 14 ,Stony Brook,20241116,140451
Hofstra, 6 ,Massachusetts,20241116,140451
Southern Indiana, 14.5 ,Purdue Fort Wayne,20241116,140451
Kansas City, 21 ,Creighton,20241116,140451
CENST,NL,Wright State,20241116,140451
CAP,NL,Dayton,20241116,140451
Siena, 5 ,Albany,20241116,140451
Bellarmine, 10.5 ,Marshall,20241116,140451
Holy Cross, 7.5 ,Brown,20241116,140451
Loyola Maryland, 23 ,VCU,20241116,140451
Saint Francis U, 6.5 ,Mount St. Mary's,20241116,140451
North Carolina Central, -5 ,William & Mary,20241116,140451
Loyola Marymount, 4 ,Saint Louis,20241116,140451
Northern Illinois, 18 ,Bradley,20241116,140451
James Madison, 3 ,Towson,20241116,140451
CSUN, -5 ,Sacramento State,20241116,140451
HASK,NL,Oral Roberts,20241116,140451
Norfolk State, -2.5 ,Hampton,20241116,140451
Florida Gulf Coast, 12 ,Drake,20241116,140451
Alabama A&M, 8 ,Tennessee State,20241116,140451
Omaha, 6.5 ,Southern Utah,20241116,140451
Utah Tech, 10 ,Wyoming,20241116,140451
Fresno State, 1 ,Bakersfield,20241116,140451
Santa Clara, 7.5 ,Nevada,20241116,140451
Pepperdine, 17.5 ,UC Irvine,20241116,140451
Seattle, 5 ,California-San Diego,20241116,140451
Chicago State, 26 ,San Francisco,20241116,140451
Elon,NL,Gardner-Webb,20241116,140451
