Louisiana-Monroe, 33.5 ,Kansas State,20251228,140915
Liberty, -4.5 ,Florida International,20251228,140915
Alice Lloyd,NL,Morehead State,20251228,140915
Dakota State,NL,North Dakota,20251228,140915
Winthrop, 17.5 ,Texas Tech,20251228,140915
Columbia, -13.5 ,North Florida,20251228,140915
Le Moyne, 13.5 ,Boston College,20251228,140915
Harvard, 3.5 ,Colgate,20251228,140915
Shenandoah,NL,Radford,20251228,140915
Florida A&M, 17.5 ,Georgia Tech,20251228,140915
Cal State Fullerton, 21.5 ,SMU,20251228,140915
Northern Colorado, 14.5 ,Colorado,20251228,140915
Averett,NL,Longwood,20251228,140915
Norfolk State, 1.5 ,Louisiana,20251228,140915
University of the Southwest,NL,New Mexico State,20251228,140915
Charleston Southern, 13.5 ,Richmond,20251228,140915
Washington State, -4.5 ,Portland,20251228,140915
Penn, 15.5 ,George Mason,20251228,140915
Old Dominion, 13.5 ,Maryland,20251228,140915
Santa Clara, -5.5 ,Oregon State,20251228,140915
Pacific, -2.5 ,San Diego,20251228,140915
Saint Mary's, -8.5 ,Loyola Marymount,20251228,140915
San Francisco, 1.5 ,Seattle,20251228,140915
Gonzaga, -28.5 ,Pepperdine,20251228,140915
Omaha, 19.5 ,Oregon,20251228,140915
