Incarnate Word,NL,Hofstra,20241206,140757
Columbia,NL,Eastern Illinois,20241206,140757
Delaware, 3.5 ,Duquesne,20241206,140757
Brown, 6 ,Bryant,20241206,140757
Siena, 2 ,Niagara,20241206,140757
Kennesaw State, 1 ,Georgia State,20241206,140757
Saint Peter's, -8 ,Manhattan,20241206,140757
Iona, -1 ,Sacred Heart,20241206,140757
Merrimack College, -7 ,Canisius,20241206,140757
Portland, 12.5 ,Kent State,20241206,140757
Miami (OH, 19 ,Indiana,20241206,140757
Quinnipiac, -1 ,Rider,20241206,140757
Mount St. Mary's, 5.5 ,Marist,20241206,140757
Georgetown, 9.5 ,West Virginia,20241206,140757
FIU,NL,NCOLLFL,20241206,140757
TRIFL,NL,Florida A&M,20241206,140757
CSVILLE,NL,Eastern Kentucky,20241206,140757
Charleston Southern, 14 ,Davidson,20241206,140757
Prairie View A&M, 24.5 ,UAB,20241206,140757
EWUN,NL,Western Illinois,20241206,140757
North Texas, -2.5 ,High Point,20241206,140757
Illinois, -3.5 ,Northwestern,20241206,140757
George Washington,NL,Old Dominion,20241206,140757
Mississippi Valley State,NL,Liberty,20241206,140757
