Louisiana, 8.5 ,Appalachian State,20260122,142043
Louisiana-Monroe, 18.5 ,Marshall,20260122,142043
Stetson, 14.5 ,Lipscomb,20260122,142043
Florida Gulf Coast, 3.5 ,Austin Peay,20260122,142043
Central Arkansas, -3.5 ,West Georgia,20260122,142043
Vermont, -4.5 ,UMass Lowell,20260122,142043
University at Albany, -4.5 ,Maine,20260122,142043
Binghamton, 7.5 ,New Hampshire,20260122,142043
NJIT, 6.5 ,UMBC,20260122,142043
Green Bay, 6.5 ,Youngstown State,20260122,142043
Campbell, 3.5 ,Charleston,20260122,142043
South Alabama, 3.5 ,James Madison,20260122,142043
Monmouth, 1.5 ,Hampton,20260122,142043
Wisconsin, -5.5 ,Penn State,20260122,142043
Milwaukee, 5.5 ,Robert Morris,20260122,142043
Southern Miss, 1.5 ,Georgia State,20260122,142043
South Florida, -2.5 ,UAB,20260122,142043
Texas State, 2.5 ,Coastal Carolina,20260122,142043
Merrimack, 1.5 ,Iona,20260122,142043
Stony Brook, 3.5 ,Northeastern,20260122,142043
UNC Wilmington, -1.5 ,William & Mary,20260122,142043
Quinnipiac, -4.5 ,Mount St. Mary's,20260122,142043
Canisius, 9.5 ,Sacred Heart,20260122,142043
Hofstra, -9.5 ,North Carolina A&T,20260122,142043
Marist, 1.5 ,Siena,20260122,142043
Arkansas State, -2.5 ,Georgia Southern,20260122,142043
Towson, 2.5 ,Elon,20260122,142043
Niagara, 10.5 ,Fairfield,20260122,142043
Bellarmine, 2.5 ,Jacksonville,20260122,142043
Eastern Kentucky, -6.5 ,North Florida,20260122,142043
Western Illinois, 8.5 ,Morehead State,20260122,142043
North Dakota, -1.5 ,Oral Roberts,20260122,142043
Eastern Illinois, 2.5 ,Southern Indiana,20260122,142043
Tennessee Tech, 8.5 ,Lindenwood,20260122,142043
Little Rock, 5.5 ,Southeast Missouri State,20260122,142043
Weber State, 4.5 ,Montana,20260122,142043
Missouri State, 6.5 ,New Mexico State,20260122,142043
Tennessee State, 1.5 ,SIU Edwardsville,20260122,142043
Sacramento State, 9.5 ,Idaho,20260122,142043
Portland State, -2.5 ,Eastern Washington,20260122,142043
South Dakota State, 7.5 ,St. Thomas,20260122,142043
Cal Poly, 8.5 ,UC Santa Barbara,20260122,142043
UC San Diego, -2.5 ,UC Davis,20260122,142043
Idaho State, 5.5 ,Montana State,20260122,142043
Florida International, -1.5 ,UTEP,20260122,142043
North Dakota State, -4.5 ,Denver,20260122,142043
UC Irvine, -9.5 ,UC Riverside,20260122,142043
Long Beach State, 3.5 ,Cal State Fullerton,20260122,142043
