Wake Forest, 8.5 ,North Carolina,20240122,151920
QNS,NL,Maryland Eastern Shore,20240122,151920
Lehigh, 12.5 ,Colgate,20240122,151920
Northwestern State, 5.5 ,Southeastern Louisiana,20240122,151920
McNeese State, -4.5 ,Texas A&M-Corpus Christi,20240122,151920
Nicholls, -3.5 ,Incarnate Word,20240122,151920
Texas A&M-Commerce, 5.5 ,Lamar,20240122,151920
New Orleans, -2.5 ,Houston Christian,20240122,151920
Prairie View A&M, 3.5 ,Alcorn State,20240122,151920
Bethune-Cookman, 1 ,UAPB,20240122,151920
Florida A&M, -6.5 ,Mississippi Valley State,20240122,151920
Hofstra, -4.5 ,Stony Brook,20240122,151920
Idaho State, 4.5 ,Montana State,20240122,151920
Weber State, 2.5 ,Montana,20240122,151920
Cincinnati, 8.5 ,Kansas,20240122,151920
Texas Southern, 5.5 ,Jackson State,20240122,151920
Alabama A&M,NL,Alabama State,20240122,151920
