Wilmington (DE,NL,Delaware,20251107,140923
Columbia, -6.5 ,New Haven,20251107,140923
SIU Edwardsville, 6.5 ,UTSA,20251107,140923
MIT,NL,Harvard,20251107,140923
Northeastern, 3.5 ,Colgate,20251107,140923
Tulsa, 2.5 ,Rhode Island,20251107,140923
Georgetown, 6.5 ,Maryland,20251107,140923
Charleston, 7.5 ,Liberty,20251107,140923
Boston University, 16.5 ,Northwestern,20251107,140923
Purdue Fort Wayne, 22.5 ,Ohio State,20251107,140923
Green Bay, 6.5 ,Buffalo,20251107,140923
Troy, 2.5 ,Furman,20251107,140923
Hofstra, -1.5 ,Iona,20251107,140923
Sacred Heart, 10.5 ,Duquesne,20251107,140923
Tennessee Tech, 11.5 ,Charlotte,20251107,140923
Washington State, 4.5 ,Davidson,20251107,140923
Siena, -1.5 ,Brown,20251107,140923
Oakland, 31.5 ,Purdue,20251107,140923
Detroit Mercy, 20.5 ,Notre Dame,20251107,140923
Valparaiso, 33.5 ,Kentucky,20251107,140923
Morehead State, 19.5 ,Wake Forest,20251107,140923
Georgia State, 29.5 ,Cincinnati,20251107,140923
Western Illinois, 29.5 ,Iowa,20251107,140923
Cornell, 5.5 ,Kent State,20251107,140923
Kansas, 1.5 ,North Carolina,20251107,140923
Arkansas State, -1.5 ,Stephen F. Austin,20251107,140923
Winthrop, 11.5 ,George Mason,20251107,140923
Gardner-Webb, 31.5 ,Clemson,20251107,140923
North Carolina Central, 32.5 ,Virginia,20251107,140923
Bucknell, 3.5 ,Mount St. Mary's,20251107,140923
Longwood, 17.5 ,Pittsburgh,20251107,140923
Alabama State, 25.5 ,Florida State,20251107,140923
Louisiana-Monroe, 35.5 ,Ole Miss,20251107,140923
Wagner, 23.5 ,Seton Hall,20251107,140923
UMass Lowell, 33.5 ,UConn,20251107,140923
Bryant, 16.5 ,Georgia Tech,20251107,140923
Kansas City, 12.5 ,Southern Illinois,20251107,140923
Southeast Missouri State, 25.5 ,Missouri,20251107,140923
Utah State, -2.5 ,VCU,20251107,140923
Sam Houston, 27.5 ,Texas Tech,20251107,140923
Colorado Christian,NL,Northern Colorado,20251107,140923
Stonehill, 22.5 ,DePaul,20251107,140923
Nicholls State, -2.5 ,Eastern Illinois,20251107,140923
Mississippi Valley State, 36.5 ,Murray State,20251107,140923
VMI, -1.5 ,Southern Indiana,20251107,140923
Northern Illinois, 27.5 ,Wisconsin,20251107,140923
Southeastern Louisiana, 3.5 ,Louisiana,20251107,140923
Florida Gulf Coast, 27.5 ,Illinois,20251107,140923
South Carolina State, 13.5 ,Samford,20251107,140923
Yale, -5.5 ,Navy,20251107,140923
UAB, 18.5 ,North Carolina State,20251107,140923
Youngstown State, 13.5 ,Grand Canyon,20251107,140923
Utah Tech, 31.5 ,Arizona,20251107,140923
Idaho State, 5.5 ,San Diego,20251107,140923
Western New Mexico,NL,UTEP,20251107,140923
UIC, 3.5 ,Oregon State,20251107,140923
Rice, 15.5 ,Oregon,20251107,140923
McNeese, 7.5 ,Santa Clara,20251107,140923
California Baptist, 7.5 ,UC Irvine,20251107,140923
Pepperdine, 27.5 ,UCLA,20251107,140923
Chattanooga, 14.5 ,Saint Mary's,20251107,140923
