Albany, -1 ,Dartmouth,20241113,140742
Massachusetts, 1 ,Louisiana Tech,20241113,140742
Southern Indiana, 3.5 ,Bellarmine,20241113,140742
Wagner, 24 ,St. John's,20241113,140742
Harvard, 3 ,Northeastern,20241113,140742
Montana, 26 ,Tennessee,20241113,140742
Wright State, 7 ,Toledo,20241113,140742
Richmond, 3 ,Charlotte,20241113,140742
Central Michigan, 14.5 ,George Mason,20241113,140742
Ball State, 16.5 ,Dayton,20241113,140742
Coastal Carolina, 19 ,North Carolina State,20241113,140742
Georgia State, 5 ,Jacksonville State,20241113,140742
TUSC,NL,East Tennessee State,20241113,140742
NBRI,NL,Campbell,20241113,140742
TRINB,NL,Mercer,20241113,140742
BRYAN,NL,Kennesaw State,20241113,140742
TRUE,NL,Western Carolina,20241113,140742
EMER,NL,Yale,20241113,140742
Canisius, 1.5 ,Mercyhurst,20241113,140742
Mount St. Mary's, 6.5 ,Bucknell,20241113,140742
Milwaukee, 4.5 ,Longwood,20241113,140742
Wofford, -3.5 ,Presbyterian,20241113,140742
USC Upstate, 27 ,Wake Forest,20241113,140742
Howard, -3.5 ,Tennessee State,20241113,140742
St. Bonaventure, -2 ,Florida Gulf Coast,20241113,140742
Merrimack College, 17 ,VCU,20241113,140742
Le Moyne, 37.5 ,Connecticut,20241113,140742
Evansville, 10 ,Middle Tennessee,20241113,140742
CRC,NL,Southeast Missouri State,20241113,140742
RAN,NL,Central Arkansas,20241113,140742
Southern, -3 ,East Texas A&M,20241113,140742
Kent State, 22 ,Auburn,20241113,140742
North Texas, 1 ,Minnesota,20241113,140742
California, 9 ,Vanderbilt,20241113,140742
Louisiana-Lafayette, 29.5 ,Houston,20241113,140742
Oral Roberts, 9 ,Tulsa,20241113,140742
Wyoming, 22 ,Texas Tech,20241113,140742
Hofstra, 5 ,Seton Hall,20241113,140742
Troy, 13 ,Arkansas,20241113,140742
Green Bay, 4 ,Western Illinois,20241113,140742
FISK,NL,Alabama A&M,20241113,140742
Fairleigh Dickinson, 26.5 ,Nebraska,20241113,140742
Oakland, 23.5 ,Illinois,20241113,140742
Cal State Fullerton, 16 ,Colorado,20241113,140742
WSTMUT,NL,Utah State,20241113,140742
BETH,NL,Utah Tech,20241113,140742
Queens (NC, 28.5 ,BYU,20241113,140742
Houston Christian, 36 ,Creighton,20241113,140742
Weber State, 17 ,Nevada,20241113,140742
Long Beach State, 16 ,San Francisco,20241113,140742
North Dakota State, 16 ,Santa Clara,20241113,140742
Fresno State, 13 ,UC Santa Barbara,20241113,140742
NOBEL,NL,CSUN,20241113,140742
SEAPAC,NL,Washington,20241113,140742
UT Arlington, 17.5 ,USC,20241113,140742
Nicholls,NL,Washington,20241113,140742
