TRINB,NL,Jacksonville,20231214,151848
BTHWV,NL,Youngstown State,20231214,151848
Citadel, 13.5 ,Charleston,20231214,151848
East Carolina, 14.5 ,Florida,20231214,151848
Furman, 7.5 ,Tulane,20231214,151848
Jacksonville State, 19.5 ,Wisconsin,20231214,151848
CUKY,NL,Northern Kentucky,20231214,151848
STMRW,NL,Morehead State,20231214,151848
STAUG,NL,Campbell,20231214,151848
BSC,NL,New Orleans,20231214,151848
St. Thomas (MN, 25.5 ,Marquette,20231214,151848
MYVLST,NL,South Dakota State,20231214,151848
Grambling State, 22.5 ,Drake,20231214,151848
Louisiana-Monroe, -1.5 ,Lamar,20231214,151848
