UIC, 2 ,La Salle,20241122,140749
VTSTR,NL,Fairleigh Dickinson,20241122,140749
Bakersfield, 5.5 ,Florida Gulf Coast,20241122,140749
Ohio, -6.5 ,Portland,20241122,140749
Drake, 3.5 ,Florida Atlantic,20241122,140749
Longwood, 8 ,UAB,20241122,140749
FIU, 5 ,Northeastern,20241122,140749
East Carolina, -13 ,Stetson,20241122,140749
PRM,NL,Albany,20241122,140749
Miami, -5 ,Oklahoma State,20241122,140749
Middle Tennessee, 1.5 ,South Florida,20241122,140749
Pittsburgh, -6.5 ,LSU,20241122,140749
Illinois State, 10.5 ,McNeese State,20241122,140749
James Madison, -2.5 ,California-San Diego,20241122,140749
Presbyterian, 5.5 ,Youngstown State,20241122,140749
Kansas City, -3.5 ,American,20241122,140749
Temple, 4.5 ,Florida State,20241122,140749
IU Indy, 3.5 ,Coastal Carolina,20241122,140749
Wofford, -1 ,St. Thomas (MN,20241122,140749
Seton Hall, 6.5 ,Vanderbilt,20241122,140749
Bradley, -5.5 ,Wright State,20241122,140749
UCF, 5 ,Wisconsin,20241122,140749
TRINB,NL,Florida A&M,20241122,140749
Utah Tech, 24.5 ,Utah,20241122,140749
Jacksonville State, 3.5 ,Toledo,20241122,140749
Louisiana-Lafayette, 12.5 ,Liberty,20241122,140749
Campbell, 25.5 ,Ohio State,20241122,140749
Lamar, 11 ,Akron,20241122,140749
Monmouth, 7.5 ,Stephen F. Austin,20241122,140749
Le Moyne, 1.5 ,UT Martin,20241122,140749
Southern Illinois, 18 ,Florida,20241122,140749
William & Mary, 15 ,North Carolina State,20241122,140749
Merrimack College, 12 ,Butler,20241122,140749
VMI, 20 ,Davidson,20241122,140749
Drexel, 6 ,Fordham,20241122,140749
St. John's, -11.5 ,Virginia,20241122,140749
Syracuse, 11 ,Texas Tech,20241122,140749
Winthrop, 19.5 ,Louisville,20241122,140749
Morgan State, 3 ,Buffalo,20241122,140749
Colgate, -2 ,Harvard,20241122,140749
USC Upstate, 12.5 ,East Tennessee State,20241122,140749
Chicago State, 14.5 ,Indiana State,20241122,140749
Jackson State, 35 ,Kentucky,20241122,140749
Army, -1 ,Manhattan,20241122,140749
North Carolina Central, 5 ,Georgia State,20241122,140749
Elon, 16 ,Notre Dame,20241122,140749
Pacific, 19.5 ,Missouri,20241122,140749
VCU, 1.5 ,Nevada,20241122,140749
Texas State, 5.5 ,Princeton,20241122,140749
New Orleans, 18 ,Tulane,20241122,140749
Louisiana-Monroe, 4 ,Northwestern State,20241122,140749
Southeast Missouri State, 10 ,UNC Asheville,20241122,140749
Pepperdine, 19 ,Northwestern,20241122,140749
Utah Valley, 7.5 ,Murray State,20241122,140749
Utah State, 2 ,Iowa,20241122,140749
South Dakota, -3 ,Southern Indiana,20241122,140749
Portland State, 5 ,Milwaukee,20241122,140749
Hofstra, 28 ,Houston,20241122,140749
Nebraska, 11 ,Creighton,20241122,140749
Green Bay, -1 ,Evansville,20241122,140749
George Washington, 8 ,Kansas State,20241122,140749
LANE,NL,Arkansas State,20241122,140749
Incarnate Word, 3.5 ,Northern Arizona,20241122,140749
South Carolina State, -1.5 ,Alabama A&M,20241122,140749
Rice, -10.5 ,Houston Christian,20241122,140749
Mississippi State, -2 ,SMU,20241122,140749
Southeastern Louisiana, 10 ,Wyoming,20241122,140749
Omaha, -1 ,Alabama State,20241122,140749
UC Irvine, -8 ,Weber State,20241122,140749
UC Riverside, 11 ,Colorado State,20241122,140749
Little Rock, 21 ,Arkansas,20241122,140749
Texas, -8.5 ,Saint Joseph's,20241122,140749
Norfolk State, 17 ,Grand Canyon,20241122,140749
Baylor, 4.5 ,Tennessee,20241122,140749
North Dakota, 9.5 ,Loyola Marymount,20241122,140749
Southern Utah, -1.5 ,San Diego,20241122,140749
Cal State Fullerton, 26.5 ,UCLA,20241122,140749
NWCOLL,NL,Seattle,20241122,140749
Alcorn State, 27 ,Washington,20241122,140749
Duke, 1.5 ,Arizona,20241122,140749
Saint Louis, 2.5 ,Wichita State,20241122,140749
