Kentucky,+11.5,Tennessee,20230114,131603
West Virginia,+4,Oklahoma,20230114,131603
Miami FL,+3.5,North Carolina State,20230114,131603
Cleveland State,-11.5,IUPUI,20230114,131603
Seton Hall,-3,DePaul,20230114,131603
Drexel,+2,Northeastern,20230114,131603
Loyola Chicago,+2,Saint Josephs,20230114,131603
Wisconsin,+4,Indiana,20230114,131603
Columbia,+13,Harvard,20230114,131603
Georgia,+5,Ole Miss,20230114,131603
Robert Morris,+5.5,Detroit Mercy,20230114,131603
Bowling Green,-2,Western Michigan,20230114,131603
Western Carolina,-1.5,The Citadel,20230114,131603
Maine,+8.5,UMBC,20230114,131603
Holy Cross,+7,Lafayette,20230114,131603
Bryant,-3,New Hampshire,20230114,131603
Army West Point,+3,Boston University,20230114,131603
Fairleigh Dickinson,+2,Central Connecticut State,20230114,131603
North Alabama,+7.5,Queens NC,20230114,131603
Sacred Heart,-1.5,Saint Francis Brooklyn,20230114,131603
North Dakota State,-3,Omaha,20230114,131603
North Carolina,-12.5,Louisville,20230114,131603
Providence,+6.5,Creighton,20230114,131603
Kansas State,+5,TCU,20230114,131603
Arkansas,-4.5,Vanderbilt,20230114,131603
UTSA,+15.5,Charlotte,20230114,131603
Miami OH,+10,Ball State,20230114,131603
Delaware,+7.5,Hofstra,20230114,131603
Princeton,-3.5,Brown,20230114,131603
North Texas,+3.5,Florida Atlantic,20230114,131603
Pennsylvania,-5.5,Dartmouth,20230114,131603
UCF,+2,Tulane,20230114,131603
Stony Brook,+5,North Carolina A&T,20230114,131603
Coastal Carolina,+3.5,Georgia State,20230114,131603
Bucknell,+13.5,Colgate,20230114,131603
UMass Lowell,-6,Binghamton,20230114,131603
American,-3.5,Lehigh,20230114,131603
UNC Asheville,+4.5,Gardner-Webb,20230114,131603
North Florida,+6.5,Kennesaw State,20230114,131603
Merrimack,+4,Stonehill,20230114,131603
Winthrop,+4,Campbell,20230114,131603
Monmouth,+17.5,Towson,20230114,131603
Pittsburgh,-4.5,Georgia Tech,20230114,131603
Youngstown State,-3.5,Oakland,20230114,131603
Southern Mississippi,-6,Arkansas State,20230114,131603
Texas State,-3.5,ULM,20230114,131603
North Dakota,+4.5,Denver,20230114,131603
UTEP,+4,Rice,20230114,131603
Fordham,+1,La Salle,20230114,131603
Southeast Missouri State,-2,Morehead State,20230114,131603
SFA,+3.5,Southern Utah,20230114,131603
Stetson,+2.5,Eastern Kentucky,20230114,131603
Missouri,+6.5,Florida,20230114,131603
Iowa State,+7.5,Kansas,20230114,131603
LSU,+15.5,Alabama,20230114,131603
Arizona State,-8.5,Oregon State,20230114,131603
Elon,+19.5,Charleston,20230114,131603
Tulsa,+9.5,Wichita State,20230114,131603
UC Irvine,-11.5,CSUN,20230114,131603
Cincinnati,-5,SMU,20230114,131603
UIC,+9,Murray State,20230114,131603
UNC Greensboro,+6.5,Furman,20230114,131603
Saint Louis,-5,George Washington,20230114,131603
Troy,-1,Appalachian State,20230114,131603
UAB,-3.5,Louisiana Tech,20230114,131603
Delaware State,+12,UMES,20230114,131603
Valparaiso,-1.5,Evansville,20230114,131603
Mercer,+3,ETSU,20230114,131603
Louisiana-Lafayette,-2,South Alabama,20230114,131603
South Carolina State,+11.5,North Carolina Central,20230114,131603
LIU,+11,Saint Francis PA,20230114,131603
Tennessee State,+2,Tennessee Tech,20230114,131603
Morgan State,+1,Coppin State,20230114,131603
FGCU,-4.5,Bellarmine,20230114,131603
