UMBC, 17.5 ,Georgetown,20241202,140809
Yale, 3.5 ,Rhode Island,20241202,140809
William & Mary, -6.5 ,Old Dominion,20241202,140809
Air Force, 6.5 ,Miami (OH,20241202,140809
OAKA,NL,Mississippi Valley State,20241202,140809
KENN,NL,Jacksonville State,20241202,140809
Loyola Maryland, -8 ,Coppin State,20241202,140809
Bryant, 3 ,Drexel,20241202,140809
UT Arlington, -7.5 ,Louisiana-Monroe,20241202,140809
Southeastern Louisiana, 8 ,Tulane,20241202,140809
DAKU,NL,South Dakota State,20241202,140809
EWUN,NL,Southern Indiana,20241202,140809
Jackson State, 23 ,Saint Louis,20241202,140809
Chicago State, 21.5 ,St. Thomas (MN,20241202,140809
Pacific, 15.5 ,Colorado,20241202,140809
Washington State, 11.5 ,Nevada,20241202,140809
