Albany, 3.5 ,Sacred Heart,20241218,140817
Le Moyne, 6 ,Dartmouth,20241218,140817
MITECH,NL,Green Bay,20241218,140817
SWAD,NL,Texas A&M-Corpus Christi,20241218,140817
Abilene Christian, -9.5 ,East Texas A&M,20241218,140817
VULYN,NL,Presbyterian,20241218,140817
Mercyhurst,NL,Binghamton,20241218,140817
Stonehill, 13.5 ,Massachusetts-Lowell,20241218,140817
South Carolina State, -2 ,USC Upstate,20241218,140817
Creighton, -3.5 ,Georgetown,20241218,140817
Fairleigh Dickinson, 15 ,La Salle,20241218,140817
Davidson, 2.5 ,Temple,20241218,140817
Northeastern, 3 ,Massachusetts,20241218,140817
Elon, 4 ,East Tennessee State,20241218,140817
Murray State, -3 ,Indiana State,20241218,140817
Detroit, 12 ,Northern Kentucky,20241218,140817
Richmond, 3 ,William & Mary,20241218,140817
Xavier, 13.5 ,Connecticut,20241218,140817
Memphis, -5 ,Virginia,20241218,140817
Youngstown State, 7.5 ,Wright State,20241218,140817
MOCO,NL,Furman,20241218,140817
WES,NL,Chattanooga,20241218,140817
REGEN,NL,Hampton,20241218,140817
Bethune-Cookman, 13 ,South Florida,20241218,140817
Mercer, 2 ,Queens (NC,20241218,140817
Manhattan, 3 ,Wagner,20241218,140817
Mount St. Mary's, -1.5 ,LIU,20241218,140817
Longwood, -2 ,Campbell,20241218,140817
American, 13.5 ,Saint Joseph's,20241218,140817
Central Connecticut State, -1.5 ,Fairfield,20241218,140817
Florida Gulf Coast, 6 ,UNCW,20241218,140817
Lafayette, 10.5 ,George Washington,20241218,140817
Austin Peay, 13 ,Ohio,20241218,140817
Miami (OH, 4 ,Vermont,20241218,140817
Alabama A&M, 22 ,UAB,20241218,140817
UMBC, 15 ,Georgia Tech,20241218,140817
Southern Utah, 1.5 ,Texas-Rio Grande Valley,20241218,140817
Evansville, 8 ,UT Arlington,20241218,140817
Citadel, 28.5 ,Vanderbilt,20241218,140817
Appalachian State, -2 ,Louisiana-Lafayette,20241218,140817
Wofford, 7.5 ,Saint Louis,20241218,140817
San Francisco, 1.5 ,Bradley,20241218,140817
Northern Illinois, 14.5 ,Illinois State,20241218,140817
Toledo, 29.5 ,Houston,20241218,140817
Canisius, 25 ,Loyola Chicago,20241218,140817
Tarleton State, 21.5 ,Oklahoma State,20241218,140817
LUM,NL,Missouri State,20241218,140817
Mississippi Valley State, 36.5 ,North Texas,20241218,140817
Samford, 19.5 ,Arizona,20241218,140817
Idaho, 6 ,UC Davis,20241218,140817
Alabama, -25.5 ,North Dakota,20241218,140817
VCU, 3 ,New Mexico,20241218,140817
Butler, 14 ,Marquette,20241218,140817
Utah Valley, 2 ,Idaho State,20241218,140817
Michigan, -3.5 ,Oklahoma,20241218,140817
LOAKS,NL,Weber State,20241218,140817
Nicholls, 34.5 ,Gonzaga,20241218,140817
Bakersfield, -1.5 ,Portland,20241218,140817
CSUN, 11 ,USC,20241218,140817
Kennesaw State, 14 ,Santa Clara,20241218,140817
Portland State, 4 ,Pacific,20241218,140817
Montana State, 1 ,UC Riverside,20241218,140817
UC Santa Barbara, 2 ,Loyola Marymount,20241218,140817
Washington State, 3 ,Washington,20241218,140817
CCT,NL,McNeese State,20241218,140817
