Southern, 15.5 ,Louisiana Tech,20241130,140427
Monmouth, 14 ,Seton Hall,20241130,140427
Colgate, 6.5 ,Sam Houston,20241130,140427
Campbell, 5.5 ,Green Bay,20241130,140427
Creighton, -6.5 ,Notre Dame,20241130,140427
Central Arkansas, 22.5 ,Georgia Tech,20241130,140427
Northeastern, 4 ,Vermont,20241130,140427
Chicago State, 33.5 ,Wisconsin,20241130,140427
Delaware, -1 ,Rider,20241130,140427
Western Carolina, 32.5 ,Marquette,20241130,140427
Robert Morris, 10.5 ,Ohio,20241130,140427
Milwaukee, -2 ,Southern Miss,20241130,140427
Indiana State, -3.5 ,Iona,20241130,140427
New Mexico State, -4.5 ,Bowling Green,20241130,140427
TRINIL,NL,IU Indy,20241130,140427
PFEIFR,NL,High Point,20241130,140427
USC Upstate, 6.5 ,Coastal Carolina,20241130,140427
LIU, -1 ,Binghamton,20241130,140427
Navy, 4 ,Elon,20241130,140427
Charleston Southern, 24.5 ,Miami,20241130,140427
Mount St. Mary's, 7.5 ,Howard,20241130,140427
Purdue Fort Wayne, -9 ,East Texas A&M,20241130,140427
Appalachian State, 3 ,UNCW,20241130,140427
CSUN, 5 ,Montana State,20241130,140427
VULYN,NL,North Carolina Central,20241130,140427
Nicholls, 1 ,Louisiana-Lafayette,20241130,140427
Texas A&M, -4.5 ,Rutgers,20241130,140427
Temple, -1 ,La Salle,20241130,140427
Austin Peay, 9.5 ,East Tennessee State,20241130,140427
Houston Christian, 13 ,UTSA,20241130,140427
Albany, 15.5 ,Georgetown,20241130,140427
Tarleton State, 10.5 ,Hofstra,20241130,140427
Weber State, -3.5 ,Pepperdine,20241130,140427
Maine, -1.5 ,Penn,20241130,140427
Prairie View A&M, 16.5 ,Texas A&M-Corpus Christi,20241130,140427
Niagara, 3.5 ,Lafayette,20241130,140427
Harvard, 26.5 ,St. John's,20241130,140427
UC Riverside, -4 ,Idaho,20241130,140427
Eastern Washington, 22.5 ,Utah,20241130,140427
AURO,NL,UIC,20241130,140427
Furman, 21 ,Kansas,20241130,140427
Georgia Southern, 13.5 ,Drake,20241130,140427
BTHWV,NL,Youngstown State,20241130,140427
Florida Gulf Coast, 13 ,Florida Atlantic,20241130,140427
Bucknell, -3.5 ,Siena,20241130,140427
Bellarmine, 9 ,Northern Kentucky,20241130,140427
Oakland, 8 ,Toledo,20241130,140427
Detroit, 6.5 ,Eastern Michigan,20241130,140427
Air Force, 9 ,Wright State,20241130,140427
Rice, 8.5 ,Arkansas State,20241130,140427
San Diego State, 12.5 ,Houston,20241130,140427
LAV,NL,California-San Diego,20241130,140427
OLLU,NL,Lamar,20241130,140427
Jacksonville, 17 ,Georgia,20241130,140427
Maryland Eastern Shore, 42 ,Connecticut,20241130,140427
Marist, 1 ,Lehigh,20241130,140427
Kennesaw State, 5 ,Kent State,20241130,140427
Cal State Fullerton, 3.5 ,Pacific,20241130,140427
Marshall, 7.5 ,Western Kentucky,20241130,140427
Abilene Christian, -2.5 ,Omaha,20241130,140427
Utah Tech, 6 ,Portland State,20241130,140427
Mercyhurst,NL,Sacramento State,20241130,140427
Lipscomb, -10.5 ,Alabama A&M,20241130,140427
Bakersfield, 4 ,Southern Utah,20241130,140427
Kansas City, -3 ,Southeast Missouri State,20241130,140427
Towson, 9.5 ,UC Irvine,20241130,140427
Oregon, 6 ,Alabama,20241130,140427
Cal Poly, 14.5 ,Stanford,20241130,140427
UC Davis, 10 ,Oregon State,20241130,140427
Alabama,NL,Notre Dame,20241130,140427
Rutgers,NL,Houston,20241130,140427
San Diego State,NL,Texas A&M,20241130,140427
Creighton,NL,Oregon,20241130,140427
