Chicago State, 14.5 ,Drexel,20241126,140823
Duquesne, -7 ,Old Dominion,20241126,140823
Siena, 7 ,Jacksonville,20241126,140823
Tulsa, -9.5 ,Detroit,20241126,140823
Eastern Kentucky, 4.5 ,Southern Illinois,20241126,140823
Gardner-Webb, -3 ,Southeastern Louisiana,20241126,140823
Hampton, 11 ,High Point,20241126,140823
Miami (OH, -3.5 ,Mercer,20241126,140823
Fordham, 11 ,San Francisco,20241126,140823
San Diego State, 4 ,Creighton,20241126,140823
Austin Peay, 2 ,Georgia State,20241126,140823
Louisiana Tech, -6 ,Richmond,20241126,140823
Bethune-Cookman, 3 ,North Dakota,20241126,140823
Connecticut, -15 ,Colorado,20241126,140823
Utah Tech, 1 ,Denver,20241126,140823
Penn State, 1 ,Clemson,20241126,140823
Tennessee State, 7.5 ,Bryant,20241126,140823
Utah Valley, -15 ,West Georgia,20241126,140823
Oregon, 3 ,Texas A&M,20241126,140823
UT Arlington, 4.5 ,Murray State,20241126,140823
South Dakota State, -1.5 ,Missouri State,20241126,140823
Memphis, 1.5 ,Michigan State,20241126,140823
Wyoming, 2 ,Tulane,20241126,140823
FLTECH,NL,Ball State,20241126,140823
NJIT, 12.5 ,Cleveland State,20241126,140823
Western Kentucky, 22.5 ,Kentucky,20241126,140823
MIDW,NL,Bellarmine,20241126,140823
Radford, 8.5 ,Purdue Fort Wayne,20241126,140823
Manhattan, 17 ,Virginia,20241126,140823
Grand Canyon, -1 ,Stanford,20241126,140823
PSWB,NL,Delaware State,20241126,140823
STANDR,NL,Citadel,20241126,140823
SUNYM,NL,Army,20241126,140823
Western Carolina,NL,Florida State,20241126,140823
Saint Peter's, -7.5 ,Fairleigh Dickinson,20241126,140823
Lehigh, -4.5 ,Saint Francis U,20241126,140823
Wagner, 14 ,Georgetown,20241126,140823
Coppin State, 30 ,Saint Joseph's,20241126,140823
VMI, 5 ,Loyola Maryland,20241126,140823
North Dakota State, 10.5 ,Samford,20241126,140823
Boise State, -10.5 ,Boston College,20241126,140823
Western Illinois, 10.5 ,South Alabama,20241126,140823
Houston, -4 ,Alabama,20241126,140823
TXLUT,NL,Texas A&M-Corpus Christi,20241126,140823
NNME,NL,Northern Colorado,20241126,140823
USC Upstate, 29.5 ,Iowa,20241126,140823
UTEP, -8 ,Long Beach State,20241126,140823
Iowa State, -8 ,Dayton,20241126,140823
Loyola Marymount, 2 ,Belmont,20241126,140823
Northern Arizona, -2 ,Eastern Michigan,20241126,140823
Abilene Christian, 5 ,Montana State,20241126,140823
Cal State Fullerton, 4 ,Pepperdine,20241126,140823
Kansas, 3.5 ,Duke,20241126,140823
Mississippi Valley State, 42.5 ,Utah,20241126,140823
California Baptist, 9.5 ,SMU,20241126,140823
Eastern Washington, 11.5 ,UC Santa Barbara,20241126,140823
Southern Utah, 22.5 ,UCLA,20241126,140823
Grambling State, 6 ,Cal Poly,20241126,140823
Rutgers, -2.5 ,Notre Dame,20241126,140823
UNCG, 2 ,San Jose State,20241126,140823
Auburn, -4 ,North Carolina,20241126,140823
Seattle, -1 ,Furman,20241126,140823
Fresno State, 14 ,Washington State,20241126,140823
HIPACI,NL,Hawaii,20241126,140823
Creighton,NL,Oregon,20241126,140823
HASK,NL,Oral Roberts,20241126,140823
